distrito,fecha,poblacion
CENTRO,2018-08-01,132244
ARGANZUELA,2018-08-01,153561
CIUDAD LINEAL,2018-08-01,216205
PUENTE DE VALLECAS,2018-09-01,234244
CHAMARTÍN,2018-09-01,145762
VILLAVERDE,2018-09-01,148300
SAN BLAS-CANILLEJAS,2018-09-01,158152
FUENCARRAL - EL PARDO,2018-09-01,246064
ARGANZUELA,2018-09-01,153643
LATINA,2018-09-01,237755
SALAMANCA,2018-09-01,145893
MORATALAZ,2018-09-01,94667
RETIRO,2018-09-01,119473
USERA,2018-09-01,139013
VICÁLVARO,2018-09-01,71741
CENTRO,2018-09-01,132501
CARABANCHEL,2018-09-01,252216
HORTALEZA,2018-09-01,187411
BARAJAS,2018-09-01,48796
CIUDAD LINEAL,2018-09-01,216199
VILLA DE VALLECAS,2018-09-01,109935
TETUÁN,2018-09-01,157318
CHAMBERÍ,2018-09-01,139252
MONCLOA - ARAVACA,2018-09-01,118937
RETIRO,2018-10-01,119600
FUENCARRAL - EL PARDO,2018-10-01,246357
HORTALEZA,2018-10-01,187885
PUENTE DE VALLECAS,2018-10-01,234482
ARGANZUELA,2018-10-01,153780
CHAMARTÍN,2018-10-01,145931
TETUÁN,2018-10-01,157652
SAN BLAS-CANILLEJAS,2018-10-01,158257
USERA,2018-10-01,139313
MONCLOA - ARAVACA,2018-10-01,119350
SALAMANCA,2018-10-01,146375
CIUDAD LINEAL,2018-10-01,216441
VILLA DE VALLECAS,2018-10-01,110088
CARABANCHEL,2018-10-01,252673
VICÁLVARO,2018-10-01,71885
MORATALAZ,2018-10-01,94755
VILLAVERDE,2018-10-01,148349
BARAJAS,2018-10-01,48885
CENTRO,2018-10-01,133461
CHAMBERÍ,2018-10-01,139563
LATINA,2018-10-01,238028
LATINA,2018-11-01,238626
MORATALAZ,2018-11-01,94854
USERA,2018-11-01,139760
TETUÁN,2018-11-01,158329
CHAMARTÍN,2018-11-01,146178
BARAJAS,2018-11-01,49071
VILLA DE VALLECAS,2018-11-01,110458
CIUDAD LINEAL,2018-11-01,216816
PUENTE DE VALLECAS,2018-11-01,235107
ARGANZUELA,2018-11-01,154204
CENTRO,2018-11-01,134742
HORTALEZA,2018-11-01,188526
SALAMANCA,2018-11-01,146720
MONCLOA - ARAVACA,2018-11-01,119690
FUENCARRAL - EL PARDO,2018-11-01,246697
CARABANCHEL,2018-11-01,253433
VICÁLVARO,2018-11-01,72112
CHAMBERÍ,2018-11-01,139920
SAN BLAS-CANILLEJAS,2018-11-01,158571
RETIRO,2018-11-01,119704
VILLAVERDE,2018-11-01,149004
VILLAVERDE,2018-12-01,149277
CHAMARTÍN,2018-12-01,146231
FUENCARRAL - EL PARDO,2018-12-01,246640
TETUÁN,2018-12-01,158494
CHAMBERÍ,2018-12-01,139914
BARAJAS,2018-12-01,49070
LATINA,2018-12-01,238901
VICÁLVARO,2018-12-01,72294
MORATALAZ,2018-12-01,94818
CARABANCHEL,2018-12-01,253797
VILLA DE VALLECAS,2018-12-01,110643
CIUDAD LINEAL,2018-12-01,216861
MONCLOA - ARAVACA,2018-12-01,119789
SAN BLAS-CANILLEJAS,2018-12-01,158602
USERA,2018-12-01,139909
CENTRO,2018-12-01,135314
HORTALEZA,2018-12-01,188694
PUENTE DE VALLECAS,2018-12-01,235418
RETIRO,2018-12-01,119687
SALAMANCA,2018-12-01,146578
ARGANZUELA,2018-12-01,154264
VICÁLVARO,2019-01-01,72588
CIUDAD LINEAL,2019-01-01,217060
MORATALAZ,2019-01-01,94900
BARAJAS,2019-01-01,49167
CENTRO,2019-01-01,135818
SAN BLAS-CANILLEJAS,2019-01-01,158637
VILLA DE VALLECAS,2019-01-01,110950
MONCLOA - ARAVACA,2019-01-01,119776
PUENTE DE VALLECAS,2019-01-01,235645
RETIRO,2019-01-01,119753
TETUÁN,2019-01-01,158367
LATINA,2019-01-01,238706
CHAMBERÍ,2019-01-01,139797
VILLAVERDE,2019-01-01,149478
FUENCARRAL - EL PARDO,2019-01-01,246822
SALAMANCA,2019-01-01,146483
HORTALEZA,2019-01-01,189068
CHAMARTÍN,2019-01-01,146317
CARABANCHEL,2019-01-01,253873
USERA,2019-01-01,139809
ARGANZUELA,2019-01-01,154376
BARAJAS,2019-02-01,49159
LATINA,2019-02-01,238827
USERA,2019-02-01,139913
PUENTE DE VALLECAS,2019-02-01,236005
VILLA DE VALLECAS,2019-02-01,111148
ARGANZUELA,2019-02-01,154398
CARABANCHEL,2019-02-01,254053
CENTRO,2019-02-01,136370
SALAMANCA,2019-02-01,146501
MORATALAZ,2019-02-01,94989
VICÁLVARO,2019-02-01,72672
MONCLOA - ARAVACA,2019-02-01,119768
RETIRO,2019-02-01,119795
VILLAVERDE,2019-02-01,149785
TETUÁN,2019-02-01,158273
CHAMBERÍ,2019-02-01,139720
FUENCARRAL - EL PARDO,2019-02-01,246821
HORTALEZA,2019-02-01,189186
CHAMARTÍN,2019-02-01,146366
CIUDAD LINEAL,2019-02-01,217057
SAN BLAS-CANILLEJAS,2019-02-01,158582
SALAMANCA,2019-03-01,146585
VILLA DE VALLECAS,2019-03-01,111366
CIUDAD LINEAL,2019-03-01,217149
VILLAVERDE,2019-03-01,150041
CARABANCHEL,2019-03-01,254475
MONCLOA - ARAVACA,2019-03-01,119869
USERA,2019-03-01,140176
ARGANZUELA,2019-03-01,154424
HORTALEZA,2019-03-01,189592
CHAMARTÍN,2019-03-01,146545
CHAMBERÍ,2019-03-01,139799
TETUÁN,2019-03-01,158488
RETIRO,2019-03-01,119859
CENTRO,2019-03-01,136689
MORATALAZ,2019-03-01,95013
BARAJAS,2019-03-01,49273
LATINA,2019-03-01,238959
PUENTE DE VALLECAS,2019-03-01,236324
SAN BLAS-CANILLEJAS,2019-03-01,158641
FUENCARRAL - EL PARDO,2019-03-01,247005
VICÁLVARO,2019-03-01,72839
BARAJAS,2019-04-01,49393
CARABANCHEL,2019-04-01,255226
PUENTE DE VALLECAS,2019-04-01,237017
RETIRO,2019-04-01,119926
USERA,2019-04-01,140710
FUENCARRAL - EL PARDO,2019-04-01,247413
VICÁLVARO,2019-04-01,72964
HORTALEZA,2019-04-01,190130
VILLA DE VALLECAS,2019-04-01,111649
CENTRO,2019-04-01,137136
CIUDAD LINEAL,2019-04-01,217642
ARGANZUELA,2019-04-01,154595
CHAMARTÍN,2019-04-01,146761
TETUÁN,2019-04-01,158956
MORATALAZ,2019-04-01,95177
LATINA,2019-04-01,239578
SALAMANCA,2019-04-01,146667
SAN BLAS-CANILLEJAS,2019-04-01,158959
MONCLOA - ARAVACA,2019-04-01,120025
CHAMBERÍ,2019-04-01,139861
VILLAVERDE,2019-04-01,150563
SALAMANCA,2019-05-01,146829
BARAJAS,2019-05-01,49526
HORTALEZA,2019-05-01,190667
RETIRO,2019-05-01,120098
MORATALAZ,2019-05-01,95288
CHAMBERÍ,2019-05-01,139971
CENTRO,2019-05-01,137860
SAN BLAS-CANILLEJAS,2019-05-01,159448
FUENCARRAL - EL PARDO,2019-05-01,247964
TETUÁN,2019-05-01,159267
CHAMARTÍN,2019-05-01,147061
VICÁLVARO,2019-05-01,73091
VILLA DE VALLECAS,2019-05-01,112104
LATINA,2019-05-01,240246
USERA,2019-05-01,141151
CIUDAD LINEAL,2019-05-01,218112
PUENTE DE VALLECAS,2019-05-01,237766
VILLAVERDE,2019-05-01,151279
ARGANZUELA,2019-05-01,154847
CARABANCHEL,2019-05-01,256206
MONCLOA - ARAVACA,2019-05-01,120234
CARABANCHEL,2019-06-01,257117
CIUDAD LINEAL,2019-06-01,218722
VILLAVERDE,2019-06-01,151859
VICÁLVARO,2019-06-01,73298
SAN BLAS-CANILLEJAS,2019-06-01,159960
HORTALEZA,2019-06-01,191331
FUENCARRAL - EL PARDO,2019-06-01,248584
BARAJAS,2019-06-01,49647
CHAMBERÍ,2019-06-01,140132
CENTRO,2019-06-01,138552
VILLA DE VALLECAS,2019-06-01,112730
USERA,2019-06-01,141646
ARGANZUELA,2019-06-01,155152
MONCLOA - ARAVACA,2019-06-01,120548
TETUÁN,2019-06-01,159852
MORATALAZ,2019-06-01,95537
PUENTE DE VALLECAS,2019-06-01,238572
LATINA,2019-06-01,240814
RETIRO,2019-06-01,120157
SALAMANCA,2019-06-01,147016
CHAMARTÍN,2019-06-01,147242
CHAMARTÍN,2019-07-01,147435
TETUÁN,2019-07-01,160421
FUENCARRAL - EL PARDO,2019-07-01,249159
PUENTE DE VALLECAS,2019-07-01,239258
USERA,2019-07-01,141944
CARABANCHEL,2019-07-01,257817
VILLAVERDE,2019-07-01,152315
SALAMANCA,2019-07-01,147273
VILLA DE VALLECAS,2019-07-01,113122
MONCLOA - ARAVACA,2019-07-01,120849
RETIRO,2019-07-01,120239
CHAMBERÍ,2019-07-01,140289
MORATALAZ,2019-07-01,95700
CENTRO,2019-07-01,139037
LATINA,2019-07-01,241165
CIUDAD LINEAL,2019-07-01,219160
BARAJAS,2019-07-01,49764
ARGANZUELA,2019-07-01,155377
VICÁLVARO,2019-07-01,73505
HORTALEZA,2019-07-01,192016
SAN BLAS-CANILLEJAS,2019-07-01,160382
USERA,2019-08-01,142481
CHAMBERÍ,2019-08-01,140510
VILLAVERDE,2019-08-01,152920
ARGANZUELA,2019-08-01,155644
HORTALEZA,2019-08-01,192547
CENTRO,2019-08-01,139577
CHAMARTÍN,2019-08-01,147654
TETUÁN,2019-08-01,160888
SALAMANCA,2019-08-01,147562
VILLA DE VALLECAS,2019-08-01,113480
FUENCARRAL - EL PARDO,2019-08-01,249411
RETIRO,2019-08-01,120465
PUENTE DE VALLECAS,2019-08-01,240079
CARABANCHEL,2019-08-01,258696
CIUDAD LINEAL,2019-08-01,219682
SAN BLAS-CANILLEJAS,2019-08-01,160878
VICÁLVARO,2019-08-01,73683
MONCLOA - ARAVACA,2019-08-01,121032
BARAJAS,2019-08-01,49855
MORATALAZ,2019-08-01,95825
LATINA,2019-08-01,241752
VILLA DE VALLECAS,2019-09-01,113687
CIUDAD LINEAL,2019-09-01,219383
CARABANCHEL,2019-09-01,258307
SALAMANCA,2019-09-01,147362
MONCLOA - ARAVACA,2019-09-01,121172
SAN BLAS-CANILLEJAS,2019-09-01,160904
MORATALAZ,2019-09-01,95761
VILLAVERDE,2019-09-01,152873
CHAMBERÍ,2019-09-01,140531
CHAMARTÍN,2019-09-01,147508
LATINA,2019-09-01,241458
BARAJAS,2019-09-01,49966
VICÁLVARO,2019-09-01,73800
HORTALEZA,2019-09-01,192884
CENTRO,2019-09-01,139044
RETIRO,2019-09-01,120437
FUENCARRAL - EL PARDO,2019-09-01,249520
USERA,2019-09-01,142146
TETUÁN,2019-09-01,160789
ARGANZUELA,2019-09-01,155429
PUENTE DE VALLECAS,2019-09-01,239607
FUENCARRAL - EL PARDO,2019-10-01,250082
CHAMBERÍ,2019-10-01,141128
VICÁLVARO,2019-10-01,74079
SAN BLAS-CANILLEJAS,2019-10-01,161304
MONCLOA - ARAVACA,2019-10-01,121742
CARABANCHEL,2019-10-01,259544
VILLAVERDE,2019-10-01,153712
RETIRO,2019-10-01,120668
CHAMARTÍN,2019-10-01,147816
BARAJAS,2019-10-01,50070
SALAMANCA,2019-10-01,148077
LATINA,2019-10-01,242054
MORATALAZ,2019-10-01,95831
HORTALEZA,2019-10-01,193389
TETUÁN,2019-10-01,161541
PUENTE DE VALLECAS,2019-10-01,240526
ARGANZUELA,2019-10-01,155852
CENTRO,2019-10-01,140293
CIUDAD LINEAL,2019-10-01,219761
USERA,2019-10-01,142555
VILLA DE VALLECAS,2019-10-01,114265
TETUÁN,2019-11-01,161909
LATINA,2019-11-01,242569
VICÁLVARO,2019-11-01,74172
SAN BLAS-CANILLEJAS,2019-11-01,161583
RETIRO,2019-11-01,120816
CENTRO,2019-11-01,140860
MORATALAZ,2019-11-01,95902
FUENCARRAL - EL PARDO,2019-11-01,250487
USERA,2019-11-01,143042
HORTALEZA,2019-11-01,193730
BARAJAS,2019-11-01,50142
CHAMARTÍN,2019-11-01,147966
VILLA DE VALLECAS,2019-11-01,114632
SALAMANCA,2019-11-01,148349
CARABANCHEL,2019-11-01,260418
ARGANZUELA,2019-11-01,156068
CHAMBERÍ,2019-11-01,141327
MONCLOA - ARAVACA,2019-11-01,122057
PUENTE DE VALLECAS,2019-11-01,241264
CIUDAD LINEAL,2019-11-01,220431
VILLAVERDE,2019-11-01,154292
SALAMANCA,2019-12-01,148405
MORATALAZ,2019-12-01,95907
VILLA DE VALLECAS,2019-12-01,114832
SAN BLAS-CANILLEJAS,2019-12-01,161672
MONCLOA - ARAVACA,2019-12-01,122164
CIUDAD LINEAL,2019-12-01,220598
RETIRO,2019-12-01,120873
VICÁLVARO,2019-12-01,74235
ARGANZUELA,2019-12-01,156176
USERA,2019-12-01,143365
PUENTE DE VALLECAS,2019-12-01,241666
VILLAVERDE,2019-12-01,154915
CHAMBERÍ,2019-12-01,141397
BARAJAS,2019-12-01,50158
CHAMARTÍN,2019-12-01,148039
CARABANCHEL,2019-12-01,261118
TETUÁN,2019-12-01,161991
LATINA,2019-12-01,242923
FUENCARRAL - EL PARDO,2019-12-01,250636
CENTRO,2019-12-01,140991
HORTALEZA,2019-12-01,193833
TETUÁN,2020-01-01,161946
CHAMARTÍN,2020-01-01,148137
SAN BLAS-CANILLEJAS,2020-01-01,161890
CIUDAD LINEAL,2020-01-01,220803
CHAMBERÍ,2020-01-01,141384
FUENCARRAL - EL PARDO,2020-01-01,250891
SALAMANCA,2020-01-01,148264
USERA,2020-01-01,143371
RETIRO,2020-01-01,120856
CENTRO,2020-01-01,140790
CARABANCHEL,2020-01-01,261480
PUENTE DE VALLECAS,2020-01-01,241965
BARAJAS,2020-01-01,50269
VICÁLVARO,2020-01-01,74419
HORTALEZA,2020-01-01,194203
MONCLOA - ARAVACA,2020-01-01,122214
LATINA,2020-01-01,243313
VILLAVERDE,2020-01-01,155208
MORATALAZ,2020-01-01,95728
VILLA DE VALLECAS,2020-01-01,115173
ARGANZUELA,2020-01-01,156232
MORATALAZ,2020-02-01,95788
VILLA DE VALLECAS,2020-02-01,115398
VICÁLVARO,2020-02-01,74553
ARGANZUELA,2020-02-01,156460
HORTALEZA,2020-02-01,194490
CIUDAD LINEAL,2020-02-01,220964
PUENTE DE VALLECAS,2020-02-01,242675
RETIRO,2020-02-01,120837
MONCLOA - ARAVACA,2020-02-01,122385
FUENCARRAL - EL PARDO,2020-02-01,251179
CHAMARTÍN,2020-02-01,148107
USERA,2020-02-01,143744
SALAMANCA,2020-02-01,148391
SAN BLAS-CANILLEJAS,2020-02-01,162242
CENTRO,2020-02-01,141170
CARABANCHEL,2020-02-01,262019
CHAMBERÍ,2020-02-01,141513
TETUÁN,2020-02-01,162295
LATINA,2020-02-01,243609
BARAJAS,2020-02-01,50295
VILLAVERDE,2020-02-01,155665
MONCLOA - ARAVACA,2020-03-01,122254
USERA,2020-03-01,143687
ARGANZUELA,2020-03-01,156417
MORATALAZ,2020-03-01,95768
LATINA,2020-03-01,243563
CHAMBERÍ,2020-03-01,141416
PUENTE DE VALLECAS,2020-03-01,242732
RETIRO,2020-03-01,120759
CHAMARTÍN,2020-03-01,148060
CIUDAD LINEAL,2020-03-01,220916
CARABANCHEL,2020-03-01,262007
CENTRO,2020-03-01,141118
TETUÁN,2020-03-01,162254
VILLA DE VALLECAS,2020-03-01,115375
SALAMANCA,2020-03-01,148305
VILLAVERDE,2020-03-01,155537
BARAJAS,2020-03-01,50286
VICÁLVARO,2020-03-01,74567
SAN BLAS-CANILLEJAS,2020-03-01,162083
HORTALEZA,2020-03-01,194498
FUENCARRAL - EL PARDO,2020-03-01,251116
TETUÁN,2020-04-01,162057
CHAMARTÍN,2020-04-01,147957
ARGANZUELA,2020-04-01,156309
VILLAVERDE,2020-04-01,155389
RETIRO,2020-04-01,120589
CHAMBERÍ,2020-04-01,141254
PUENTE DE VALLECAS,2020-04-01,242406
CENTRO,2020-04-01,140960
HORTALEZA,2020-04-01,194514
CARABANCHEL,2020-04-01,261610
USERA,2020-04-01,143490
MORATALAZ,2020-04-01,95592
BARAJAS,2020-04-01,50287
LATINA,2020-04-01,243214
FUENCARRAL - EL PARDO,2020-04-01,251063
VILLA DE VALLECAS,2020-04-01,115366
MONCLOA - ARAVACA,2020-04-01,122083
SALAMANCA,2020-04-01,148125
SAN BLAS-CANILLEJAS,2020-04-01,161915
VICÁLVARO,2020-04-01,74539
CIUDAD LINEAL,2020-04-01,220727
CHAMBERÍ,2020-05-01,141257
CENTRO,2020-05-01,141160
VILLAVERDE,2020-05-01,155556
USERA,2020-05-01,143644
BARAJAS,2020-05-01,50345
CIUDAD LINEAL,2020-05-01,220849
HORTALEZA,2020-05-01,194857
PUENTE DE VALLECAS,2020-05-01,242706
SALAMANCA,2020-05-01,148159
MONCLOA - ARAVACA,2020-05-01,122217
MORATALAZ,2020-05-01,95664
VICÁLVARO,2020-05-01,74636
FUENCARRAL - EL PARDO,2020-05-01,251382
ARGANZUELA,2020-05-01,156494
SAN BLAS-CANILLEJAS,2020-05-01,162058
RETIRO,2020-05-01,120669
VILLA DE VALLECAS,2020-05-01,115580
LATINA,2020-05-01,243397
CHAMARTÍN,2020-05-01,148043
CARABANCHEL,2020-05-01,261859
TETUÁN,2020-05-01,162204
TETUÁN,2020-06-01,161233
ARGANZUELA,2020-06-01,156010
LATINA,2020-06-01,242447
FUENCARRAL - EL PARDO,2020-06-01,250655
HORTALEZA,2020-06-01,194529
CARABANCHEL,2020-06-01,260801
VICÁLVARO,2020-06-01,74577
CHAMBERÍ,2020-06-01,140516
SAN BLAS-CANILLEJAS,2020-06-01,161696
VILLA DE VALLECAS,2020-06-01,115495
MONCLOA - ARAVACA,2020-06-01,121880
MORATALAZ,2020-06-01,95375
USERA,2020-06-01,143141
PUENTE DE VALLECAS,2020-06-01,241901
BARAJAS,2020-06-01,50320
CENTRO,2020-06-01,140360
CHAMARTÍN,2020-06-01,147483
SALAMANCA,2020-06-01,147349
RETIRO,2020-06-01,120238
VILLAVERDE,2020-06-01,155149
CIUDAD LINEAL,2020-06-01,220118
SALAMANCA,2020-07-01,147047
VILLA DE VALLECAS,2020-07-01,115229
CHAMARTÍN,2020-07-01,147291
LATINA,2020-07-01,242262
CENTRO,2020-07-01,140586
TETUÁN,2020-07-01,161169
ARGANZUELA,2020-07-01,155649
MORATALAZ,2020-07-01,95108
CIUDAD LINEAL,2020-07-01,219692
BARAJAS,2020-07-01,50237
CHAMBERÍ,2020-07-01,140262
RETIRO,2020-07-01,119970
MONCLOA - ARAVACA,2020-07-01,121630
VICÁLVARO,2020-07-01,74575
FUENCARRAL - EL PARDO,2020-07-01,250067
VILLAVERDE,2020-07-01,155277
SAN BLAS-CANILLEJAS,2020-07-01,161443
USERA,2020-07-01,143207
HORTALEZA,2020-07-01,194269
PUENTE DE VALLECAS,2020-07-01,241445
CARABANCHEL,2020-07-01,260777
HORTALEZA,2020-08-01,194231
ARGANZUELA,2020-08-01,155509
VILLA DE VALLECAS,2020-08-01,115288
FUENCARRAL - EL PARDO,2020-08-01,249875
MONCLOA - ARAVACA,2020-08-01,121487
BARAJAS,2020-08-01,50244
TETUÁN,2020-08-01,161278
VICÁLVARO,2020-08-01,74831
CHAMBERÍ,2020-08-01,140072
SAN BLAS-CANILLEJAS,2020-08-01,161320
MORATALAZ,2020-08-01,94985
VILLAVERDE,2020-08-01,155459
CENTRO,2020-08-01,140801
SALAMANCA,2020-08-01,146946
CHAMARTÍN,2020-08-01,147187
PUENTE DE VALLECAS,2020-08-01,241434
USERA,2020-08-01,143403
CARABANCHEL,2020-08-01,260830
LATINA,2020-08-01,242228
CIUDAD LINEAL,2020-08-01,219446
RETIRO,2020-08-01,119818
MONCLOA - ARAVACA,2020-09-01,121439
BARAJAS,2020-09-01,50228
VILLA DE VALLECAS,2020-09-01,115275
PUENTE DE VALLECAS,2020-09-01,240745
MORATALAZ,2020-09-01,94785
CHAMARTÍN,2020-09-01,146892
RETIRO,2020-09-01,119643
VICÁLVARO,2020-09-01,74971
SALAMANCA,2020-09-01,146626
LATINA,2020-09-01,241715
VILLAVERDE,2020-09-01,155390
CARABANCHEL,2020-09-01,260247
USERA,2020-09-01,143118
CENTRO,2020-09-01,140645
SAN BLAS-CANILLEJAS,2020-09-01,161233
CHAMBERÍ,2020-09-01,139930
TETUÁN,2020-09-01,160886
FUENCARRAL - EL PARDO,2020-09-01,249435
ARGANZUELA,2020-09-01,155498
CIUDAD LINEAL,2020-09-01,218960
HORTALEZA,2020-09-01,194140
ARGANZUELA,2020-10-01,155544
SALAMANCA,2020-10-01,146820
FUENCARRAL - EL PARDO,2020-10-01,249429
VICÁLVARO,2020-10-01,75299
SAN BLAS-CANILLEJAS,2020-10-01,161212
CARABANCHEL,2020-10-01,260436
MORATALAZ,2020-10-01,94696
TETUÁN,2020-10-01,160964
PUENTE DE VALLECAS,2020-10-01,240625
BARAJAS,2020-10-01,50324
RETIRO,2020-10-01,119634
HORTALEZA,2020-10-01,194030
USERA,2020-10-01,143289
CENTRO,2020-10-01,141534
CHAMBERÍ,2020-10-01,140018
CIUDAD LINEAL,2020-10-01,218730
VILLAVERDE,2020-10-01,155591
MONCLOA - ARAVACA,2020-10-01,121588
VILLA DE VALLECAS,2020-10-01,115387
LATINA,2020-10-01,241821
CHAMARTÍN,2020-10-01,146980
VILLA DE VALLECAS,2020-11-01,115299
LATINA,2020-11-01,241648
CHAMBERÍ,2020-11-01,139672
ARGANZUELA,2020-11-01,155287
CENTRO,2020-11-01,141943
RETIRO,2020-11-01,119284
BARAJAS,2020-11-01,50285
FUENCARRAL - EL PARDO,2020-11-01,248971
CIUDAD LINEAL,2020-11-01,218145
CHAMARTÍN,2020-11-01,146579
USERA,2020-11-01,143302
VILLAVERDE,2020-11-01,155578
SAN BLAS-CANILLEJAS,2020-11-01,161106
SALAMANCA,2020-11-01,146779
CARABANCHEL,2020-11-01,260148
MORATALAZ,2020-11-01,94462
MONCLOA - ARAVACA,2020-11-01,121518
HORTALEZA,2020-11-01,194125
VICÁLVARO,2020-11-01,75648
PUENTE DE VALLECAS,2020-11-01,240448
TETUÁN,2020-11-01,160823
CHAMBERÍ,2020-12-01,139391
CARABANCHEL,2020-12-01,259760
MORATALAZ,2020-12-01,94203
CENTRO,2020-12-01,142033
FUENCARRAL - EL PARDO,2020-12-01,248707
HORTALEZA,2020-12-01,193927
BARAJAS,2020-12-01,50271
SAN BLAS-CANILLEJAS,2020-12-01,160959
CIUDAD LINEAL,2020-12-01,217821
LATINA,2020-12-01,241375
RETIRO,2020-12-01,119092
PUENTE DE VALLECAS,2020-12-01,240075
ARGANZUELA,2020-12-01,154996
VICÁLVARO,2020-12-01,75734
VILLA DE VALLECAS,2020-12-01,115185
USERA,2020-12-01,143093
CHAMARTÍN,2020-12-01,146351
SALAMANCA,2020-12-01,146667
TETUÁN,2020-12-01,160621
VILLAVERDE,2020-12-01,155451
MONCLOA - ARAVACA,2020-12-01,121407
SAN BLAS-CANILLEJAS,2021-01-01,160738
VILLAVERDE,2021-01-01,155313
CHAMARTÍN,2021-01-01,146230
CHAMBERÍ,2021-01-01,139167
LATINA,2021-01-01,241013
MONCLOA - ARAVACA,2021-01-01,121339
ARGANZUELA,2021-01-01,154809
VILLA DE VALLECAS,2021-01-01,115062
HORTALEZA,2021-01-01,193789
CIUDAD LINEAL,2021-01-01,217622
BARAJAS,2021-01-01,50266
RETIRO,2021-01-01,119006
PUENTE DE VALLECAS,2021-01-01,239736
SALAMANCA,2021-01-01,146698
USERA,2021-01-01,142955
MORATALAZ,2021-01-01,94113
FUENCARRAL - EL PARDO,2021-01-01,248384
CENTRO,2021-01-01,142099
CARABANCHEL,2021-01-01,259535
VICÁLVARO,2021-01-01,75783
TETUÁN,2021-01-01,160390
CENTRO,2021-02-01,140659
CIUDAD LINEAL,2021-02-01,216123
BARAJAS,2021-02-01,50065
CHAMBERÍ,2021-02-01,137996
HORTALEZA,2021-02-01,192945
VILLAVERDE,2021-02-01,154141
MONCLOA - ARAVACA,2021-02-01,120714
RETIRO,2021-02-01,118387
PUENTE DE VALLECAS,2021-02-01,237967
VICÁLVARO,2021-02-01,75821
FUENCARRAL - EL PARDO,2021-02-01,247161
CARABANCHEL,2021-02-01,257390
SAN BLAS-CANILLEJAS,2021-02-01,160059
CHAMARTÍN,2021-02-01,145400
USERA,2021-02-01,141625
VILLA DE VALLECAS,2021-02-01,114685
TETUÁN,2021-02-01,158781
ARGANZUELA,2021-02-01,153974
LATINA,2021-02-01,239076
SALAMANCA,2021-02-01,145316
MORATALAZ,2021-02-01,93606
BARAJAS,2021-03-01,50101
MONCLOA - ARAVACA,2021-03-01,120895
TETUÁN,2021-03-01,159006
USERA,2021-03-01,141915
RETIRO,2021-03-01,118370
CENTRO,2021-03-01,141399
SAN BLAS-CANILLEJAS,2021-03-01,160148
HORTALEZA,2021-03-01,193263
PUENTE DE VALLECAS,2021-03-01,238227
CARABANCHEL,2021-03-01,257859
SALAMANCA,2021-03-01,145603
VILLAVERDE,2021-03-01,154504
LATINA,2021-03-01,239403
VILLA DE VALLECAS,2021-03-01,114705
FUENCARRAL - EL PARDO,2021-03-01,247434
MORATALAZ,2021-03-01,93590
ARGANZUELA,2021-03-01,153974
CHAMARTÍN,2021-03-01,145619
VICÁLVARO,2021-03-01,76186
CIUDAD LINEAL,2021-03-01,216385
CHAMBERÍ,2021-03-01,138095
TETUÁN,2021-04-01,158768
ARGANZUELA,2021-04-01,153871
VICÁLVARO,2021-04-01,76623
PUENTE DE VALLECAS,2021-04-01,238077
RETIRO,2021-04-01,118278
SAN BLAS-CANILLEJAS,2021-04-01,160281
FUENCARRAL - EL PARDO,2021-04-01,247501
MONCLOA - ARAVACA,2021-04-01,120837
VILLAVERDE,2021-04-01,154547
VILLA DE VALLECAS,2021-04-01,114815
LATINA,2021-04-01,239242
CARABANCHEL,2021-04-01,257507
BARAJAS,2021-04-01,50137
MORATALAZ,2021-04-01,93456
HORTALEZA,2021-04-01,193486
SALAMANCA,2021-04-01,145510
CHAMBERÍ,2021-04-01,137872
USERA,2021-04-01,141854
CENTRO,2021-04-01,141320
CHAMARTÍN,2021-04-01,145440
CIUDAD LINEAL,2021-04-01,216206
VICÁLVARO,2021-05-01,76886
ARGANZUELA,2021-05-01,153649
MORATALAZ,2021-05-01,93303
LATINA,2021-05-01,238671
CHAMARTÍN,2021-05-01,145181
FUENCARRAL - EL PARDO,2021-05-01,247166
CHAMBERÍ,2021-05-01,137622
PUENTE DE VALLECAS,2021-05-01,237262
BARAJAS,2021-05-01,50093
CENTRO,2021-05-01,141001
HORTALEZA,2021-05-01,193313
TETUÁN,2021-05-01,158331
SALAMANCA,2021-05-01,145241
USERA,2021-05-01,141538
SAN BLAS-CANILLEJAS,2021-05-01,160045
CARABANCHEL,2021-05-01,256840
MONCLOA - ARAVACA,2021-05-01,120743
VILLA DE VALLECAS,2021-05-01,114618
VILLAVERDE,2021-05-01,154263
CIUDAD LINEAL,2021-05-01,215615
RETIRO,2021-05-01,118036
VILLAVERDE,2021-06-01,154515
BARAJAS,2021-06-01,50185
TETUÁN,2021-06-01,158574
CENTRO,2021-06-01,141323
CARABANCHEL,2021-06-01,257350
USERA,2021-06-01,141689
ARGANZUELA,2021-06-01,153851
VILLA DE VALLECAS,2021-06-01,114839
VICÁLVARO,2021-06-01,77426
CHAMARTÍN,2021-06-01,145251
SAN BLAS-CANILLEJAS,2021-06-01,160032
MONCLOA - ARAVACA,2021-06-01,121032
MORATALAZ,2021-06-01,93232
LATINA,2021-06-01,238949
HORTALEZA,2021-06-01,193695
CIUDAD LINEAL,2021-06-01,215790
CHAMBERÍ,2021-06-01,137721
PUENTE DE VALLECAS,2021-06-01,237440
