Fecha;Lugar;Precio_m2;Variacion_mensual;Variacion_trimestral;Variacion anual
nov-23;Tetu‡n;18;1;4,1;10,6
oct-23;Tetu‡n;17,8;2,1;3,5;10,2
sept-23;Tetu‡n;17,5;0,9;0,7;8
ago-23;Tetu‡n;17,3;0,5;0;8,5
jul-23;Tetu‡n;17,2;-0,7;0,5;9,2
jun-23;Tetu‡n;17,3;0,2;2,5;11,4
may-23;Tetu‡n;17,3;1;2,4;12,4
abr-23;Tetu‡n;17,1;1,3;1,8;11,4
mar-23;Tetu‡n;16,9;0,1;2,4;10,5
feb-23;Tetu‡n;16,9;0,4;3,7;11
ene-23;Tetu‡n;16,8;1,9;4;11,4
dic-22;Tetu‡n;16,5;1,4;2,1;10
nov-22;Tetu‡n;16,3;0,7;2,2;10,4
oct-22;Tetu‡n;16,2;0,1;2,6;10,3
sept-22;Tetu‡n;16,2;1,4;3,8;11,1
ago-22;Tetu‡n;15,9;1,1;3,5;10,9
jul-22;Tetu‡n;15,8;1,3;2,5;10,8
jun-22;Tetu‡n;15,6;1,1;1,7;9,6
may-22;Tetu‡n;15,4;0,1;1,2;8,1
abr-22;Tetu‡n;15,4;0,5;1,8;8,4
mar-22;Tetu‡n;15,3;0,6;2;6,9
feb-22;Tetu‡n;15,2;0,7;3,1;6,5
ene-22;Tetu‡n;15,1;0,7;3;4,7
dic-21;Tetu‡n;15;1,7;3,2;2,3
nov-21;Tetu‡n;14,7;0,6;2,7;-1,7
oct-21;Tetu‡n;14,7;0,9;3,1;-4,2
sept-21;Tetu‡n;14,5;1,2;2,4;-7,3
ago-21;Tetu‡n;14,4;0,9;0,9;-9,6
jul-21;Tetu‡n;14,2;0,2;0,3;-11
jun-21;Tetu‡n;14,2;-0,2;-0,8;-12,2
may-21;Tetu‡n;14,2;0,3;-0,4;-13,1
abr-21;Tetu‡n;14,2;-0,9;-1,6;-12,6
mar-21;Tetu‡n;14,3;0,2;-2,4;-10,5
feb-21;Tetu‡n;14,3;-0,9;-4,8;-9,7
ene-21;Tetu‡n;14,4;-1,6;-5,8;-8,8
dic-20;Tetu‡n;14,7;-2,3;-6,6;-7,9
nov-20;Tetu‡n;15;-2;-5,6;-5,6
oct-20;Tetu‡n;15,3;-2,4;-4,3;-3
sept-20;Tetu‡n;15,7;-1,3;-3;-0,6
ago-20;Tetu‡n;15,9;-0,6;-2,9;1,8
jul-20;Tetu‡n;16;-1,1;-1,4;2,6
jun-20;Tetu‡n;16,2;-1,2;1,2;2,8
may-20;Tetu‡n;16,4;0,9;3,6;4,2
abr-20;Tetu‡n;16,2;1,5;2,6;4,2
mar-20;Tetu‡n;16;1,1;0,4;3,9
feb-20;Tetu‡n;15,8;0;-0,6;3,4
ene-20;Tetu‡n;15,8;-0,7;0,2;3,1
dic-19;Tetu‡n;15,9;0,1;0,8;5,3
nov-19;Tetu‡n;15,9;0,7;1,8;5
oct-19;Tetu‡n;15,8;0;1,3;5,2
sept-19;Tetu‡n;15,8;1,1;0,3;5,3
ago-19;Tetu‡n;15,6;0,2;-0,6;4,2
jul-19;Tetu‡n;15,6;-0,9;0,1;4
jun-19;Tetu‡n;15,7;0,1;2,3;4,9
may-19;Tetu‡n;15,7;0,9;2,7;4,8
abr-19;Tetu‡n;15,6;1,2;1,5;3,8
mar-19;Tetu‡n;15,4;0,6;1,8;2,7
feb-19;Tetu‡n;15,3;-0,3;1;2,1
ene-19;Tetu‡n;15,3;1,5;2,3;2,4
dic-18;Tetu‡n;15,1;-0,2;0,8;3,5
nov-18;Tetu‡n;15,1;0,9;1;4,9
oct-18;Tetu‡n;15;0,1;0,1;5,3
sept-18;Tetu‡n;15;0;0;6,1
ago-18;Tetu‡n;15;0;0;8
jul-18;Tetu‡n;15;0;0;8
jun-18;Tetu‡n;15;0;0;8,7
may-18;Tetu‡n;15;0;0,1;8,4
abr-18;Tetu‡n;15;0;0,1;9,1
mar-18;Tetu‡n;15;0,1;2,6;9,1
feb-18;Tetu‡n;15;0;3,8;10,3
ene-18;Tetu‡n;15;2,6;5,1;12,4
dic-17;Tetu‡n;14,6;1,2;3,3;9,6
nov-17;Tetu‡n;14,4;1,3;4;11,7
oct-17;Tetu‡n;14,3;0,8;2,7;10,5
sept-17;Tetu‡n;14,1;1,8;2,5;11,3
ago-17;Tetu‡n;13,9;0;0,4;11,2
jul-17;Tetu‡n;13,9;0,7;1;10,9
jun-17;Tetu‡n;13,8;-0,3;0,3;9,9
may-17;Tetu‡n;13,8;0,7;1,9;10,3
abr-17;Tetu‡n;13,7;0;3;11,3
mar-17;Tetu‡n;13,7;1,3;3,2;12,5
feb-17;Tetu‡n;13,6;1,8;5,1;10,8
ene-17;Tetu‡n;13,3;0,1;3,4;9,3
dic-16;Tetu‡n;13,3;3,1;4,9;9,7
nov-16;Tetu‡n;12,9;0,2;3,4;8,8
oct-16;Tetu‡n;12,9;1,6;3;8,9
sept-16;Tetu‡n;12,7;1,7;1,2;8,5
ago-16;Tetu‡n;12,5;-0,2;-0,4;6,7
jul-16;Tetu‡n;12,5;-0,2;1,4;7,4
jun-16;Tetu‡n;12,5;0,1;2,6;8
may-16;Tetu‡n;12,5;1,5;2,4;8,6
abr-16;Tetu‡n;12,3;1;1,2;7,3
mar-16;Tetu‡n;12,2;-0,2;0,6;6,3
feb-16;Tetu‡n;12,2;0,4;3,1;7,8
ene-16;Tetu‡n;12,2;0,5;3;7,4
dic-15;Tetu‡n;12,1;2,3;3,8;6,4
nov-15;Tetu‡n;11,9;0,3;1,5;4,2
oct-15;Tetu‡n;11,8;1,2;1,6;4,4
sept-15;Tetu‡n;11,7;0;0,7;2,9
ago-15;Tetu‡n;11,7;0,4;1,4;3,5
jul-15;Tetu‡n;11,7;0,3;1,3;3,6
jun-15;Tetu‡n;11,6;0,7;1,1;3,4
may-15;Tetu‡n;11,5;0,2;1,6;2,8
abr-15;Tetu‡n;11,5;0,2;1,3;2,4
mar-15;Tetu‡n;11,5;1,2;0,6;3,5
feb-15;Tetu‡n;11,4;0;-0,4;2,1
ene-15;Tetu‡n;11,4;-0,5;0,1;0,9
dic-14;Tetu‡n;11,4;0,2;0,4;1,9
nov-14;Tetu‡n;11,4;0,5;0,9;1,1
oct-14;Tetu‡n;11,3;-0,2;0,9;0,6
sept-14;Tetu‡n;11,4;0,6;1,2;0,5
ago-14;Tetu‡n;11,3;0,5;0,7;-0,2
jul-14;Tetu‡n;11,2;0,1;0;-2,2
jun-14;Tetu‡n;11,2;0,2;1,2;-2,3
may-14;Tetu‡n;11,2;-0,2;0,9;-2,1
abr-14;Tetu‡n;11,2;1,2;-0,1;-2,2
mar-14;Tetu‡n;11,1;-0,1;-0,9;-4,2
feb-14;Tetu‡n;11,1;-1,1;-1,4;-4,2
ene-14;Tetu‡n;11,2;0,4;-0,2;-3,8
dic-13;Tetu‡n;11,2;-0,6;-1;-4,9
nov-13;Tetu‡n;11,3;0;-0,4;-5
oct-13;Tetu‡n;11,3;-0,4;-2;-6
sept-13;Tetu‡n;11,3;0;-1,6;-5,6
ago-13;Tetu‡n;11,3;-1,6;-1,3;-6,8
jul-13;Tetu‡n;11,5;0;0,1;-5,6
jun-13;Tetu‡n;11,5;0,4;-0,8;-6,1
may-13;Tetu‡n;11,5;-0,3;-1,2;-6,6
abr-13;Tetu‡n;11,5;-0,9;-1,7;-6
mar-13;Tetu‡n;11,6;-0,1;-1,6;-5,4
feb-13;Tetu‡n;11,6;-0,7;-2,2;-5,3
ene-13;Tetu‡n;11,7;-0,7;-2,5;-4,7
dic-12;Tetu‡n;11,8;-0,8;-1,8;-4,5
nov-12;Tetu‡n;11,9;-1;-2,2;-5
oct-12;Tetu‡n;12;0;-1,6;-4
sept-12;Tetu‡n;12;-1,2;-2,1;-4
ago-12;Tetu‡n;12,1;-0,4;-1,1;-2,9
jul-12;Tetu‡n;12,2;-0,5;-0,3;-2,5
jun-12;Tetu‡n;12,2;-0,2;0;-1,1
may-12;Tetu‡n;12,3;0,4;0,1;-1,9
abr-12;Tetu‡n;12,2;-0,2;-0,4;-2,3
mar-12;Tetu‡n;12,2;-0,1;-0,7;-3,2
feb-12;Tetu‡n;12,3;-0,1;-1,9;-3,2
ene-12;Tetu‡n;12,3;-0,5;-1,8;-3,7
dic-11;Tetu‡n;12,3;-1,3;-1,3;-5,6
nov-11;Tetu‡n;12,5;0;0;-4,7
oct-11;Tetu‡n;12,5;0;0;-3
sept-11;Tetu‡n;12,5;0;0,9;-3,8
ago-11;Tetu‡n;12,5;0;-0,1;-3,8
jul-11;Tetu‡n;12,5;0,9;-0,1;-2
jun-11;Tetu‡n;12,4;-1;-2,1;-5,1
may-11;Tetu‡n;12,5;0;-1,2;-6
abr-11;Tetu‡n;12,5;-1,1;-1,8;-8,9
mar-11;Tetu‡n;12,7;-0,1;-3,1;-9,5
feb-11;Tetu‡n;12,7;-0,6;-3,4;-7,8
ene-11;Tetu‡n;12,7;-2,4;-1,1;-7,4
dic-10;Tetu‡n;13,1;-0,4;0,5;-7,3
nov-10;Tetu‡n;13,1;1,8;0,9;-7
oct-10;Tetu‡n;12,9;-0,8;1;-6,3
sept-10;Tetu‡n;13;0;-0,4;-3
ago-10;Tetu‡n;13;1,8;-2,4;-3,4
jul-10;Tetu‡n;12,8;-2,2;-7,1;-10,1
jun-10;Tetu‡n;13;-1,9;-6,7;-9,3
may-10;Tetu‡n;13,3;-3,1;-3,1;-8,8
abr-10;Tetu‡n;13,7;-1,8;-0,2;NA
mar-10;Tetu‡n;14;1,8;-0,8;NA
feb-10;Tetu‡n;13,7;-0,2;-2,6;NA
ene-10;Tetu‡n;13,8;-2,4;0;NA
dic-09;Tetu‡n;14,1;0;5,2;NA
nov-09;Tetu‡n;14,1;2,5;4,9;NA
oct-09;Tetu‡n;13,8;2,7;-3,1;NA
sept-09;Tetu‡n;13,4;-0,4;-6,9;NA
ago-09;Tetu‡n;13,4;-5,3;-7,8;NA
jul-09;Tetu‡n;14,2;-1,4;NA;NA
jun-09;Tetu‡n;14,4;-1,3;NA;NA
may-09;Tetu‡n;14,6;NA;NA;NA
abr-09;Tetu‡n;NA;NA;NA;NA
mar-09;Tetu‡n;NA;NA;NA;NA
feb-09;Tetu‡n;NA;NA;NA;NA
ene-09;Tetu‡n;NA;NA;NA;NA
dic-08;Tetu‡n;NA;NA;NA;NA
nov-08;Tetu‡n;NA;NA;NA;NA
oct-08;Tetu‡n;NA;NA;NA;NA
sept-08;Tetu‡n;NA;NA;NA;NA
ago-08;Tetu‡n;NA;NA;NA;NA
jul-08;Tetu‡n;NA;NA;NA;NA
jun-08;Tetu‡n;NA;NA;NA;NA
may-08;Tetu‡n;NA;NA;NA;NA
abr-08;Tetu‡n;NA;NA;NA;NA
mar-08;Tetu‡n;NA;NA;NA;NA
feb-08;Tetu‡n;NA;NA;NA;NA
ene-08;Tetu‡n;NA;NA;NA;NA
dic-07;Tetu‡n;NA;NA;NA;NA
nov-07;Tetu‡n;NA;NA;NA;NA
oct-07;Tetu‡n;NA;NA;NA;NA
sept-07;Tetu‡n;NA;NA;NA;NA
ago-07;Tetu‡n;NA;NA;NA;NA
jul-07;Tetu‡n;NA;NA;NA;NA
jun-07;Tetu‡n;NA;NA;NA;NA
may-07;Tetu‡n;NA;NA;NA;NA
abr-07;Tetu‡n;NA;NA;NA;NA
mar-07;Tetu‡n;NA;NA;NA;NA
feb-07;Tetu‡n;NA;NA;NA;NA
ene-07;Tetu‡n;NA;NA;NA;NA
dic-06;Tetu‡n;NA;NA;NA;NA
nov-06;Tetu‡n;NA;NA;NA;NA
oct-06;Tetu‡n;NA;NA;NA;NA
sept-06;Tetu‡n;NA;NA;NA;NA
ago-06;Tetu‡n;NA;NA;NA;NA
jul-06;Tetu‡n;NA;NA;NA;NA
jun-06;Tetu‡n;NA;NA;NA;NA
may-06;Tetu‡n;NA;NA;NA;NA
abr-06;Tetu‡n;NA;NA;NA;NA
mar-06;Tetu‡n;NA;NA;NA;NA
feb-06;Tetu‡n;NA;NA;NA;NA
ene-06;Tetu‡n;NA;NA;NA;NA
abr-24;Vic‡lvaro;13,1;-1,1;2,2;15,1
mar-24;Vic‡lvaro;13,2;2,8;5,1;17,9
feb-24;Vic‡lvaro;12,9;0,5;5,3;14,3
ene-24;Vic‡lvaro;12,8;1,7;6,6;12,7
dic-23;Vic‡lvaro;12,6;3,1;2,1;12,3
nov-23;Vic‡lvaro;12,2;1,8;2,3;8
oct-23;Vic‡lvaro;12;-2,7;3,9;6,7
sept-23;Vic‡lvaro;12,3;3,3;8;10,8
ago-23;Vic‡lvaro;11,9;3,4;5;8,4
jul-23;Vic‡lvaro;11,5;1,1;1,6;5,1
jun-23;Vic‡lvaro;11,4;0,4;1,8;4
may-23;Vic‡lvaro;11,4;0,1;1,1;5,8
abr-23;Vic‡lvaro;11,4;1,3;0;6,9
mar-23;Vic‡lvaro;11,2;-0,3;0,1;6,7
feb-23;Vic‡lvaro;11,3;-0,9;-0,5;7,9
ene-23;Vic‡lvaro;11,4;1,3;1;8,8
dic-22;Vic‡lvaro;11,2;-0,9;0,7;8,6
nov-22;Vic‡lvaro;11,3;0,6;2,7;9,4
oct-22;Vic‡lvaro;11,2;1,1;2,4;8,1
sept-22;Vic‡lvaro;11,1;1;1,4;7
ago-22;Vic‡lvaro;11;0,3;2,4;7,1
jul-22;Vic‡lvaro;11;0,1;3,4;9,9
jun-22;Vic‡lvaro;11;2,1;4,4;8,3
may-22;Vic‡lvaro;10,8;1,2;3,1;4,9
abr-22;Vic‡lvaro;10,6;1,1;1,8;4,5
mar-22;Vic‡lvaro;10,5;0,7;1,8;3,6
feb-22;Vic‡lvaro;10,4;0;0,9;1,9
ene-22;Vic‡lvaro;10,4;1,1;0,3;2,2
dic-21;Vic‡lvaro;10,3;-0,1;-0,7;0,7
nov-21;Vic‡lvaro;10,3;-0,6;0,5;1,4
oct-21;Vic‡lvaro;10,4;0,1;4,1;2
sept-21;Vic‡lvaro;10,4;1,1;2,6;-0,4
ago-21;Vic‡lvaro;10,3;2,9;0,4;-0,9
jul-21;Vic‡lvaro;10;-1,3;-1,7;-5,7
jun-21;Vic‡lvaro;10,1;-1,1;-0,1;-7,2
may-21;Vic‡lvaro;10,2;0,8;0,1;-5,2
abr-21;Vic‡lvaro;10,2;0,3;-0,4;-7,4
mar-21;Vic‡lvaro;10,1;-1;-1;-8,4
feb-21;Vic‡lvaro;10,2;0,3;0,4;-5,5
ene-21;Vic‡lvaro;10,2;-0,4;0,1;-6,1
dic-20;Vic‡lvaro;10,2;0,5;-1,8;-4,7
nov-20;Vic‡lvaro;10,2;0;-1,8;-5,3
oct-20;Vic‡lvaro;10,2;-2,2;-3,7;-5,5
sept-20;Vic‡lvaro;10,4;0,5;-4,4;-3,4
ago-20;Vic‡lvaro;10,4;-2;-4;-3,5
jul-20;Vic‡lvaro;10,6;-2,9;-3,5;-2,3
jun-20;Vic‡lvaro;10,9;0,9;-1,4;0,5
may-20;Vic‡lvaro;10,8;-1,6;-0,2;2,5
abr-20;Vic‡lvaro;11;-0,7;1;2,8
mar-20;Vic‡lvaro;11,1;2,2;2,9;6,3
feb-20;Vic‡lvaro;10,8;-0,4;0,6;5,2
ene-20;Vic‡lvaro;10,9;1,1;0,7;8,8
dic-19;Vic‡lvaro;10,8;-0,2;-0,4;7
nov-19;Vic‡lvaro;10,8;-0,2;0,1;6,1
oct-19;Vic‡lvaro;10,8;0;-0,4;7,4
sept-19;Vic‡lvaro;10,8;0,4;-0,5;7,7
ago-19;Vic‡lvaro;10,8;-0,8;1,9;7
jul-19;Vic‡lvaro;10,8;-0,1;1,5;10,9
jun-19;Vic‡lvaro;10,9;2,9;4,2;11,9
may-19;Vic‡lvaro;10,6;-1,2;2,5;10,7
abr-19;Vic‡lvaro;10,7;2,6;6,9;12,9
mar-19;Vic‡lvaro;10,4;1,2;3,6;9,3
feb-19;Vic‡lvaro;10,3;2,9;1,4;10,5
ene-19;Vic‡lvaro;10;-0,5;-0,5;3,8
dic-18;Vic‡lvaro;10,1;-1;0,2;4,9
nov-18;Vic‡lvaro;10,2;1;1;7
oct-18;Vic‡lvaro;10,1;0,2;2,8;3,8
sept-18;Vic‡lvaro;10;-0,3;3,3;5
ago-18;Vic‡lvaro;10,1;2,8;5,5;6,8
jul-18;Vic‡lvaro;9,8;0,8;3,4;4,1
jun-18;Vic‡lvaro;9,7;1,8;1,8;7,8
may-18;Vic‡lvaro;9,5;0,8;2,3;2,6
abr-18;Vic‡lvaro;9,5;-0,8;-1,8;1,4
mar-18;Vic‡lvaro;9,5;2,3;-0,5;1,9
feb-18;Vic‡lvaro;9,3;-3,2;-1,8;-0,9
ene-18;Vic‡lvaro;9,6;0,5;-0,5;8,1
dic-17;Vic‡lvaro;9,6;1;0,3;8,3
nov-17;Vic‡lvaro;9,5;-2;0,8;3,8
oct-17;Vic‡lvaro;9,7;1,4;3,1;5,5
sept-17;Vic‡lvaro;9,6;1,4;6,1;4,2
ago-17;Vic‡lvaro;9,4;0,2;1,3;6,6
jul-17;Vic‡lvaro;9,4;4,4;0,7;7,7
jun-17;Vic‡lvaro;9;-3,2;-3,8;4,8
may-17;Vic‡lvaro;9,3;-0,4;-1,1;9,6
abr-17;Vic‡lvaro;9,3;-0,3;4,7;11,9
mar-17;Vic‡lvaro;9,4;-0,4;5,8;7,3
feb-17;Vic‡lvaro;9,4;5,5;2,9;7,4
ene-17;Vic‡lvaro;8,9;0,7;-2,9;4,5
dic-16;Vic‡lvaro;8,8;-3,2;-3,5;2,1
nov-16;Vic‡lvaro;9,1;-0,4;3,5;5,4
oct-16;Vic‡lvaro;9,2;0,1;5,3;6,6
sept-16;Vic‡lvaro;9,2;3,8;6,7;8,7
ago-16;Vic‡lvaro;8,8;1,3;4,1;4,5
jul-16;Vic‡lvaro;8,7;1,5;4,6;4,5
jun-16;Vic‡lvaro;8,6;1,3;-1,5;3,1
may-16;Vic‡lvaro;8,5;1,8;-3,1;1,9
abr-16;Vic‡lvaro;8,3;-4,4;-2,3;0,1
mar-16;Vic‡lvaro;8,7;-0,4;0,6;4,7
feb-16;Vic‡lvaro;8,8;2,6;1;5
ene-16;Vic‡lvaro;8,5;-1,6;-0,9;3,8
dic-15;Vic‡lvaro;8,7;0;2,8;10,1
nov-15;Vic‡lvaro;8,7;0,6;2,6;10,3
oct-15;Vic‡lvaro;8,6;2,1;3,2;7,6
sept-15;Vic‡lvaro;8,4;-0,2;1,2;3,8
ago-15;Vic‡lvaro;8,5;1,2;1,5;1,4
jul-15;Vic‡lvaro;8,3;0,2;0,2;0,1
jun-15;Vic‡lvaro;8,3;0,1;0,1;0
may-15;Vic‡lvaro;8,3;0;-0,1;1,9
abr-15;Vic‡lvaro;8,3;0;1,4;3,1
mar-15;Vic‡lvaro;8,3;-0,1;5,7;3,1
feb-15;Vic‡lvaro;8,3;1,4;6,1;1,9
ene-15;Vic‡lvaro;8,2;4,3;2,7;2,6
dic-14;Vic‡lvaro;7,9;0,2;-3,1;0,8
nov-14;Vic‡lvaro;7,9;-1,8;-5,7;-1,4
oct-14;Vic‡lvaro;8;-1,5;-4;0,7
sept-14;Vic‡lvaro;8,1;-2,5;-2,5;-1
ago-14;Vic‡lvaro;8,3;0;2;1,2
jul-14;Vic‡lvaro;8,3;0;3,2;0,7
jun-14;Vic‡lvaro;8,3;2;3,2;0,1
may-14;Vic‡lvaro;8,2;1,2;-0,1;-1,9
abr-14;Vic‡lvaro;8,1;0;0,9;-4,9
mar-14;Vic‡lvaro;8,1;-1,3;3,4;-5,5
feb-14;Vic‡lvaro;8,2;2,2;2,7;-2,9
ene-14;Vic‡lvaro;8;2,5;0,8;-4,8
dic-13;Vic‡lvaro;7,8;-2;-4,9;-7
nov-13;Vic‡lvaro;8;0,3;-3,3;-6,2
oct-13;Vic‡lvaro;7,9;-3,2;-4,1;-7,3
sept-13;Vic‡lvaro;8,2;-0,3;-1,4;-2,2
ago-13;Vic‡lvaro;8,2;-0,6;-1,2;-3,5
jul-13;Vic‡lvaro;8,3;-0,5;-2,6;-4,6
jun-13;Vic‡lvaro;8,3;-0,1;-2,6;-2,1
may-13;Vic‡lvaro;8,3;-1,9;-1,1;-5
abr-13;Vic‡lvaro;8,5;-0,6;1,1;-5
mar-13;Vic‡lvaro;8,5;1,5;1,8;-3,8
feb-13;Vic‡lvaro;8,4;0,3;-0,8;-7,4
ene-13;Vic‡lvaro;8,4;0,1;-1,9;-6,3
dic-12;Vic‡lvaro;8,4;-1,2;0;-8,3
nov-12;Vic‡lvaro;8,5;-0,8;-0,4;-7,9
oct-12;Vic‡lvaro;8,6;2;-1,3;-8,6
sept-12;Vic‡lvaro;8,4;-1,6;-1,3;-10
ago-12;Vic‡lvaro;8,5;-1,7;-2,8;-9,9
jul-12;Vic‡lvaro;8,7;2;-3;-3,7
jun-12;Vic‡lvaro;8,5;-3;-4,2;-2,2
may-12;Vic‡lvaro;8,8;-1,9;-3,6;-1,5
abr-12;Vic‡lvaro;8,9;0,7;-0,3;-1,8
mar-12;Vic‡lvaro;8,9;-2,4;-3;-1,7
feb-12;Vic‡lvaro;9,1;1,4;-1,4;NA
ene-12;Vic‡lvaro;9;-2;-4,2;NA
dic-11;Vic‡lvaro;9,2;-0,7;-1,9;NA
nov-11;Vic‡lvaro;9,2;-1,5;-2,6;NA
oct-11;Vic‡lvaro;9,4;0,4;4;NA
sept-11;Vic‡lvaro;9,3;-1,5;7,2;NA
ago-11;Vic‡lvaro;9,5;5,1;6,2;NA
jul-11;Vic‡lvaro;9;3,6;-1;NA
jun-11;Vic‡lvaro;8,7;-2,4;-3,7;NA
may-11;Vic‡lvaro;8,9;-2,1;NA;NA
abr-11;Vic‡lvaro;9,1;0,7;NA;NA
mar-11;Vic‡lvaro;9;NA;NA;NA
feb-11;Vic‡lvaro;NA;NA;NA;NA
ene-11;Vic‡lvaro;NA;NA;NA;NA
dic-10;Vic‡lvaro;NA;NA;NA;NA
nov-10;Vic‡lvaro;NA;NA;NA;NA
oct-10;Vic‡lvaro;NA;NA;NA;NA
sept-10;Vic‡lvaro;NA;NA;NA;NA
ago-10;Vic‡lvaro;NA;NA;NA;NA
jul-10;Vic‡lvaro;NA;NA;NA;NA
jun-10;Vic‡lvaro;NA;NA;NA;NA
may-10;Vic‡lvaro;NA;NA;NA;NA
abr-10;Vic‡lvaro;NA;NA;NA;NA
mar-10;Vic‡lvaro;NA;NA;NA;NA
feb-10;Vic‡lvaro;NA;NA;NA;NA
ene-10;Vic‡lvaro;NA;NA;NA;NA
dic-09;Vic‡lvaro;NA;NA;NA;NA
nov-09;Vic‡lvaro;NA;NA;NA;NA
oct-09;Vic‡lvaro;NA;NA;NA;NA
sept-09;Vic‡lvaro;NA;NA;NA;NA
ago-09;Vic‡lvaro;NA;NA;NA;NA
jul-09;Vic‡lvaro;NA;NA;NA;NA
jun-09;Vic‡lvaro;NA;NA;NA;NA
may-09;Vic‡lvaro;NA;NA;NA;NA
abr-09;Vic‡lvaro;NA;NA;NA;NA
mar-09;Vic‡lvaro;NA;NA;NA;NA
feb-09;Vic‡lvaro;NA;NA;NA;NA
ene-09;Vic‡lvaro;NA;NA;NA;NA
dic-08;Vic‡lvaro;NA;NA;NA;NA
nov-08;Vic‡lvaro;NA;NA;NA;NA
oct-08;Vic‡lvaro;NA;NA;NA;NA
sept-08;Vic‡lvaro;NA;NA;NA;NA
ago-08;Vic‡lvaro;NA;NA;NA;NA
jul-08;Vic‡lvaro;NA;NA;NA;NA
jun-08;Vic‡lvaro;NA;NA;NA;NA
may-08;Vic‡lvaro;NA;NA;NA;NA
abr-08;Vic‡lvaro;NA;NA;NA;NA
mar-08;Vic‡lvaro;NA;NA;NA;NA
feb-08;Vic‡lvaro;NA;NA;NA;NA
ene-08;Vic‡lvaro;NA;NA;NA;NA
dic-07;Vic‡lvaro;NA;NA;NA;NA
nov-07;Vic‡lvaro;NA;NA;NA;NA
oct-07;Vic‡lvaro;NA;NA;NA;NA
sept-07;Vic‡lvaro;NA;NA;NA;NA
ago-07;Vic‡lvaro;NA;NA;NA;NA
jul-07;Vic‡lvaro;NA;NA;NA;NA
jun-07;Vic‡lvaro;NA;NA;NA;NA
may-07;Vic‡lvaro;NA;NA;NA;NA
abr-07;Vic‡lvaro;NA;NA;NA;NA
mar-07;Vic‡lvaro;NA;NA;NA;NA
feb-07;Vic‡lvaro;NA;NA;NA;NA
ene-07;Vic‡lvaro;NA;NA;NA;NA
dic-06;Vic‡lvaro;NA;NA;NA;NA
nov-06;Vic‡lvaro;NA;NA;NA;NA
oct-06;Vic‡lvaro;NA;NA;NA;NA
sept-06;Vic‡lvaro;NA;NA;NA;NA
ago-06;Vic‡lvaro;NA;NA;NA;NA
jul-06;Vic‡lvaro;NA;NA;NA;NA
jun-06;Vic‡lvaro;NA;NA;NA;NA
may-06;Vic‡lvaro;NA;NA;NA;NA
abr-06;Vic‡lvaro;NA;NA;NA;NA
mar-06;Vic‡lvaro;NA;NA;NA;NA
feb-06;Vic‡lvaro;NA;NA;NA;NA
ene-06;Vic‡lvaro;NA;NA;NA;NA
abr-24;Villa de Vallecas;14,3;2,1;8;12,1
mar-24;Villa de Vallecas;14;3,2;4,9;14,7
feb-24;Villa de Vallecas;13,6;2,4;3,5;14,8
ene-24;Villa de Vallecas;13,2;-0,8;2,2;11,5
dic-23;Villa de Vallecas;13,3;1,8;4,9;12,3
nov-23;Villa de Vallecas;13,1;1,2;3,3;11,2
oct-23;Villa de Vallecas;13;1,8;2,3;10,4
sept-23;Villa de Vallecas;12,7;0,3;2;9,5
ago-23;Villa de Vallecas;12,7;0,2;0,3;9,4
jul-23;Villa de Vallecas;12,7;1,5;-0,8;8,2
jun-23;Villa de Vallecas;12,5;-1,3;2,2;7
may-23;Villa de Vallecas;12,6;-0,9;7;9,4
abr-23;Villa de Vallecas;12,8;4,5;7,4;12,6
mar-23;Villa de Vallecas;12,2;3,4;2,8;9,6
feb-23;Villa de Vallecas;11,8;-0,6;0,3;5,1
ene-23;Villa de Vallecas;11,9;0;1,3;6,3
dic-22;Villa de Vallecas;11,9;0,8;2,2;6,5
nov-22;Villa de Vallecas;11,8;0,4;1,6;5,9
oct-22;Villa de Vallecas;11,7;0,9;0,3;5,4
sept-22;Villa de Vallecas;11,6;0,2;-0,4;5,5
ago-22;Villa de Vallecas;11,6;-0,9;0,3;4,4
jul-22;Villa de Vallecas;11,7;0,3;3,2;4,9
jun-22;Villa de Vallecas;11,7;0,9;4,7;5,2
may-22;Villa de Vallecas;11,6;2;2,8;3,4
abr-22;Villa de Vallecas;11,3;1,7;1,4;1,9
mar-22;Villa de Vallecas;11,1;-0,9;-0,2;0,6
feb-22;Villa de Vallecas;11,3;0,7;1,1;1,5
ene-22;Villa de Vallecas;11,2;0,1;0,4;-0,3
dic-21;Villa de Vallecas;11,2;0,3;1,3;-2,1
nov-21;Villa de Vallecas;11,1;0;0,2;-3,4
oct-21;Villa de Vallecas;11,1;1,1;-0,2;-3,5
sept-21;Villa de Vallecas;11;-0,8;-0,6;-4,2
ago-21;Villa de Vallecas;11,1;-0,4;-0,6;-6,4
jul-21;Villa de Vallecas;11,1;0,6;0,3;-4,6
jun-21;Villa de Vallecas;11,1;-0,8;0,1;-3,4
may-21;Villa de Vallecas;11,2;0,5;0,9;-2,1
abr-21;Villa de Vallecas;11,1;0,4;-0,8;-3,6
mar-21;Villa de Vallecas;11,1;-0,1;-2,8;-3
feb-21;Villa de Vallecas;11,1;-1,1;-3,8;-0,8
ene-21;Villa de Vallecas;11,2;-1,7;-2,8;0,5
dic-20;Villa de Vallecas;11,4;-1,1;-0,9;0
nov-20;Villa de Vallecas;11,5;-0,1;-2,9;1,7
oct-20;Villa de Vallecas;11,5;0,4;-1,3;1,1
