Fecha;Lugar;Precio_m2;Variacion_mensual;Variacion_trimestral;Variacion anual
abr-09;Chamart’n;NA;NA;NA;NA
mar-09;Chamart’n;NA;NA;NA;NA
feb-09;Chamart’n;NA;NA;NA;NA
ene-09;Chamart’n;NA;NA;NA;NA
dic-08;Chamart’n;NA;NA;NA;NA
nov-08;Chamart’n;NA;NA;NA;NA
oct-08;Chamart’n;NA;NA;NA;NA
sept-08;Chamart’n;NA;NA;NA;NA
ago-08;Chamart’n;NA;NA;NA;NA
jul-08;Chamart’n;NA;NA;NA;NA
jun-08;Chamart’n;NA;NA;NA;NA
may-08;Chamart’n;NA;NA;NA;NA
abr-08;Chamart’n;NA;NA;NA;NA
mar-08;Chamart’n;NA;NA;NA;NA
feb-08;Chamart’n;NA;NA;NA;NA
ene-08;Chamart’n;NA;NA;NA;NA
dic-07;Chamart’n;NA;NA;NA;NA
nov-07;Chamart’n;NA;NA;NA;NA
oct-07;Chamart’n;NA;NA;NA;NA
sept-07;Chamart’n;NA;NA;NA;NA
ago-07;Chamart’n;NA;NA;NA;NA
jul-07;Chamart’n;NA;NA;NA;NA
jun-07;Chamart’n;NA;NA;NA;NA
may-07;Chamart’n;NA;NA;NA;NA
abr-07;Chamart’n;NA;NA;NA;NA
mar-07;Chamart’n;NA;NA;NA;NA
feb-07;Chamart’n;NA;NA;NA;NA
ene-07;Chamart’n;NA;NA;NA;NA
dic-06;Chamart’n;NA;NA;NA;NA
nov-06;Chamart’n;NA;NA;NA;NA
oct-06;Chamart’n;NA;NA;NA;NA
sept-06;Chamart’n;NA;NA;NA;NA
ago-06;Chamart’n;NA;NA;NA;NA
jul-06;Chamart’n;NA;NA;NA;NA
jun-06;Chamart’n;NA;NA;NA;NA
may-06;Chamart’n;NA;NA;NA;NA
abr-06;Chamart’n;NA;NA;NA;NA
mar-06;Chamart’n;NA;NA;NA;NA
feb-06;Chamart’n;NA;NA;NA;NA
ene-06;Chamart’n;NA;NA;NA;NA
abr-24;Chamber’;22,6;0,3;2,4;15,1
mar-24;Chamber’;22,5;0,7;2,8;14,8
feb-24;Chamber’;22,3;1,3;3,3;14,5
ene-24;Chamber’;22,1;0,8;3,8;12,3
dic-23;Chamber’;21,9;1,2;6,1;14,2
nov-23;Chamber’;21,6;1,7;6,7;15
oct-23;Chamber’;21,2;3;6,3;15,3
sept-23;Chamber’;20,6;1,8;3,1;14,2
ago-23;Chamber’;20,3;1,3;1,3;13,2
jul-23;Chamber’;20;0;1,9;12,3
jun-23;Chamber’;20;0;2,1;12,8
may-23;Chamber’;20;2;2,5;13,7
abr-23;Chamber’;19,6;0,1;-0,1;12,1
mar-23;Chamber’;19,6;0,4;2,2;13,7
feb-23;Chamber’;19,5;-0,7;3,8;14,2
ene-23;Chamber’;19,6;2,5;6,6;14,8
dic-22;Chamber’;19,2;2;6,2;12,7
nov-22;Chamber’;18,8;2;5;10,6
oct-22;Chamber’;18,4;2;3,5;10,1
sept-22;Chamber’;18,1;0,9;1,8;9,6
ago-22;Chamber’;17,9;0,6;1,7;9,9
jul-22;Chamber’;17,8;0,4;1,7;9,7
jun-22;Chamber’;17,7;0,8;2,9;10
may-22;Chamber’;17,6;0,5;2,9;9,9
abr-22;Chamber’;17,5;1,6;2,3;8,6
mar-22;Chamber’;17,2;0,8;1,3;6,7
feb-22;Chamber’;17,1;-0,1;0,6;6,8
ene-22;Chamber’;17,1;0,6;2,3;5,9
dic-21;Chamber’;17;0,1;3,3;4
nov-21;Chamber’;17;1,6;4,4;1,3
oct-21;Chamber’;16,7;1,5;3,1;-2,1
sept-21;Chamber’;16,5;1,2;2,2;-5
ago-21;Chamber’;16,3;0,3;1,7;-7,2
jul-21;Chamber’;16,2;0,7;0,7;-8,3
jun-21;Chamber’;16,1;0,7;-0,2;-10,5
may-21;Chamber’;16;-0,7;0;-12,7
abr-21;Chamber’;16,1;-0,2;-0,2;-11,3
mar-21;Chamber’;16,1;0,9;-1,4;-11,2
feb-21;Chamber’;16;-0,9;-4,7;-10,4
ene-21;Chamber’;16,2;-1,3;-5,5;-9,1
dic-20;Chamber’;16,4;-2,5;-5,7;-8,7
nov-20;Chamber’;16,8;-1,8;-4,3;-6,9
oct-20;Chamber’;17,1;-1,5;-3,4;-6,4
sept-20;Chamber’;17,3;-1,1;-3,6;-4,5
ago-20;Chamber’;17,5;-0,8;-4,3;-2,5
jul-20;Chamber’;17,7;-1,7;-2,6;-1,7
jun-20;Chamber’;18;-1,8;-1;-1,5
may-20;Chamber’;18,3;0,9;2,6;0
abr-20;Chamber’;18,2;0;2,2;-0,1
mar-20;Chamber’;18,2;1,7;1,3;0,5
feb-20;Chamber’;17,9;0,5;-1;-0,7
ene-20;Chamber’;17,8;-0,9;-2,7;-1,2
dic-19;Chamber’;17,9;-0,6;-1,3;-0,3
nov-19;Chamber’;18;-1,2;0,3;1
oct-19;Chamber’;18,3;0,5;1,5;3,5
sept-19;Chamber’;18,2;1;-0,5;3,9
ago-19;Chamber’;18;-0,1;-1,9;3
jul-19;Chamber’;18;-1,5;-1,1;2,8
jun-19;Chamber’;18,3;-0,3;1,1;4,4
may-19;Chamber’;18,3;0,7;1,9;4,8
abr-19;Chamber’;18,2;0,6;1,1;4,9
mar-19;Chamber’;18,1;0,5;0,5;4,2
feb-19;Chamber’;18;0;0,7;3,8
ene-19;Chamber’;18;0;2;5
dic-18;Chamber’;18;0,8;2,8;8,1
nov-18;Chamber’;17,9;1,2;2,3;7,2
oct-18;Chamber’;17,6;0,8;0,8;7,5
sept-18;Chamber’;17,5;0,2;0;8,2
ago-18;Chamber’;17,5;-0,3;-0,2;8,4
jul-18;Chamber’;17,5;0,1;1;9,4
jun-18;Chamber’;17,5;0;0,8;9,5
may-18;Chamber’;17,5;0,9;1;10,6
abr-18;Chamber’;17,3;-0,1;1,2;10,5
mar-18;Chamber’;17,3;0,2;4,2;11,7
feb-18;Chamber’;17,3;1,1;4;11,6
ene-18;Chamber’;17,1;2,9;4,4;10,3
dic-17;Chamber’;16,6;0;3;7,8
nov-17;Chamber’;16,6;1,5;3,4;9,1
oct-17;Chamber’;16,4;1,5;2,6;9,5
sept-17;Chamber’;16,2;0,4;1,2;8,3
ago-17;Chamber’;16,1;0,6;1,8;8,4
jul-17;Chamber’;16;0,1;1,9;8,6
jun-17;Chamber’;16;1;2,9;9,9
may-17;Chamber’;15,8;0,8;1,9;8,5
abr-17;Chamber’;15,7;1,1;1;7,1
mar-17;Chamber’;15,5;0,1;0,6;5
feb-17;Chamber’;15,5;-0,1;1,7;6,7
ene-17;Chamber’;15,5;0,6;3,7;7,6
dic-16;Chamber’;15,4;1,2;3,4;9,2
nov-16;Chamber’;15,3;1,8;2,7;8,1
oct-16;Chamber’;15;0,4;1,8;8,6
sept-16;Chamber’;14,9;0,4;2,6;8,5
ago-16;Chamber’;14,9;0,9;1,9;8,1
jul-16;Chamber’;14,7;1,2;0,4;7,1
jun-16;Chamber’;14,5;-0,2;-1,6;5,8
may-16;Chamber’;14,6;-0,6;0,2;6
abr-16;Chamber’;14,7;-0,8;1,6;6,3
mar-16;Chamber’;14,8;1,6;4,6;6,8
feb-16;Chamber’;14,5;0,8;3,1;5,9
ene-16;Chamber’;14,4;2,1;4,6;5,6
dic-15;Chamber’;14,1;0,2;2,9;2,9
nov-15;Chamber’;14,1;2,3;2,7;4
oct-15;Chamber’;13,8;0,4;0,4;2,3
sept-15;Chamber’;13,7;0;0;3,1
ago-15;Chamber’;13,7;0;0;3,1
jul-15;Chamber’;13,7;0;-0,4;3
jun-15;Chamber’;13,7;-0,1;-0,7;3,1
may-15;Chamber’;13,7;-0,3;0,1;4,1
abr-15;Chamber’;13,8;-0,4;0,9;4,6
mar-15;Chamber’;13,8;0,7;0,7;5
feb-15;Chamber’;13,7;0,5;1,3;4,7
ene-15;Chamber’;13,7;-0,5;1,4;3,4
dic-14;Chamber’;13,7;1,3;3,1;3,1
nov-14;Chamber’;13,6;0,6;1,7;1,8
oct-14;Chamber’;13,5;1,1;1,1;1,1
sept-14;Chamber’;13,3;0;0;0
ago-14;Chamber’;13,3;0;0,9;0
jul-14;Chamber’;13,3;0;1,2;0
jun-14;Chamber’;13,3;0,9;1,1;0
may-14;Chamber’;13,2;0,2;0,7;-0,9
abr-14;Chamber’;13,2;0;-0,3;-1,8
mar-14;Chamber’;13,2;0,5;-1,1;-2,4
feb-14;Chamber’;13,1;-0,7;-1,6;-3,6
ene-14;Chamber’;13,2;-0,8;-0,8;-1,7
dic-13;Chamber’;13,3;0;0;-0,9
nov-13;Chamber’;13,3;0;0;-1,8
oct-13;Chamber’;13,3;0;0;-2,4
sept-13;Chamber’;13,3;0;0;-4,1
ago-13;Chamber’;13,3;0;0;-4
jul-13;Chamber’;13,3;0;-0,7;-4,7
jun-13;Chamber’;13,3;0;-1,3;-4,8
may-13;Chamber’;13,3;-0,7;-2,1;-5,8
abr-13;Chamber’;13,4;-0,6;-0,2;-4,9
mar-13;Chamber’;13,5;-0,8;0,4;-4,3
feb-13;Chamber’;13,6;1,2;0,2;-3,5
ene-13;Chamber’;13,5;0;-1,5;-5,8
dic-12;Chamber’;13,4;-1;-3,2;-6,7
nov-12;Chamber’;13,6;-0,6;-2,1;-5,9
oct-12;Chamber’;13,7;-1,7;-2,3;-4,8
sept-12;Chamber’;13,9;0,1;-0,8;-4,2
ago-12;Chamber’;13,9;-0,8;-1,9;-4,3
jul-12;Chamber’;14;-0,1;-0,9;-4,1
jun-12;Chamber’;14;-1,1;-0,8;-4,2
may-12;Chamber’;14,2;0,3;0,3;-3,8
abr-12;Chamber’;14,1;0;-1,2;-3,5
mar-12;Chamber’;14,1;0;-2,1;-3,4
feb-12;Chamber’;14,1;-1,2;-2,2;-3,6
ene-12;Chamber’;14,3;-1;-0,5;-2,3
dic-11;Chamber’;14,4;-0,1;-0,6;-0,9
nov-11;Chamber’;14,4;0,6;-0,5;-1,7
oct-11;Chamber’;14,4;-1,1;-1,6;-3,5
sept-11;Chamber’;14,5;0;-0,8;-1,6
ago-11;Chamber’;14,5;-0,6;-1,5;-3,3
jul-11;Chamber’;14,6;-0,2;-0,2;-4,5
jun-11;Chamber’;14,6;-0,7;0;-5,4
may-11;Chamber’;14,7;0,7;0,5;-1,9
abr-11;Chamber’;14,6;0;0;0,5
mar-11;Chamber’;14,6;-0,2;0,5;2
feb-11;Chamber’;14,6;0,2;-0,3;0,6
ene-11;Chamber’;14,6;0,5;-1,7;0,5
dic-10;Chamber’;14,5;-0,9;-1,3;-2,2
nov-10;Chamber’;14,7;-1,3;-2,1;-1,3
oct-10;Chamber’;14,9;0,9;-2,6;-0,2
sept-10;Chamber’;14,7;-1,7;-4,6;-4,6
ago-10;Chamber’;15;-1,8;0;-4
jul-10;Chamber’;15,3;-1,2;5;NA
jun-10;Chamber’;15,5;3;7,8;NA
may-10;Chamber’;15;3,1;3,1;NA
abr-10;Chamber’;14,5;1,5;0;NA
mar-10;Chamber’;14,3;-1,5;-3,6;NA
feb-10;Chamber’;14,6;0;-2,2;NA
ene-10;Chamber’;14,5;-2,2;-2,4;NA
dic-09;Chamber’;14,9;0;-3,7;NA
nov-09;Chamber’;14,9;-0,2;-4,8;NA
oct-09;Chamber’;14,9;-3,6;NA;NA
sept-09;Chamber’;15,5;-1,1;NA;NA
ago-09;Chamber’;15,6;NA;NA;NA
jul-09;Chamber’;NA;NA;NA;NA
jun-09;Chamber’;NA;NA;NA;NA
may-09;Chamber’;NA;NA;NA;NA
abr-09;Chamber’;NA;NA;NA;NA
mar-09;Chamber’;NA;NA;NA;NA
feb-09;Chamber’;NA;NA;NA;NA
ene-09;Chamber’;NA;NA;NA;NA
dic-08;Chamber’;NA;NA;NA;NA
nov-08;Chamber’;NA;NA;NA;NA
oct-08;Chamber’;NA;NA;NA;NA
sept-08;Chamber’;NA;NA;NA;NA
ago-08;Chamber’;NA;NA;NA;NA
jul-08;Chamber’;NA;NA;NA;NA
jun-08;Chamber’;NA;NA;NA;NA
may-08;Chamber’;NA;NA;NA;NA
abr-08;Chamber’;NA;NA;NA;NA
mar-08;Chamber’;NA;NA;NA;NA
feb-08;Chamber’;NA;NA;NA;NA
ene-08;Chamber’;NA;NA;NA;NA
dic-07;Chamber’;NA;NA;NA;NA
nov-07;Chamber’;NA;NA;NA;NA
oct-07;Chamber’;NA;NA;NA;NA
sept-07;Chamber’;NA;NA;NA;NA
ago-07;Chamber’;NA;NA;NA;NA
jul-07;Chamber’;NA;NA;NA;NA
jun-07;Chamber’;NA;NA;NA;NA
may-07;Chamber’;NA;NA;NA;NA
abr-07;Chamber’;NA;NA;NA;NA
mar-07;Chamber’;NA;NA;NA;NA
feb-07;Chamber’;NA;NA;NA;NA
ene-07;Chamber’;NA;NA;NA;NA
dic-06;Chamber’;NA;NA;NA;NA
nov-06;Chamber’;NA;NA;NA;NA
oct-06;Chamber’;NA;NA;NA;NA
sept-06;Chamber’;NA;NA;NA;NA
ago-06;Chamber’;NA;NA;NA;NA
jul-06;Chamber’;NA;NA;NA;NA
jun-06;Chamber’;NA;NA;NA;NA
may-06;Chamber’;NA;NA;NA;NA
abr-06;Chamber’;NA;NA;NA;NA
mar-06;Chamber’;NA;NA;NA;NA
feb-06;Chamber’;NA;NA;NA;NA
ene-06;Chamber’;NA;NA;NA;NA
abr-24;Ciudad Lineal;16,5;1,4;4,2;11,6
mar-24;Ciudad Lineal;16,3;0,4;3,1;13
feb-24;Ciudad Lineal;16,2;2,2;4,3;14,2
ene-24;Ciudad Lineal;15,8;0,4;1,8;10,7
dic-23;Ciudad Lineal;15,8;1,6;2,1;11,2
nov-23;Ciudad Lineal;15,5;-0,2;1,1;10,8
oct-23;Ciudad Lineal;15,6;0,7;3,2;12,9
sept-23;Ciudad Lineal;15,4;0,6;3;12,1
ago-23;Ciudad Lineal;15,3;1,9;2,8;13
jul-23;Ciudad Lineal;15,1;0,5;2;11,3
jun-23;Ciudad Lineal;15;0,4;4,1;10,5
may-23;Ciudad Lineal;14,9;1;5,3;11,5
abr-23;Ciudad Lineal;14,8;2,6;3,3;11,2
mar-23;Ciudad Lineal;14,4;1,6;1,5;10
feb-23;Ciudad Lineal;14,2;-0,9;1,2;8,9
ene-23;Ciudad Lineal;14,3;0,8;3,8;10,2
dic-22;Ciudad Lineal;14,2;1,3;2,9;10,5
nov-22;Ciudad Lineal;14;1,6;3,1;9,7
oct-22;Ciudad Lineal;13,8;0;1,8;8
sept-22;Ciudad Lineal;13,8;1,5;1,6;8,8
ago-22;Ciudad Lineal;13,6;0,3;1,4;8,6
jul-22;Ciudad Lineal;13,5;-0,2;1,9;7,1
jun-22;Ciudad Lineal;13,6;1,3;3,7;7,9
may-22;Ciudad Lineal;13,4;0,8;2,9;5,5
abr-22;Ciudad Lineal;13,3;1,5;2,4;4,8
mar-22;Ciudad Lineal;13,1;0,6;2;3
feb-22;Ciudad Lineal;13;0,3;1,9;2,3
ene-22;Ciudad Lineal;13;1,1;1,7;1,5
dic-21;Ciudad Lineal;12,8;0,5;1,3;-0,6
nov-21;Ciudad Lineal;12,8;0,1;2,1;-2,7
oct-21;Ciudad Lineal;12,8;0,7;0,9;-4
sept-21;Ciudad Lineal;12,7;1,3;0,8;-5,6
ago-21;Ciudad Lineal;12,5;-1,1;-1,5;-7,4
jul-21;Ciudad Lineal;12,6;0,6;-0,3;-7
jun-21;Ciudad Lineal;12,6;-0,9;-1;-7,9
may-21;Ciudad Lineal;12,7;0,1;-0,2;-8,3
abr-21;Ciudad Lineal;12,7;-0,2;-0,8;-7,3
mar-21;Ciudad Lineal;12,7;-0,1;-1,7;-7
feb-21;Ciudad Lineal;12,7;-0,5;-3,1;-6,3
ene-21;Ciudad Lineal;12,8;-1,1;-3,8;-4,8
dic-20;Ciudad Lineal;12,9;-1,5;-3,8;-4,5
nov-20;Ciudad Lineal;13,1;-1,3;-2,9;-3,5
oct-20;Ciudad Lineal;13,3;-1;-2,3;-2
sept-20;Ciudad Lineal;13,4;-0,6;-1,7;-1,2
ago-20;Ciudad Lineal;13,5;-0,6;-2,4;-0,6
jul-20;Ciudad Lineal;13,6;-0,5;-0,6;0,5
jun-20;Ciudad Lineal;13,7;-1,3;0;0,3
may-20;Ciudad Lineal;13,8;1,2;2;2
abr-20;Ciudad Lineal;13,7;0,1;1,8;1,5
mar-20;Ciudad Lineal;13,7;0,6;1;2,8
feb-20;Ciudad Lineal;13,6;1;-0,2;2,5
ene-20;Ciudad Lineal;13,4;-0,7;-1;1,8
dic-19;Ciudad Lineal;13,5;-0,5;-0,5;3,1
nov-19;Ciudad Lineal;13,6;0,2;0;4
oct-19;Ciudad Lineal;13,6;-0,2;0,3;4,4
sept-19;Ciudad Lineal;13,6;0;-0,2;4,7
ago-19;Ciudad Lineal;13,6;0,5;0,2;4,4
jul-19;Ciudad Lineal;13,5;-0,7;0,4;4,7
jun-19;Ciudad Lineal;13,6;0,4;2,5;6
may-19;Ciudad Lineal;13,6;0,7;2,4;4,9
abr-19;Ciudad Lineal;13,5;1,4;2,1;4,2
mar-19;Ciudad Lineal;13,3;0,3;1,3;5,2
feb-19;Ciudad Lineal;13,2;0,3;1,3;6,9
ene-19;Ciudad Lineal;13,2;0,7;1,6;6,4
dic-18;Ciudad Lineal;13,1;0,3;1;5,2
nov-18;Ciudad Lineal;13,1;0,6;0,4;5,9
oct-18;Ciudad Lineal;13;0,1;0,6;8,2
sept-18;Ciudad Lineal;13;-0,3;1;7,5
ago-18;Ciudad Lineal;13;0,8;0,7;8,9
jul-18;Ciudad Lineal;12,9;0,5;0;8
jun-18;Ciudad Lineal;12,8;-0,6;1,7;9,4
may-18;Ciudad Lineal;12,9;0;4,4;10,1
abr-18;Ciudad Lineal;12,9;2,3;4,2;10,4
mar-18;Ciudad Lineal;12,6;2;1,3;8,3
feb-18;Ciudad Lineal;12,4;-0,1;0,3;7,2
ene-18;Ciudad Lineal;12,4;-0,5;3,3;8,6
dic-17;Ciudad Lineal;12,5;1;3,3;10,9
nov-17;Ciudad Lineal;12,3;2,8;3,2;12,3
oct-17;Ciudad Lineal;12;-0,5;0,4;9,1
sept-17;Ciudad Lineal;12,1;0,9;2,8;11,1
ago-17;Ciudad Lineal;12;0;1,9;11
jul-17;Ciudad Lineal;12;1,8;2,2;10,3
jun-17;Ciudad Lineal;11,7;0;0,7;7,8
may-17;Ciudad Lineal;11,7;0,3;1,6;7
abr-17;Ciudad Lineal;11,7;0,3;2,5;7,7
mar-17;Ciudad Lineal;11,7;0,9;3,8;8,9
feb-17;Ciudad Lineal;11,6;1,2;5,1;8,9
ene-17;Ciudad Lineal;11,4;1,6;3,8;9,5
dic-16;Ciudad Lineal;11,2;2,2;3,4;8
nov-16;Ciudad Lineal;11;-0,1;2,1;6,1
oct-16;Ciudad Lineal;11;1,3;1,5;6,7
sept-16;Ciudad Lineal;10,9;0,9;-0,3;5,9
ago-16;Ciudad Lineal;10,8;-0,6;-1,8;4,6
jul-16;Ciudad Lineal;10,8;-0,5;-0,2;4,5
jun-16;Ciudad Lineal;10,9;-0,7;1,7;5,1
may-16;Ciudad Lineal;11;1;3,4;6,4
abr-16;Ciudad Lineal;10,9;1,4;4,2;5
mar-16;Ciudad Lineal;10,7;0,9;3;5,2
feb-16;Ciudad Lineal;10,6;1,8;2,4;4,2
ene-16;Ciudad Lineal;10,4;0,2;1,1;4
dic-15;Ciudad Lineal;10,4;0,4;1,4;3,8
nov-15;Ciudad Lineal;10,4;0,5;0,6;3,3
oct-15;Ciudad Lineal;10,3;0,5;-0,6;2,8
sept-15;Ciudad Lineal;10,3;-0,5;-1,1;2,3
ago-15;Ciudad Lineal;10,3;-0,7;-0,1;2,8
jul-15;Ciudad Lineal;10,4;0;0,2;3,6
jun-15;Ciudad Lineal;10,4;0,6;1,9;3,6
may-15;Ciudad Lineal;10,3;-0,3;1,3;3,1
abr-15;Ciudad Lineal;10,3;1,6;3,2;3,4
mar-15;Ciudad Lineal;10,2;0;1,6;1,9
feb-15;Ciudad Lineal;10,2;1,5;1,5;1,8
ene-15;Ciudad Lineal;10;0;0;0,3
dic-14;Ciudad Lineal;10;-0,1;0;0,3
nov-14;Ciudad Lineal;10;0,1;0,1;0,3
oct-14;Ciudad Lineal;10;0;0,1;0,2
sept-14;Ciudad Lineal;10;0,1;0,1;0,2
ago-14;Ciudad Lineal;10;0,1;0,1;0,1
jul-14;Ciudad Lineal;10;0;0,1;0
jun-14;Ciudad Lineal;10;0,1;0,2;-0,7
may-14;Ciudad Lineal;10;0;0,1;-2,5
abr-14;Ciudad Lineal;10;0,1;0,1;-3
mar-14;Ciudad Lineal;10;0;0;-2,7
feb-14;Ciudad Lineal;10;0;0;-3,2
ene-14;Ciudad Lineal;10;0;-0,1;-3,8
dic-13;Ciudad Lineal;10;0;-0,1;-4
nov-13;Ciudad Lineal;10;0;-0,1;-5,5
oct-13;Ciudad Lineal;10;-0,1;-0,1;-5,7
sept-13;Ciudad Lineal;10;0;-0,7;-6,3
ago-13;Ciudad Lineal;10;0;-2,5;-6,7
jul-13;Ciudad Lineal;10;-0,7;-2,9;-7,2
jun-13;Ciudad Lineal;10,1;-1,8;-1,9;-7,4
may-13;Ciudad Lineal;10,3;-0,5;-0,6;-5,4
abr-13;Ciudad Lineal;10,3;0,4;-0,7;-6,6
mar-13;Ciudad Lineal;10,3;-0,5;-1,3;-6,9
feb-13;Ciudad Lineal;10,3;-0,5;-2,4;-7
ene-13;Ciudad Lineal;10,4;-0,2;-2,2;-6,7
dic-12;Ciudad Lineal;10,4;-1,6;-2,5;-6,4
nov-12;Ciudad Lineal;10,6;-0,3;-1,3;-4,8
oct-12;Ciudad Lineal;10,6;-0,6;-1,6;-4,5
sept-12;Ciudad Lineal;10,7;-0,5;-2;-3,5
ago-12;Ciudad Lineal;10,7;-0,5;-1,1;-3,6
jul-12;Ciudad Lineal;10,8;-1;-2,3;-4,3
jun-12;Ciudad Lineal;10,9;0,4;-1,3;-3,5
may-12;Ciudad Lineal;10,8;-1,7;-2,3;-3,7
abr-12;Ciudad Lineal;11;0,1;-0,8;-1,5
mar-12;Ciudad Lineal;11;-0,7;-0,9;-1,5
feb-12;Ciudad Lineal;11,1;-0,2;-0,1;-1,7
ene-12;Ciudad Lineal;11,1;0;0,1;-1,2
dic-11;Ciudad Lineal;11,1;0,1;0,6;-1,1
nov-11;Ciudad Lineal;11,1;0;-0,1;-2,9
oct-11;Ciudad Lineal;11,1;0,5;-1,3;-1,6
sept-11;Ciudad Lineal;11,1;-0,6;-2;-2,4
ago-11;Ciudad Lineal;11,1;-1,2;-1,3;-0,7
jul-11;Ciudad Lineal;11,3;-0,2;0,5;4,2
jun-11;Ciudad Lineal;11,3;0,1;0,8;3,3
may-11;Ciudad Lineal;11,3;0,5;-0,2;-1,1
abr-11;Ciudad Lineal;11,2;0,1;-0,4;-3,7
mar-11;Ciudad Lineal;11,2;-0,9;-0,5;-2,3
feb-11;Ciudad Lineal;11,3;0,3;-1,4;-1
ene-11;Ciudad Lineal;11,3;0;-0,3;-1,4
dic-10;Ciudad Lineal;11,3;-1,7;-0,7;0,5
nov-10;Ciudad Lineal;11,5;1,4;2,2;-3,7
oct-10;Ciudad Lineal;11,3;-0,4;4,5;-5,4
sept-10;Ciudad Lineal;11,3;1,1;3,8;-5,5
ago-10;Ciudad Lineal;11,2;3,7;-1,7;-9,1
jul-10;Ciudad Lineal;10,8;-1,1;-7,2;-13
jun-10;Ciudad Lineal;10,9;-4,2;-4,6;-12,3
may-10;Ciudad Lineal;11,4;-2,1;-0,1;NA
abr-10;Ciudad Lineal;11,6;1,7;2;NA
mar-10;Ciudad Lineal;11,5;0,4;2,2;NA
feb-10;Ciudad Lineal;11,4;-0,1;-4,1;NA
ene-10;Ciudad Lineal;11,4;1,9;-4,4;NA
dic-09;Ciudad Lineal;11,2;-5,8;-6,6;NA
nov-09;Ciudad Lineal;11,9;-0,4;-3,6;NA
oct-09;Ciudad Lineal;11,9;-0,5;-3,9;NA
sept-09;Ciudad Lineal;12;-2,7;-3,7;NA
ago-09;Ciudad Lineal;12,3;-0,8;NA;NA
jul-09;Ciudad Lineal;12,4;-0,2;NA;NA
jun-09;Ciudad Lineal;12,5;NA;NA;NA
may-09;Ciudad Lineal;NA;NA;NA;NA
abr-09;Ciudad Lineal;NA;NA;NA;NA
mar-09;Ciudad Lineal;NA;NA;NA;NA
feb-09;Ciudad Lineal;NA;NA;NA;NA
ene-09;Ciudad Lineal;NA;NA;NA;NA
dic-08;Ciudad Lineal;NA;NA;NA;NA
nov-08;Ciudad Lineal;NA;NA;NA;NA
oct-08;Ciudad Lineal;NA;NA;NA;NA
sept-08;Ciudad Lineal;NA;NA;NA;NA
ago-08;Ciudad Lineal;NA;NA;NA;NA
jul-08;Ciudad Lineal;NA;NA;NA;NA
jun-08;Ciudad Lineal;NA;NA;NA;NA
may-08;Ciudad Lineal;NA;NA;NA;NA
abr-08;Ciudad Lineal;NA;NA;NA;NA
mar-08;Ciudad Lineal;NA;NA;NA;NA
feb-08;Ciudad Lineal;NA;NA;NA;NA
ene-08;Ciudad Lineal;NA;NA;NA;NA
dic-07;Ciudad Lineal;NA;NA;NA;NA
nov-07;Ciudad Lineal;NA;NA;NA;NA
oct-07;Ciudad Lineal;NA;NA;NA;NA
sept-07;Ciudad Lineal;NA;NA;NA;NA
ago-07;Ciudad Lineal;NA;NA;NA;NA
jul-07;Ciudad Lineal;NA;NA;NA;NA
jun-07;Ciudad Lineal;NA;NA;NA;NA
may-07;Ciudad Lineal;NA;NA;NA;NA
abr-07;Ciudad Lineal;NA;NA;NA;NA
mar-07;Ciudad Lineal;NA;NA;NA;NA
feb-07;Ciudad Lineal;NA;NA;NA;NA
ene-07;Ciudad Lineal;NA;NA;NA;NA
dic-06;Ciudad Lineal;NA;NA;NA;NA
nov-06;Ciudad Lineal;NA;NA;NA;NA
oct-06;Ciudad Lineal;NA;NA;NA;NA
sept-06;Ciudad Lineal;NA;NA;NA;NA
ago-06;Ciudad Lineal;NA;NA;NA;NA
jul-06;Ciudad Lineal;NA;NA;NA;NA
jun-06;Ciudad Lineal;NA;NA;NA;NA
may-06;Ciudad Lineal;NA;NA;NA;NA
abr-06;Ciudad Lineal;NA;NA;NA;NA
mar-06;Ciudad Lineal;NA;NA;NA;NA
feb-06;Ciudad Lineal;NA;NA;NA;NA
ene-06;Ciudad Lineal;NA;NA;NA;NA
abr-24;Fuencarral-El Pardo;15;1;3,9;9,7
mar-24;Fuencarral-El Pardo;14,9;1,8;3,3;8,4
feb-24;Fuencarral-El Pardo;14,6;1,1;1,6;8,5
ene-24;Fuencarral-El Pardo;14,5;0,4;1,5;9,3
dic-23;Fuencarral-El Pardo;14,4;0,2;2;9,8
nov-23;Fuencarral-El Pardo;14,4;1;2,6;9,7
oct-23;Fuencarral-El Pardo;14,2;0,8;3;9,1
sept-23;Fuencarral-El Pardo;14,1;0,8;2,3;9,6
ago-23;Fuencarral-El Pardo;14;1,4;0,9;9,1
jul-23;Fuencarral-El Pardo;13,8;0,1;0,9;7,9
jun-23;Fuencarral-El Pardo;13,8;-0,6;0,7;8,6
may-23;Fuencarral-El Pardo;13,9;1,5;3,2;10,1
abr-23;Fuencarral-El Pardo;13,7;-0,1;3,6;9,3
mar-23;Fuencarral-El Pardo;13,7;1,9;4,6;9,3
feb-23;Fuencarral-El Pardo;13,5;1,8;2,7;8,4
ene-23;Fuencarral-El Pardo;13,2;0,8;1,4;6,3
dic-22;Fuencarral-El Pardo;13,1;0;1,7;6,6
nov-22;Fuencarral-El Pardo;13,1;0,5;2;7,2
oct-22;Fuencarral-El Pardo;13;1,2;1,8;7,1
sept-22;Fuencarral-El Pardo;12,9;0,3;1,4;7
