año;mes;fecha;distrito;total;total_hombres;total_mujeres;total_16-19;total_16-19_hombres;total_16-19_mujeres;total_20-24;total_20-24_hombres;total_20-24_mujeres;total_25-29;total_25-29_hombres;total_25-29_mujeres;total_30-34;total_30-34_hombres;total_30-34_mujeres;total_35-39;total_35-39_hombres;total_35-39_mujeres;total_40-44;total_40-44_hombres;total_40-44_mujeres;total_45-49;total_45-49_hombres;total_45-49_mujeres;total_50-54;total_50-54_hombres;total_50-54_mujeres;total_55-59;total_55-59_hombres;total_55-59_mujeres;total_60omas;total_60omas_hombres;total_60omas_mujeres
2019;Mayo;Mayo 2019;14. Moratalaz;4.893;2.062;2.831;127;66;61;287;138;149;416;174;242;384;161;223;437;173;264;502;190;312;635;266;369;671;295;376;794;347;447;640;252;388
2019;Mayo;Mayo 2019;15. Ciudad Lineal;10.021;4.299;5.722;133;77;56;437;219;218;787;385;402;876;342;534;988;391;597;1.110;484;626;1.180;510;670;1.418;584;834;1.705;763;942;1.387;544;843
2019;Mayo;Mayo 2019;16. Hortaleza;7.454;3.121;4.333;86;52;34;313;162;151;578;279;299;614;242;372;772;295;477;876;325;551;1.006;401;605;996;377;619;1.201;529;672;1.012;459;553
2019;Mayo;Mayo 2019;17. Villaverde;10.453;4.470;5.983;284;139;145;750;393;357;978;398;580;971;349;622;1.087;438;649;1.225;469;756;1.271;531;740;1.409;613;796;1.400;626;774;1.078;514;564
2019;Mayo;Mayo 2019;18. Villa de Vallecas;7.037;2.912;4.125;209;109;100;488;240;248;599;266;333;722;289;433;867;319;548;1.003;389;614;855;351;504;797;328;469;812;336;476;685;285;400
2019;Mayo;Mayo 2019;19. Vicálvaro;4.352;1.845;2.507;128;63;65;292;145;147;386;186;200;356;148;208;445;182;263;493;186;307;625;228;397;618;260;358;588;263;325;421;184;237
2019;Mayo;Mayo 2019;20. San Blas-Canillejas;8.482;3.672;4.810;178;89;89;432;212;220;667;306;361;731;288;443;787;306;481;865;338;527;1.019;430;589;1.232;540;692;1.456;674;782;1.115;489;626
2019;Mayo;Mayo 2019;21. Barajas;1.768;725;1.043;21;12;9;61;28;33;105;57;48;182;65;117;190;78;112;235;94;141;227;83;144;234;96;138;290;126;164;223;86;137
2019;Junio;Junio 2019;Ciudad de Madrid;159.355;68.753;90.602;3.223;1.703;1.520;7.764;3.829;3.935;13.568;6.024;7.544;14.959;6.162;8.797;16.536;6.598;9.938;18.259;7.423;10.836;19.861;8.528;11.333;21.871;9.437;12.434;23.831;10.604;13.227;19.483;8.445;11.038
2019;Junio;Junio 2019;01. Centro;7.246;3.683;3.563;56;31;25;178;79;99;591;281;310;810;384;426;829;401;428;909;440;469;958;516;442;1.013;545;468;1.036;555;481;866;451;415
2019;Junio;Junio 2019;02. Arganzuela;6.360;2.737;3.623;65;36;29;218;109;109;523;218;305;640;281;359;726;292;434;686;267;419;764;349;415;851;352;499;1.046;471;575;841;362;479
2019;Junio;Junio 2019;03. Retiro;3.917;1.686;2.231;27;13;14;96;57;39;326;148;178;375;170;205;380;157;223;419;176;243;489;203;286;570;243;327;656;281;375;579;238;341
2019;Junio;Junio 2019;04. Salamanca;4.428;1.831;2.597;26;15;11;120;65;55;365;159;206;408;169;239;431;163;268;463;184;279;514;220;294;667;279;388;778;319;459;656;258;398
2019;Junio;Junio 2019;05. Chamartín;4.326;1.809;2.517;30;20;10;96;51;45;313;154;159;419;167;252;411;159;252;455;171;284;529;197;332;639;257;382;800;357;443;634;276;358
2019;Junio;Junio 2019;06. Tetuán;7.765;3.375;4.390;137;72;65;330;175;155;669;285;384;783;339;444;779;300;479;868;356;512;970;425;545;1.104;491;613;1.166;505;661;959;427;532
2019;Junio;Junio 2019;07. Chamberí;4.478;1.877;2.601;33;11;22;125;57;68;449;191;258;478;206;272;489;201;288;447;205;242;509;203;306;606;248;358;741;317;424;601;238;363
2019;Junio;Junio 2019;08. Fuencarral-El Pardo;8.599;3.554;5.045;83;43;40;326;160;166;667;310;357;791;302;489;925;358;567;1.086;438;648;1.173;490;683;1.117;454;663;1.286;542;744;1.145;457;688
2019;Junio;Junio 2019;09. Moncloa-Aravaca;3.854;1.706;2.148;35;24;11;123;60;63;353;158;195;322;133;189;348;138;210;430;186;244;476;228;248;604;261;343;639;283;356;524;235;289
2019;Junio;Junio 2019;10. Latina;12.518;5.497;7.021;280;140;140;650;343;307;1.074;475;599;1.222;526;696;1.252;519;733;1.444;577;867;1.552;687;865;1.804;814;990;1.726;767;959;1.514;649;865
2019;Junio;Junio 2019;11. Carabanchel;15.530;6.700;8.830;390;211;179;878;421;457;1.361;590;771;1.418;568;850;1.669;664;1.005;1.911;762;1.149;2.012;876;1.136;2.126;947;1.179;2.049;928;1.121;1.716;733;983
2019;Junio;Junio 2019;12. Usera;9.095;3.929;5.166;277;139;138;613;281;332;819;354;465;835;345;490;970;385;585;1.026;435;591;1.188;478;710;1.174;529;645;1.226;531;695;967;452;515
2019;Junio;Junio 2019;13. Puente de Vallecas;17.353;7.785;9.568;565;305;260;1.161;556;605;1.636;719;917;1.639;675;964;1.833;749;1.084;1.918;846;1.072;2.004;971;1.033;2.252;997;1.255;2.439;1.113;1.326;1.906;854;1.052
2019;Junio;Junio 2019;14. Moratalaz;4.787;2.003;2.784;124;74;50;276;137;139;414;170;244;372;148;224;438;177;261;491;187;304;603;242;361;661;287;374;771;342;429;637;239;398
2019;Junio;Junio 2019;15. Ciudad Lineal;9.868;4.209;5.659;130;69;61;391;200;191;768;366;402;876;360;516;958;367;591;1.087;463;624;1.163;494;669;1.410;571;839;1.682;756;926;1.403;563;840
2019;Junio;Junio 2019;16. Hortaleza;7.470;3.054;4.416;106;60;46;270;130;140;571;285;286;600;236;364;760;287;473;862;309;553;1.018;389;629;1.017;379;638;1.242;525;717;1.024;454;570
2019;Junio;Junio 2019;17. Villaverde;10.325;4.391;5.934;298;149;149;707;365;342;935;384;551;957;356;601;1.087;432;655;1.194;460;734;1.268;514;754;1.394;585;809;1.397;625;772;1.088;521;567
2019;Junio;Junio 2019;18. Villa de Vallecas;7.040;2.855;4.185;224;115;109;460;229;231;611;259;352;749;291;458;868;312;556;983;372;611;870;349;521;798;316;482;804;329;475;673;283;390
2019;Junio;Junio 2019;19. Vicálvaro;4.273;1.792;2.481;135;68;67;288;143;145;374;167;207;356;142;214;434;173;261;492;180;312;591;210;381;595;259;336;594;267;327;414;183;231
2019;Junio;Junio 2019;20. San Blas-Canillejas;8.354;3.567;4.787;180;93;87;408;187;221;646;301;345;735;304;431;751;285;466;861;324;537;985;403;582;1.222;521;701;1.466;671;795;1.100;478;622
2019;Junio;Junio 2019;21. Barajas;1.769;713;1.056;22;15;7;50;24;26;103;50;53;174;60;114;198;79;119;227;85;142;225;84;141;247;102;145;287;120;167;236;94;142
2019;Julio;Julio 2019;Ciudad de Madrid;160.232;68.472;91.760;3.430;1.792;1.638;7.646;3.672;3.974;13.812;5.954;7.858;15.130;6.113;9.017;16.922;6.752;10.170;18.560;7.478;11.082;19.934;8.544;11.390;21.705;9.312;12.393;23.627;10.407;13.220;19.466;8.448;11.018
2019;Julio;Julio 2019;01. Centro;7.199;3.600;3.599;63;38;25;180;83;97;618;292;326;806;377;429;822;375;447;900;440;460;942;494;448;992;534;458;1.013;525;488;863;442;421
2019;Julio;Julio 2019;02. Arganzuela;6.499;2.814;3.685;65;36;29;217;114;103;532;233;299;648;282;366;774;311;463;740;296;444;774;347;427;859;357;502;1.031;456;575;859;382;477
2019;Julio;Julio 2019;03. Retiro;4.011;1.717;2.294;31;14;17;96;48;48;351;158;193;379;166;213;412;171;241;436;184;252;496;210;286;567;242;325;660;284;376;583;240;343
2019;Julio;Julio 2019;04. Salamanca;4.560;1.888;2.672;28;14;14;113;57;56;383;162;221;437;177;260;454;176;278;507;210;297;535;228;307;675;291;384;771;310;461;657;263;394
2019;Julio;Julio 2019;05. Chamartín;4.516;1.880;2.636;43;28;15;124;60;64;321;139;182;430;168;262;432;168;264;482;181;301;551;225;326;656;266;390;821;365;456;656;280;376
2019;Julio;Julio 2019;06. Tetuán;7.607;3.290;4.317;129;73;56;335;163;172;655;269;386;766;324;442;807;315;492;854;347;507;947;415;532;1.054;471;583;1.124;495;629;936;418;518
2019;Julio;Julio 2019;07. Chamberí;4.663;1.968;2.695;37;18;19;114;54;60;457;213;244;482;207;275;516;210;306;508;221;287;547;218;329;624;254;370;757;326;431;621;247;374
2019;Julio;Julio 2019;08. Fuencarral-El Pardo;8.705;3.579;5.126;110;52;58;310;150;160;693;311;382;796;306;490;945;375;570;1.100;435;665;1.168;478;690;1.134;474;660;1.301;549;752;1.148;449;699
2019;Julio;Julio 2019;09. Moncloa-Aravaca;3.905;1.702;2.203;43;28;15;128;64;64;366;161;205;307;116;191;389;161;228;448;193;255;484;229;255;586;240;346;626;278;348;528;232;296
2019;Julio;Julio 2019;10. Latina;12.549;5.447;7.102;300;153;147;642;311;331;1.105;472;633;1.183;497;686;1.291;535;756;1.434;562;872;1.570;704;866;1.794;795;999;1.702;751;951;1.528;667;861
2019;Julio;Julio 2019;11. Carabanchel;15.399;6.552;8.847;399;219;180;866;405;461;1.359;580;779;1.464;574;890;1.679;664;1.015;1.875;732;1.143;1.989;864;1.125;2.041;892;1.149;2.020;899;1.121;1.707;723;984
2019;Julio;Julio 2019;12. Usera;9.034;3.861;5.173;277;148;129;586;245;341;807;341;466;840;349;491;990;389;601;1.022;418;604;1.186;493;693;1.159;518;641;1.216;530;686;951;430;521
2019;Julio;Julio 2019;13. Puente de Vallecas;17.787;7.851;9.936;622;314;308;1.217;586;631;1.732;735;997;1.726;715;1.011;1.875;763;1.112;2.002;862;1.140;2.014;947;1.067;2.243;972;1.271;2.445;1.098;1.347;1.911;859;1.052
2019;Julio;Julio 2019;14. Moratalaz;4.761;1.998;2.763;126;70;56;281;135;146;405;154;251;394;160;234;412;168;244;499;198;301;593;242;351;666;293;373;766;339;427;619;239;380
2019;Julio;Julio 2019;15. Ciudad Lineal;10.190;4.330;5.860;171;88;83;412;209;203;816;379;437;877;344;533;1.021;399;622;1.149;482;667;1.225;514;711;1.454;600;854;1.667;741;926;1.398;574;824
2019;Julio;Julio 2019;16. Hortaleza;7.591;3.032;4.559;99;51;48;271;133;138;601;268;333;616;233;383;817;308;509;891;311;580;1.016;381;635;1.022;382;640;1.228;498;730;1.030;467;563
2019;Julio;Julio 2019;17. Villaverde;10.188;4.291;5.897;324;159;165;624;302;322;908;369;539;961;344;617;1.103;437;666;1.209;466;743;1.262;522;740;1.359;567;792;1.379;617;762;1.059;508;551
2019;Julio;Julio 2019;18. Villa de Vallecas;6.658;2.676;3.982;205;105;100;420;212;208;592;250;342;696;264;432;802;283;519;910;344;566;842;335;507;754;293;461;780;317;463;657;273;384
2019;Julio;Julio 2019;19. Vicálvaro;4.248;1.737;2.511;152;76;76;279;136;143;360;152;208;383;142;241;418;166;252;486;170;316;584;212;372;595;252;343;568;247;321;423;184;239
2019;Julio;Julio 2019;20. San Blas-Canillejas;8.362;3.543;4.819;185;95;90;379;179;200;626;264;362;757;311;446;774;300;474;866;339;527;981;400;581;1.228;516;712;1.465;661;804;1.101;478;623
2019;Julio;Julio 2019;21. Barajas;1.800;716;1.084;21;13;8;52;26;26;125;52;73;182;57;125;189;78;111;242;87;155;228;86;142;243;103;140;287;121;166;231;93;138
2019;Agosto;Agosto 2019;Ciudad de Madrid;163.467;69.944;93.523;3.443;1.803;1.640;8.222;3.905;4.317;14.307;6.086;8.221;15.574;6.280;9.294;17.254;6.943;10.311;18.905;7.740;11.165;20.137;8.586;11.551;22.065;9.515;12.550;23.967;10.568;13.399;19.593;8.518;11.075
2019;Agosto;Agosto 2019;01. Centro;7.543;3.768;3.775;55;36;19;193;82;111;670;299;371;866;400;466;918;433;485;936;463;473;977;506;471;1.017;553;464;1.032;541;491;879;455;424
2019;Agosto;Agosto 2019;02. Arganzuela;6.701;2.885;3.816;76;45;31;242;120;122;572;234;338;693;304;389;779;308;471;757;313;444;798;351;447;879;367;512;1.044;456;588;861;387;474
2019;Agosto;Agosto 2019;03. Retiro;4.124;1.752;2.372;31;16;15;136;65;71;381;170;211;373;162;211;404;160;244;447;179;268;503;208;295;585;251;334;680;300;380;584;241;343
2019;Agosto;Agosto 2019;04. Salamanca;4.732;1.978;2.754;32;17;15;136;63;73;420;189;231;463;185;278;476;194;282;494;203;291;544;242;302;676;280;396;809;325;484;682;280;402
2019;Agosto;Agosto 2019;05. Chamartín;4.583;1.920;2.663;34;22;12;113;50;63;334;164;170;437;167;270;464;190;274;504;200;304;541;205;336;659;273;386;838;366;472;659;283;376
2019;Agosto;Agosto 2019;06. Tetuán;7.850;3.396;4.454;148;83;65;360;174;186;699;297;402;775;314;461;837;342;495;870;368;502;949;401;548;1.083;483;600;1.147;502;645;982;432;550
2019;Agosto;Agosto 2019;07. Chamberí;4.586;1.902;2.684;32;11;21;123;58;65;432;184;248;507;219;288;518;200;318;504;223;281;539;215;324;593;232;361;743;325;418;595;235;360
2019;Agosto;Agosto 2019;08. Fuencarral-El Pardo;8.931;3.608;5.323;95;40;55;342;152;190;718;322;396;829;295;534;978;380;598;1.140;450;690;1.198;484;714;1.168;471;697;1.317;564;753;1.146;450;696
2019;Agosto;Agosto 2019;09. Moncloa-Aravaca;4.089;1.796;2.293;51;33;18;140;64;76;404;183;221;335;136;199;394;162;232;453;191;262;476;218;258;648;276;372;646;292;354;542;241;301
2019;Agosto;Agosto 2019;10. Latina;12.763;5.499;7.264;296;155;141;704;341;363;1.147;465;682;1.208;485;723;1.304;547;757;1.460;579;881;1.580;691;889;1.821;819;1.002;1.730;760;970;1.513;657;856
2019;Agosto;Agosto 2019;11. Carabanchel;15.633;6.693;8.940;374;195;179;882;417;465;1.394;575;819;1.512;615;897;1.719;693;1.026;1.931;791;1.140;1.994;853;1.141;2.068;924;1.144;2.058;905;1.153;1.701;725;976
2019;Agosto;Agosto 2019;12. Usera;9.178;3.923;5.255;267;136;131;633;276;357;813;354;459;867;354;513;1.006;399;607;1.058;441;617;1.208;500;708;1.174;521;653;1.195;510;685;957;432;525
2019;Agosto;Agosto 2019;13. Puente de Vallecas;17.409;7.702;9.707;570;288;282;1.233;592;641;1.694;718;976;1.669;681;988;1.836;752;1.084;1.919;830;1.089;1.944;925;1.019;2.232;965;1.267;2.411;1.094;1.317;1.901;857;1.044
2019;Agosto;Agosto 2019;14. Moratalaz;4.878;2.030;2.848;138;77;61;308;156;152;424;161;263;421;176;245;431;177;254;494;188;306;595;239;356;651;280;371;774;329;445;642;247;395
2019;Agosto;Agosto 2019;15. Ciudad Lineal;10.321;4.394;5.927;181;93;88;418;210;208;831;362;469;889;347;542;1.034;417;617;1.109;479;630;1.263;547;716;1.471;601;870;1.708;767;941;1.417;571;846
2019;Agosto;Agosto 2019;16. Hortaleza;7.858;3.202;4.656;121;67;54;317;158;159;633;287;346;638;250;388;818;297;521;918;330;588;1.048;397;651;1.079;423;656;1.260;526;734;1.026;467;559
2019;Agosto;Agosto 2019;17. Villaverde;10.256;4.345;5.911;338;169;169;636;302;334;903;354;549;959;360;599;1.089;430;659;1.219;485;734;1.293;528;765;1.339;583;756;1.399;614;785;1.081;520;561
2019;Agosto;Agosto 2019;18. Villa de Vallecas;7.199;2.891;4.308;232;122;110;472;228;244;664;264;400;769;297;472;858;307;551;1.014;387;627;873;343;530;801;323;478;831;337;494;685;283;402
2019;Agosto;Agosto 2019;19. Vicálvaro;4.440;1.868;2.572;145;76;69;317;152;165;383;172;211;420;164;256;433;181;252;525;196;329;604;228;376;619;262;357;580;253;327;414;184;230
2019;Agosto;Agosto 2019;20. San Blas-Canillejas;8.554;3.630;4.924;207;110;97;440;211;229;666;278;388;768;310;458;756;292;464;905;344;561;990;409;581;1.262;523;739;1.474;684;790;1.086;469;617
2019;Agosto;Agosto 2019;21. Barajas;1.839;762;1.077;20;12;8;77;34;43;125;54;71;176;59;117;202;82;120;248;100;148;220;96;124;240;105;135;291;118;173;240;102;138
2019;Septiembre;Septiembre 2019;Ciudad de Madrid;162.605;70.037;92.568;3.855;2.055;1.800;8.934;4.285;4.649;13.910;6.086;7.824;14.961;6.056;8.905;16.920;6.824;10.096;18.463;7.617;10.846;19.745;8.405;11.340;21.926;9.458;12.468;23.978;10.637;13.341;19.913;8.614;11.299
2019;Septiembre;Septiembre 2019;01. Centro;7.399;3.723;3.676;59;37;22;216;95;121;669;300;369;819;381;438;873;431;442;902;434;468;971;507;464;985;529;456;1.044;555;489;861;454;407
2019;Septiembre;Septiembre 2019;02. Arganzuela;6.698;2.924;3.774;88;51;37;283;129;154;572;256;316;646;289;357;759;305;454;752;323;429;788;356;432;868;353;515;1.067;465;602;875;397;478
2019;Septiembre;Septiembre 2019;03. Retiro;4.082;1.732;2.350;43;21;22;134;60;74;365;168;197;372;150;222;394;154;240;432;189;243;498;208;290;586;248;338;668;293;375;590;241;349
2019;Septiembre;Septiembre 2019;04. Salamanca;4.658;1.930;2.728;45;21;24;178;80;98;386;174;212;419;176;243;447;172;275;480;207;273;538;223;315;687;273;414;797;334;463;681;270;411
2019;Septiembre;Septiembre 2019;05. Chamartín;4.527;1.919;2.608;30;21;9;129;64;65;329;152;177;412;167;245;454;187;267;483;191;292;544;211;333;663;274;389;831;366;465;652;286;366
2019;Septiembre;Septiembre 2019;06. Tetuán;7.897;3.424;4.473;175;84;91;409;206;203;697;303;394;771;297;474;826;350;476;865;358;507;952;402;550;1.078;490;588;1.131;496;635;993;438;555
2019;Septiembre;Septiembre 2019;07. Chamberí;4.546;1.858;2.688;44;18;26;177;75;102;422;179;243;473;196;277;492;197;295;477;201;276;516;197;319;603;238;365;737;323;414;605;234;371
2019;Septiembre;Septiembre 2019;08. Fuencarral-El Pardo;8.821;3.630;5.191;141;80;61;350;165;185;664;303;361;776;287;489;953;378;575;1.143;446;697;1.163;477;686;1.142;473;669;1.353;581;772;1.136;440;696
2019;Septiembre;Septiembre 2019;09. Moncloa-Aravaca;4.049;1.777;2.272;61;35;26;140;62;78;391;167;224;321;124;197;395;165;230;429;181;248;463;229;234;639;267;372;659;296;363;551;251;300
2019;Septiembre;Septiembre 2019;10. Latina;12.724;5.553;7.171;334;176;158;788;395;393;1.077;461;616;1.176;482;694;1.347;568;779;1.422;585;837;1.531;660;871;1.797;812;985;1.714;755;959;1.538;659;879
2019;Septiembre;Septiembre 2019;11. Carabanchel;15.594;6.692;8.902;451;237;214;950;429;521;1.340;564;776;1.473;608;865;1.662;657;1.005;1.920;787;1.133;1.947;846;1.101;2.062;923;1.139;2.049;899;1.150;1.740;742;998
2019;Septiembre;Septiembre 2019;12. Usera;9.286;3.994;5.292;314;163;151;681;327;354;794;359;435;865;351;514;997;393;604;1.063;434;629;1.214;488;726;1.181;531;650;1.192;503;689;985;445;540
2019;Septiembre;Septiembre 2019;13. Puente de Vallecas;17.215;7.703;9.512;582;308;274;1.215;596;619;1.650;715;935;1.612;673;939;1.809;744;1.065;1.869;818;1.051;1.866;883;983;2.215;956;1.259;2.435;1.127;1.308;1.962;883;1.079
2019;Septiembre;Septiembre 2019;14. Moratalaz;4.939;2.082;2.857;135;78;57;329;167;162;420;170;250;430;176;254;432;177;255;497;194;303;601;246;355;655;286;369;784;333;451;656;255;401
2019;Septiembre;Septiembre 2019;15. Ciudad Lineal;10.226;4.402;5.824;193;102;91;441;217;224;827;385;442;834;337;497;1.018;409;609;1.071;465;606;1.220;523;697;1.460;597;863;1.711;787;924;1.451;580;871
2019;Septiembre;Septiembre 2019;16. Hortaleza;7.750;3.215;4.535;130;70;60;364;188;176;593;285;308;632;257;375;779;287;492;872;341;531;1.022;394;628;1.063;421;642;1.250;516;734;1.045;456;589
2019;Septiembre;Septiembre 2019;17. Villaverde;10.375;4.366;6.009;369;184;185;745;356;389;923;364;559;933;342;591;1.069;407;662;1.192;472;720;1.257;501;756;1.373;593;780;1.391;614;777;1.123;533;590
2019;Septiembre;Septiembre 2019;18. Villa de Vallecas;7.144;2.879;4.265;255;147;108;495;244;251;649;264;385;717;271;446;852;302;550;979;360;619;860;337;523;804;324;480;841;342;499;692;288;404
2019;Septiembre;Septiembre 2019;19. Vicálvaro;4.387;1.815;2.572;155;79;76;337;153;184;364;161;203;390;155;235;431;171;260;493;176;317;603;228;375;607;249;358;590;260;330;417;183;234
2019;Septiembre;Septiembre 2019;20. San Blas-Canillejas;8.495;3.683;4.812;224;129;95;494;245;249;661;303;358;733;288;445;752;295;457;885;364;521;967;394;573;1.227;521;706;1.420;657;763;1.132;487;645
2019;Septiembre;Septiembre 2019;21. Barajas;1.793;736;1.057;27;14;13;79;32;47;117;53;64;157;49;108;179;75;104;237;91;146;224;95;129;231;100;131;314;135;179;228;92;136
2019;Octubre;Octubre 2019;Ciudad de Madrid;164.342;71.279;93.063;3.734;2.023;1.711;9.493;4.647;4.846;14.151;6.170;7.981;15.053;6.203;8.850;16.883;6.841;10.042;18.545;7.637;10.908;19.953;8.615;11.338;22.104;9.617;12.487;24.266;10.791;13.475;20.160;8.735;11.425
2019;Octubre;Octubre 2019;01. Centro;7.439;3.759;3.680;55;38;17;248;119;129;639;270;369;808;363;445;861;438;423;906;445;461;964;500;464;1.008;546;462;1.077;572;505;873;468;405
2019;Octubre;Octubre 2019;02. Arganzuela;6.700;2.987;3.713;92;48;44;306;142;164;562;262;300;658;304;354;745;323;422;745;316;429;777;361;416;862;356;506;1.071;478;593;882;397;485
2019;Octubre;Octubre 2019;03. Retiro;4.076;1.762;2.314;42;21;21;156;72;84;355;163;192;385;163;222;397;168;229;434;184;250;470;201;269;572;234;338;668;298;370;597;258;339
2019;Octubre;Octubre 2019;04. Salamanca;4.720;1.959;2.761;49;23;26;199;98;101;396;174;222;452;201;251;451;177;274;485;210;275;532;219;313;657;256;401;800;329;471;699;272;427
2019;Octubre;Octubre 2019;05. Chamartín;4.480;1.868;2.612;34;23;11;145;72;73;314;136;178;412;162;250;435;161;274;460;176;284;523;204;319;659;270;389;822;364;458;676;300;376
2019;Octubre;Octubre 2019;06. Tetuán;8.064;3.509;4.555;156;74;82;432;223;209;750;314;436;776;308;468;825;343;482;889;381;508;993;437;556;1.085;489;596;1.161;501;660;997;439;558
2019;Octubre;Octubre 2019;07. Chamberí;4.624;1.913;2.711;35;16;19;203;93;110;479;210;269;464;185;279;493;200;293;487;201;286;509;207;302;591;235;356;747;332;415;616;234;382
2019;Octubre;Octubre 2019;08. Fuencarral-El Pardo;8.915;3.705;5.210;127;82;45;410;189;221;693;318;375;767;291;476;960;378;582;1.131;431;700;1.158;475;683;1.163;502;661;1.384;598;786;1.122;441;681
2019;Octubre;Octubre 2019;09. Moncloa-Aravaca;4.027;1.761;2.266;49;26;23;167;69;98;359;151;208;326;145;181;366;143;223;438;182;256;477;230;247;622;268;354;666;302;364;557;245;312
2019;Octubre;Octubre 2019;10. Latina;12.990;5.702;7.288;331;177;154;817;409;408;1.134;480;654;1.186;502;684;1.350;577;773;1.450;588;862;1.572;703;869;1.844;842;1.002;1.744;768;976;1.562;656;906
2019;Octubre;Octubre 2019;11. Carabanchel;15.871;6.864;9.007;443;235;208;1.001;490;511;1.382;587;795;1.451;594;857;1.710;685;1.025;1.917;778;1.139;2.020;877;1.143;2.076;945;1.131;2.105;925;1.180;1.766;748;1.018
2019;Octubre;Octubre 2019;12. Usera;9.335;4.079;5.256;297;155;142;697;347;350;826;383;443;861;344;517;975;393;582;1.035;420;615;1.233;517;716;1.207;550;657;1.197;513;684;1.007;457;550
2019;Octubre;Octubre 2019;13. Puente de Vallecas;17.339;7.760;9.579;560;306;254;1.271;622;649;1.654;713;941;1.610;656;954;1.773;722;1.051;1.913;837;1.076;1.908;910;998;2.252;975;1.277;2.433;1.136;1.297;1.965;883;1.082
2019;Octubre;Octubre 2019;14. Moratalaz;4.967;2.101;2.866;125;73;52;333;165;168;416;179;237;428;180;248;432;174;258;494;192;302;595;249;346;671;287;384;808;345;463;665;257;408
2019;Octubre;Octubre 2019;15. Ciudad Lineal;10.368;4.495;5.873;186;107;79;449;232;217;809;389;420;896;377;519;1.006;390;616;1.094;478;616;1.244;538;706;1.489;603;886;1.736;789;947;1.459;592;867
2019;Octubre;Octubre 2019;16. Hortaleza;7.780;3.269;4.511;138;82;56;394;199;195;586;280;306;640;253;387;767;289;478;849;323;526;1.018;404;614;1.078;433;645;1.246;526;720;1.064;480;584
2019;Octubre;Octubre 2019;17. Villaverde;10.561;4.480;6.081;363;188;175;777;394;383;952;379;573;938;366;572;1.099;420;679;1.218;483;735;1.269;501;768;1.388;596;792;1.410;611;799;1.147;542;605
2019;Octubre;Octubre 2019;18. Villa de Vallecas;7.222;2.936;4.286;265;147;118;502;236;266;664;270;394;710;274;436;883;323;560;979;367;612;877;352;525;794;337;457;850;343;507;698;287;411
2019;Octubre;Octubre 2019;19. Vicálvaro;4.491;1.879;2.612;152;73;79;347;169;178;379;160;219;405;172;233;430;166;264;503;186;317;618;240;378;627;253;374;600;264;336;430;196;234
2019;Octubre;Octubre 2019;20. San Blas-Canillejas;8.574;3.743;4.831;207;114;93;535;262;273;687;300;387;731;312;419;747;296;451;888;370;518;958;391;567;1.231;537;694;1.443;672;771;1.147;489;658
2019;Octubre;Octubre 2019;21. Barajas;1.799;748;1.051;28;15;13;104;45;59;115;52;63;149;51;98;178;75;103;230;89;141;238;99;139;228;103;125;298;125;173;231;94;137
2019;Noviembre;Noviembre 2019;Ciudad de Madrid;163.632;71.395;92.237;3.640;1.990;1.650;9.330;4.518;4.812;13.973;6.169;7.804;15.162;6.296;8.866;16.893;6.891;10.002;18.338;7.605;10.733;19.866;8.637;11.229;21.877;9.596;12.281;24.241;10.814;13.427;20.312;8.879;11.433
2019;Noviembre;Noviembre 2019;01. Centro;7.521;3.875;3.646;51;36;15;249;121;128;662;308;354;873;413;460;878;455;423;905;456;449;958;500;458;999;547;452;1.055;560;495;891;479;412
2019;Noviembre;Noviembre 2019;02. Arganzuela;6.646;2.965;3.681;95;44;51;297;145;152;556;245;311;657;305;352;732;312;420;723;311;412;774;360;414;850;354;496;1.062;482;580;900;407;493
2019;Noviembre;Noviembre 2019;03. Retiro;4.039;1.761;2.278;45;24;21;154;68;86;329;168;161;369;153;216;403;171;232;425;189;236;479;204;275;556;239;317;668;288;380;611;257;354
2019;Noviembre;Noviembre 2019;04. Salamanca;4.736;1.961;2.775;53;26;27;206;98;108;414;183;231;458;193;265;466;190;276;458;191;267;529;216;313;637;256;381;804;322;482;711;286;425
2019;Noviembre;Noviembre 2019;05. Chamartín;4.480;1.870;2.610;36;26;10;138;63;75;308;138;170;402;166;236;425;162;263;478;179;299;520;207;313;661;269;392;836;370;466;676;290;386
2019;Noviembre;Noviembre 2019;06. Tetuán;8.015;3.514;4.501;146;68;78;437;216;221;730;317;413;777;310;467;805;338;467;892;393;499;984;434;550;1.096;495;601;1.148;496;652;1.000;447;553
2019;Noviembre;Noviembre 2019;07. Chamberí;4.612;1.913;2.699;35;16;19;193;93;100;457;191;266;461;193;268;500;209;291;499;202;297;521;216;305;605;239;366;730;325;405;611;229;382
2019;Noviembre;Noviembre 2019;08. Fuencarral-El Pardo;8.879;3.707;5.172;131;84;47;419;190;229;665;314;351;781;303;478;964;383;581;1.119;425;694;1.140;481;659;1.182;502;680;1.344;579;765;1.134;446;688
2019;Noviembre;Noviembre 2019;09. Moncloa-Aravaca;4.079;1.807;2.272;55;32;23;179;80;99;354;153;201;333;143;190;372;145;227;449;190;259;481;238;243;604;257;347;685;317;368;567;252;315
2019;Noviembre;Noviembre 2019;10. Latina;12.987;5.793;7.194;306;169;137;767;397;370;1.142;524;618;1.201;526;675;1.363;591;772;1.437;603;834;1.578;694;884;1.816;822;994;1.792;791;1.001;1.585;676;909
