fecha,distrito,precio_m2,variacion_mensual,variacion_trimestral,variacion_anual
12-2011,SAN BLAS-CANILLEJAS,"10,1","0,2","-3,4","-7,2"
11-2011,SAN BLAS-CANILLEJAS,10,"-3,1","-3,2","-9,9"
10-2011,SAN BLAS-CANILLEJAS,"10,4","-0,6","-1,7","-5,4"
09-2011,SAN BLAS-CANILLEJAS,"10,4","0,4","-0,7","-6,7"
08-2011,SAN BLAS-CANILLEJAS,"10,4","-1,5","-5,4","-8,1"
07-2011,SAN BLAS-CANILLEJAS,"10,5","0,4","-3,9","-6,2"
06-2011,SAN BLAS-CANILLEJAS,"10,5","-4,4","-4,3","-7,4"
05-2011,SAN BLAS-CANILLEJAS,11,"0,1","-2,6","-5,4"
04-2011,SAN BLAS-CANILLEJAS,11,0,"0,4",-6
03-2011,SAN BLAS-CANILLEJAS,11,"-2,7","1,3",-6
02-2011,SAN BLAS-CANILLEJAS,"11,3","3,2","1,1",-2
01-2011,SAN BLAS-CANILLEJAS,"10,9","0,8","-0,3","-7,9"
12-2010,SAN BLAS-CANILLEJAS,"10,8","-2,8","-2,9","-8,7"
11-2010,SAN BLAS-CANILLEJAS,"11,1","1,8","-1,3","-7,6"
10-2010,SAN BLAS-CANILLEJAS,11,"-1,8","-2,5",
09-2010,SAN BLAS-CANILLEJAS,"11,2","-1,2","-1,5",
08-2010,SAN BLAS-CANILLEJAS,"11,3","0,5","-2,7",
07-2010,SAN BLAS-CANILLEJAS,"11,2","-0,9","-3,7",
06-2010,SAN BLAS-CANILLEJAS,"11,3","-2,3","-2,9",
05-2010,SAN BLAS-CANILLEJAS,"11,6","-0,6","0,9",
04-2010,SAN BLAS-CANILLEJAS,"11,7",0,"-1,7",
03-2010,SAN BLAS-CANILLEJAS,"11,7","1,4","-1,7",
02-2010,SAN BLAS-CANILLEJAS,"11,5","-3,1","-4,7",
01-2010,SAN BLAS-CANILLEJAS,"11,9",0,,
12-2009,SAN BLAS-CANILLEJAS,"11,9","-1,7",,
11-2009,SAN BLAS-CANILLEJAS,"12,1",,,
10-2009,SAN BLAS-CANILLEJAS,,,,
09-2009,SAN BLAS-CANILLEJAS,,,,
08-2009,SAN BLAS-CANILLEJAS,,,,
07-2009,SAN BLAS-CANILLEJAS,,,,
06-2009,SAN BLAS-CANILLEJAS,,,,
05-2009,SAN BLAS-CANILLEJAS,,,,
04-2009,SAN BLAS-CANILLEJAS,,,,
03-2009,SAN BLAS-CANILLEJAS,,,,
02-2009,SAN BLAS-CANILLEJAS,,,,
01-2009,SAN BLAS-CANILLEJAS,,,,
12-2008,SAN BLAS-CANILLEJAS,,,,
11-2008,SAN BLAS-CANILLEJAS,,,,
10-2008,SAN BLAS-CANILLEJAS,,,,
09-2008,SAN BLAS-CANILLEJAS,,,,
08-2008,SAN BLAS-CANILLEJAS,,,,
07-2008,SAN BLAS-CANILLEJAS,,,,
06-2008,SAN BLAS-CANILLEJAS,,,,
05-2008,SAN BLAS-CANILLEJAS,,,,
04-2008,SAN BLAS-CANILLEJAS,,,,
03-2008,SAN BLAS-CANILLEJAS,,,,
02-2008,SAN BLAS-CANILLEJAS,,,,
01-2008,SAN BLAS-CANILLEJAS,,,,
12-2007,SAN BLAS-CANILLEJAS,,,,
11-2007,SAN BLAS-CANILLEJAS,,,,
10-2007,SAN BLAS-CANILLEJAS,,,,
09-2007,SAN BLAS-CANILLEJAS,,,,
08-2007,SAN BLAS-CANILLEJAS,,,,
07-2007,SAN BLAS-CANILLEJAS,,,,
06-2007,SAN BLAS-CANILLEJAS,,,,
05-2007,SAN BLAS-CANILLEJAS,,,,
04-2007,SAN BLAS-CANILLEJAS,,,,
03-2007,SAN BLAS-CANILLEJAS,,,,
02-2007,SAN BLAS-CANILLEJAS,,,,
01-2007,SAN BLAS-CANILLEJAS,,,,
12-2006,SAN BLAS-CANILLEJAS,,,,
11-2006,SAN BLAS-CANILLEJAS,,,,
10-2006,SAN BLAS-CANILLEJAS,,,,
09-2006,SAN BLAS-CANILLEJAS,,,,
08-2006,SAN BLAS-CANILLEJAS,,,,
07-2006,SAN BLAS-CANILLEJAS,,,,
06-2006,SAN BLAS-CANILLEJAS,,,,
05-2006,SAN BLAS-CANILLEJAS,,,,
04-2006,SAN BLAS-CANILLEJAS,,,,
03-2006,SAN BLAS-CANILLEJAS,,,,
02-2006,SAN BLAS-CANILLEJAS,,,,
01-2006,SAN BLAS-CANILLEJAS,,,,
04-2024,TETUÁN,"19,7","1,2","5,1","15,2"
03-2024,TETUÁN,"19,5","1,7","5,5","15,2"
02-2024,TETUÁN,"19,1","2,1","6,4","13,4"
01-2024,TETUÁN,"18,8","1,6","5,2","11,5"
12-2023,TETUÁN,"18,5","2,6","5,8","11,9"
11-2023,TETUÁN,18,1,"4,1","10,6"
10-2023,TETUÁN,"17,8","2,1","3,5","10,2"
09-2023,TETUÁN,"17,5","0,9","0,7",8
08-2023,TETUÁN,"17,3","0,5",0,"8,5"
07-2023,TETUÁN,"17,2","-0,7","0,5","9,2"
06-2023,TETUÁN,"17,3","0,2","2,5","11,4"
05-2023,TETUÁN,"17,3",1,"2,4","12,4"
04-2023,TETUÁN,"17,1","1,3","1,8","11,4"
03-2023,TETUÁN,"16,9","0,1","2,4","10,5"
02-2023,TETUÁN,"16,9","0,4","3,7",11
01-2023,TETUÁN,"16,8","1,9",4,"11,4"
12-2022,TETUÁN,"16,5","1,4","2,1",10
11-2022,TETUÁN,"16,3","0,7","2,2","10,4"
10-2022,TETUÁN,"16,2","0,1","2,6","10,3"
09-2022,TETUÁN,"16,2","1,4","3,8","11,1"
08-2022,TETUÁN,"15,9","1,1","3,5","10,9"
07-2022,TETUÁN,"15,8","1,3","2,5","10,8"
06-2022,TETUÁN,"15,6","1,1","1,7","9,6"
05-2022,TETUÁN,"15,4","0,1","1,2","8,1"
04-2022,TETUÁN,"15,4","0,5","1,8","8,4"
03-2022,TETUÁN,"15,3","0,6",2,"6,9"
02-2022,TETUÁN,"15,2","0,7","3,1","6,5"
01-2022,TETUÁN,"15,1","0,7",3,"4,7"
12-2021,TETUÁN,15,"1,7","3,2","2,3"
11-2021,TETUÁN,"14,7","0,6","2,7","-1,7"
10-2021,TETUÁN,"14,7","0,9","3,1","-4,2"
09-2021,TETUÁN,"14,5","1,2","2,4","-7,3"
08-2021,TETUÁN,"14,4","0,9","0,9","-9,6"
07-2021,TETUÁN,"14,2","0,2","0,3",-11
06-2021,TETUÁN,"14,2","-0,2","-0,8","-12,2"
05-2021,TETUÁN,"14,2","0,3","-0,4","-13,1"
04-2021,TETUÁN,"14,2","-0,9","-1,6","-12,6"
03-2021,TETUÁN,"14,3","0,2","-2,4","-10,5"
02-2021,TETUÁN,"14,3","-0,9","-4,8","-9,7"
01-2021,TETUÁN,"14,4","-1,6","-5,8","-8,8"
12-2020,TETUÁN,"14,7","-2,3","-6,6","-7,9"
11-2020,TETUÁN,15,-2,"-5,6","-5,6"
10-2020,TETUÁN,"15,3","-2,4","-4,3",-3
09-2020,TETUÁN,"15,7","-1,3",-3,"-0,6"
08-2020,TETUÁN,"15,9","-0,6","-2,9","1,8"
07-2020,TETUÁN,16,"-1,1","-1,4","2,6"
06-2020,TETUÁN,"16,2","-1,2","1,2","2,8"
05-2020,TETUÁN,"16,4","0,9","3,6","4,2"
04-2020,TETUÁN,"16,2","1,5","2,6","4,2"
03-2020,TETUÁN,16,"1,1","0,4","3,9"
02-2020,TETUÁN,"15,8",0,"-0,6","3,4"
01-2020,TETUÁN,"15,8","-0,7","0,2","3,1"
12-2019,TETUÁN,"15,9","0,1","0,8","5,3"
11-2019,TETUÁN,"15,9","0,7","1,8",5
10-2019,TETUÁN,"15,8",0,"1,3","5,2"
09-2019,TETUÁN,"15,8","1,1","0,3","5,3"
08-2019,TETUÁN,"15,6","0,2","-0,6","4,2"
07-2019,TETUÁN,"15,6","-0,9","0,1",4
06-2019,TETUÁN,"15,7","0,1","2,3","4,9"
05-2019,TETUÁN,"15,7","0,9","2,7","4,8"
04-2019,TETUÁN,"15,6","1,2","1,5","3,8"
03-2019,TETUÁN,"15,4","0,6","1,8","2,7"
02-2019,TETUÁN,"15,3","-0,3",1,"2,1"
01-2019,TETUÁN,"15,3","1,5","2,3","2,4"
12-2018,TETUÁN,"15,1","-0,2","0,8","3,5"
11-2018,TETUÁN,"15,1","0,9",1,"4,9"
10-2018,TETUÁN,15,"0,1","0,1","5,3"
09-2018,TETUÁN,15,0,0,"6,1"
08-2018,TETUÁN,15,0,0,8
07-2018,TETUÁN,15,0,0,8
06-2018,TETUÁN,15,0,0,"8,7"
05-2018,TETUÁN,15,0,"0,1","8,4"
04-2018,TETUÁN,15,0,"0,1","9,1"
03-2018,TETUÁN,15,"0,1","2,6","9,1"
02-2018,TETUÁN,15,0,"3,8","10,3"
01-2018,TETUÁN,15,"2,6","5,1","12,4"
12-2017,TETUÁN,"14,6","1,2","3,3","9,6"
11-2017,TETUÁN,"14,4","1,3",4,"11,7"
10-2017,TETUÁN,"14,3","0,8","2,7","10,5"
09-2017,TETUÁN,"14,1","1,8","2,5","11,3"
08-2017,TETUÁN,"13,9",0,"0,4","11,2"
07-2017,TETUÁN,"13,9","0,7",1,"10,9"
06-2017,TETUÁN,"13,8","-0,3","0,3","9,9"
05-2017,TETUÁN,"13,8","0,7","1,9","10,3"
04-2017,TETUÁN,"13,7",0,3,"11,3"
03-2017,TETUÁN,"13,7","1,3","3,2","12,5"
02-2017,TETUÁN,"13,6","1,8","5,1","10,8"
01-2017,TETUÁN,"13,3","0,1","3,4","9,3"
12-2016,TETUÁN,"13,3","3,1","4,9","9,7"
11-2016,TETUÁN,"12,9","0,2","3,4","8,8"
10-2016,TETUÁN,"12,9","1,6",3,"8,9"
09-2016,TETUÁN,"12,7","1,7","1,2","8,5"
08-2016,TETUÁN,"12,5","-0,2","-0,4","6,7"
07-2016,TETUÁN,"12,5","-0,2","1,4","7,4"
06-2016,TETUÁN,"12,5","0,1","2,6",8
05-2016,TETUÁN,"12,5","1,5","2,4","8,6"
04-2016,TETUÁN,"12,3",1,"1,2","7,3"
03-2016,TETUÁN,"12,2","-0,2","0,6","6,3"
02-2016,TETUÁN,"12,2","0,4","3,1","7,8"
01-2016,TETUÁN,"12,2","0,5",3,"7,4"
12-2015,TETUÁN,"12,1","2,3","3,8","6,4"
11-2015,TETUÁN,"11,9","0,3","1,5","4,2"
10-2015,TETUÁN,"11,8","1,2","1,6","4,4"
09-2015,TETUÁN,"11,7",0,"0,7","2,9"
08-2015,TETUÁN,"11,7","0,4","1,4","3,5"
07-2015,TETUÁN,"11,7","0,3","1,3","3,6"
06-2015,TETUÁN,"11,6","0,7","1,1","3,4"
05-2015,TETUÁN,"11,5","0,2","1,6","2,8"
04-2015,TETUÁN,"11,5","0,2","1,3","2,4"
03-2015,TETUÁN,"11,5","1,2","0,6","3,5"
02-2015,TETUÁN,"11,4",0,"-0,4","2,1"
01-2015,TETUÁN,"11,4","-0,5","0,1","0,9"
12-2014,TETUÁN,"11,4","0,2","0,4","1,9"
11-2014,TETUÁN,"11,4","0,5","0,9","1,1"
10-2014,TETUÁN,"11,3","-0,2","0,9","0,6"
09-2014,TETUÁN,"11,4","0,6","1,2","0,5"
08-2014,TETUÁN,"11,3","0,5","0,7","-0,2"
07-2014,TETUÁN,"11,2","0,1",0,"-2,2"
06-2014,TETUÁN,"11,2","0,2","1,2","-2,3"
05-2014,TETUÁN,"11,2","-0,2","0,9","-2,1"
04-2014,TETUÁN,"11,2","1,2","-0,1","-2,2"
03-2014,TETUÁN,"11,1","-0,1","-0,9","-4,2"
02-2014,TETUÁN,"11,1","-1,1","-1,4","-4,2"
01-2014,TETUÁN,"11,2","0,4","-0,2","-3,8"
12-2013,TETUÁN,"11,2","-0,6",-1,"-4,9"
11-2013,TETUÁN,"11,3",0,"-0,4",-5
10-2013,TETUÁN,"11,3","-0,4",-2,-6
09-2013,TETUÁN,"11,3",0,"-1,6","-5,6"
08-2013,TETUÁN,"11,3","-1,6","-1,3","-6,8"
07-2013,TETUÁN,"11,5",0,"0,1","-5,6"
06-2013,TETUÁN,"11,5","0,4","-0,8","-6,1"
05-2013,TETUÁN,"11,5","-0,3","-1,2","-6,6"
04-2013,TETUÁN,"11,5","-0,9","-1,7",-6
03-2013,TETUÁN,"11,6","-0,1","-1,6","-5,4"
02-2013,TETUÁN,"11,6","-0,7","-2,2","-5,3"
01-2013,TETUÁN,"11,7","-0,7","-2,5","-4,7"
12-2012,TETUÁN,"11,8","-0,8","-1,8","-4,5"
11-2012,TETUÁN,"11,9",-1,"-2,2",-5
10-2012,TETUÁN,12,0,"-1,6",-4
09-2012,TETUÁN,12,"-1,2","-2,1",-4
08-2012,TETUÁN,"12,1","-0,4","-1,1","-2,9"
07-2012,TETUÁN,"12,2","-0,5","-0,3","-2,5"
06-2012,TETUÁN,"12,2","-0,2",0,"-1,1"
05-2012,TETUÁN,"12,3","0,4","0,1","-1,9"
04-2012,TETUÁN,"12,2","-0,2","-0,4","-2,3"
03-2012,TETUÁN,"12,2","-0,1","-0,7","-3,2"
02-2012,TETUÁN,"12,3","-0,1","-1,9","-3,2"
01-2012,TETUÁN,"12,3","-0,5","-1,8","-3,7"
12-2011,TETUÁN,"12,3","-1,3","-1,3","-5,6"
11-2011,TETUÁN,"12,5",0,0,"-4,7"
10-2011,TETUÁN,"12,5",0,0,-3
09-2011,TETUÁN,"12,5",0,"0,9","-3,8"
08-2011,TETUÁN,"12,5",0,"-0,1","-3,8"
07-2011,TETUÁN,"12,5","0,9","-0,1",-2
06-2011,TETUÁN,"12,4",-1,"-2,1","-5,1"
05-2011,TETUÁN,"12,5",0,"-1,2",-6
04-2011,TETUÁN,"12,5","-1,1","-1,8","-8,9"
03-2011,TETUÁN,"12,7","-0,1","-3,1","-9,5"
02-2011,TETUÁN,"12,7","-0,6","-3,4","-7,8"
01-2011,TETUÁN,"12,7","-2,4","-1,1","-7,4"
12-2010,TETUÁN,"13,1","-0,4","0,5","-7,3"
11-2010,TETUÁN,"13,1","1,8","0,9",-7
10-2010,TETUÁN,"12,9","-0,8",1,"-6,3"
09-2010,TETUÁN,13,0,"-0,4",-3
08-2010,TETUÁN,13,"1,8","-2,4","-3,4"
07-2010,TETUÁN,"12,8","-2,2","-7,1","-10,1"
06-2010,TETUÁN,13,"-1,9","-6,7","-9,3"
05-2010,TETUÁN,"13,3","-3,1","-3,1","-8,8"
04-2010,TETUÁN,"13,7","-1,8","-0,2",
03-2010,TETUÁN,14,"1,8","-0,8",
02-2010,TETUÁN,"13,7","-0,2","-2,6",
01-2010,TETUÁN,"13,8","-2,4",0,
12-2009,TETUÁN,"14,1",0,"5,2",
11-2009,TETUÁN,"14,1","2,5","4,9",
10-2009,TETUÁN,"13,8","2,7","-3,1",
09-2009,TETUÁN,"13,4","-0,4","-6,9",
08-2009,TETUÁN,"13,4","-5,3","-7,8",
07-2009,TETUÁN,"14,2","-1,4",,
06-2009,TETUÁN,"14,4","-1,3",,
05-2009,TETUÁN,"14,6",,,
04-2009,TETUÁN,,,,
03-2009,TETUÁN,,,,
02-2009,TETUÁN,,,,
01-2009,TETUÁN,,,,
12-2008,TETUÁN,,,,
11-2008,TETUÁN,,,,
10-2008,TETUÁN,,,,
09-2008,TETUÁN,,,,
08-2008,TETUÁN,,,,
07-2008,TETUÁN,,,,
06-2008,TETUÁN,,,,
05-2008,TETUÁN,,,,
04-2008,TETUÁN,,,,
03-2008,TETUÁN,,,,
02-2008,TETUÁN,,,,
01-2008,TETUÁN,,,,
12-2007,TETUÁN,,,,
11-2007,TETUÁN,,,,
10-2007,TETUÁN,,,,
09-2007,TETUÁN,,,,
08-2007,TETUÁN,,,,
07-2007,TETUÁN,,,,
06-2007,TETUÁN,,,,
05-2007,TETUÁN,,,,
04-2007,TETUÁN,,,,
03-2007,TETUÁN,,,,
02-2007,TETUÁN,,,,
01-2007,TETUÁN,,,,
12-2006,TETUÁN,,,,
11-2006,TETUÁN,,,,
10-2006,TETUÁN,,,,
09-2006,TETUÁN,,,,
08-2006,TETUÁN,,,,
07-2006,TETUÁN,,,,
06-2006,TETUÁN,,,,
05-2006,TETUÁN,,,,
04-2006,TETUÁN,,,,
03-2006,TETUÁN,,,,
02-2006,TETUÁN,,,,
01-2006,TETUÁN,,,,
04-2024,USERA,"15,5","3,30","9,50","16,40"
03-2024,USERA,15,"3,40","5,10","11,70"
02-2024,USERA,"14,5","2,60","3,20","7,60"
01-2024,USERA,"14,2","-0,90","2,40","8,30"
12-2023,USERA,"14,3","1,50","3,90","12,40"
11-2023,USERA,"14,1","1,90","6,10","11,70"
10-2023,USERA,"13,8","0,60","3,80","9,20"
09-2023,USERA,"13,8","3,60","3,20","8,20"
08-2023,USERA,"13,3","-0,30","-1,60","3,40"
07-2023,USERA,"13,3","-0,10","0,00","4,00"
06-2023,USERA,"13,3","-1,20","-0,90","8,30"
05-2023,USERA,"13,5","1,30","-0,20","13,20"
04-2023,USERA,"13,3","-0,90","1,90","15,10"
03-2023,USERA,"13,4","-0,50","5,80","20,80"
02-2023,USERA,"13,5","3,30","7,10","21,10"
01-2023,USERA,"13,1","2,90","3,20","16,70"
12-2022,USERA,"12,7","0,80","0,00","12,70"
11-2022,USERA,"12,6","-0,40","-1,70","12,20"
10-2022,USERA,"12,7","-0,30","-1,10","11,00"
09-2022,USERA,"12,7","-0,90","3,30","12,80"
08-2022,USERA,"12,8","0,20","7,70","17,40"
07-2022,USERA,"12,8","4,10","10,70","18,50"
06-2022,USERA,"12,3","3,30","10,50","13,90"
05-2022,USERA,"11,9","2,90","6,80","8,30"
04-2022,USERA,"11,6","4,00","3,30","4,10"
03-2022,USERA,"11,1","-0,20","-1,40","1,20"
02-2022,USERA,"11,2","-0,40","-0,80","0,10"
01-2022,USERA,"11,2","-0,70","-1,80","-0,10"
12-2021,USERA,"11,3","0,40","0,20","-0,20"
11-2021,USERA,"11,2","-1,50","2,90","-1,20"
10-2021,USERA,"11,4","1,30","5,60","-1,00"
09-2021,USERA,"11,3","3,10","4,30","-3,40"
08-2021,USERA,"10,9","1,10","-0,60","-6,50"
07-2021,USERA,"10,8","0,10","-2,80","-9,20"
06-2021,USERA,"10,8","-1,80","-1,80","-11,10"
05-2021,USERA,11,"-1,10","-1,40","-9,90"
04-2021,USERA,"11,1","1,10","-0,90","-9,00"
03-2021,USERA,11,"-1,30","-2,80","-9,70"
02-2021,USERA,"11,1","-0,60","-2,00","-7,30"
01-2021,USERA,"11,2","-0,90","-2,70","-4,50"
12-2020,USERA,"11,3","-0,50","-3,00","-2,90"
11-2020,USERA,"11,4","-1,30","-2,70","-5,70"
10-2020,USERA,"11,5","-1,10","-3,10","-4,60"
09-2020,USERA,"11,7","-0,30","-4,00","-1,20"
08-2020,USERA,"11,7","-1,70","-4,30","-1,40"
07-2020,USERA,"11,9","-2,00","-2,60","0,70"
06-2020,USERA,"12,1","-0,50","-0,40","6,60"
05-2020,USERA,"12,2","-0,10","1,50","7,20"
04-2020,USERA,"12,2","0,20","4,00","8,30"
03-2020,USERA,"12,2","1,30","4,60","11,90"
02-2020,USERA,12,"2,40","-0,30","8,20"
01-2020,USERA,"11,7","0,80","-2,70","5,50"
12-2019,USERA,"11,6","-3,50","-1,30","5,90"
11-2019,USERA,"12,1","-0,10","1,80","8,80"
10-2019,USERA,"12,1","2,30","2,20","10,60"
09-2019,USERA,"11,8","-0,40","3,70","10,70"
08-2019,USERA,"11,8","0,30","4,10","11,00"
07-2019,USERA,"11,8","3,70","4,70","9,60"
06-2019,USERA,"11,4","0,00","4,60","6,40"
05-2019,USERA,"11,4","1,00","2,40","6,90"
04-2019,USERA,"11,3","3,60","1,20","5,40"
03-2019,USERA,"10,9","-2,10","-1,10","2,70"
02-2019,USERA,"11,1","-0,10","0,30","6,50"
01-2019,USERA,"11,1","1,20","2,00","9,10"
12-2018,USERA,11,"-0,80","3,20","8,10"
11-2018,USERA,"11,1","1,60","3,90","10,60"
10-2018,USERA,"10,9","2,40","1,40","9,90"
09-2018,USERA,"10,7","-0,10","-0,30","10,30"
08-2018,USERA,"10,7","-0,80","0,30","9,90"
07-2018,USERA,"10,8","0,70","0,70","10,90"
06-2018,USERA,"10,7","0,50","1,00","10,90"
05-2018,USERA,"10,6","-0,50","1,90","9,40"
04-2018,USERA,"10,7","1,00","4,80","11,10"
03-2018,USERA,"10,6","1,40","4,10","7,70"
02-2018,USERA,"10,4","2,40","4,10","11,40"
01-2018,USERA,"10,2","0,30","2,70","12,30"
12-2017,USERA,"10,2","1,40","5,30","11,90"
11-2017,USERA,10,"1,00","3,20","11,30"
10-2017,USERA,"9,9","2,80","2,30","9,40"
09-2017,USERA,"9,7","-0,50","0,20","7,70"
08-2017,USERA,"9,7","0,10","-0,20","9,10"
07-2017,USERA,"9,7","0,70","0,90","8,60"
06-2017,USERA,"9,6","-0,90","-2,00","5,60"
05-2017,USERA,"9,7","1,10","3,80","7,10"
04-2017,USERA,"9,6","-2,10","5,90","6,20"
03-2017,USERA,"9,8","4,90","8,20","9,70"
02-2017,USERA,"9,4","3,10","4,10","3,80"
01-2017,USERA,"9,1","0,00","0,10","1,10"
12-2016,USERA,"9,1","0,90","1,30","1,10"
11-2016,USERA,9,"-0,80","1,20","1,60"
10-2016,USERA,"9,1","1,30","1,60","4,90"
09-2016,USERA,9,"0,70","-1,80","3,60"
08-2016,USERA,"8,9","-0,40","-2,00","3,70"
07-2016,USERA,"8,9","-2,10","-1,30","5,20"
06-2016,USERA,"9,1","0,50","1,90","6,90"
05-2016,USERA,"9,1","0,30","0,60","6,40"
04-2016,USERA,"9,1","1,10","0,80","7,10"
03-2016,USERA,9,"-0,80","-0,30","7,70"
02-2016,USERA,9,"0,50","1,90","8,50"
01-2016,USERA,9,"-0,10","3,80","8,00"
12-2015,USERA,9,"1,50","3,80","7,10"
11-2015,USERA,"8,9","2,40","3,20","5,10"
10-2015,USERA,"8,7","0,00","1,90","3,90"
09-2015,USERA,"8,7","0,80","1,40","3,90"
08-2015,USERA,"8,6","1,10","0,60","4,60"
07-2015,USERA,"8,5","-0,50","0,50","3,20"
06-2015,USERA,"8,5","0,00","2,60","3,60"
05-2015,USERA,"8,5","1,00","2,50","2,80"
04-2015,USERA,"8,5","1,60","1,70","2,90"
03-2015,USERA,"8,3","0,00","-0,80","1,20"
02-2015,USERA,"8,3","0,10","-1,30","-0,10"
01-2015,USERA,"8,3","-0,90","-0,20","-0,10"
12-2014,USERA,"8,4","-0,40","0,80","2,10"
11-2014,USERA,"8,4","1,20","2,70","1,10"
10-2014,USERA,"8,3","0,00","1,20","-0,10"
09-2014,USERA,"8,3","1,50","1,00","-0,10"
08-2014,USERA,"8,2","-0,30","-1,20","-0,60"
07-2014,USERA,"8,2","-0,10","0,20","-1,30"
06-2014,USERA,"8,3","-0,80","0,20","-2,10"
05-2014,USERA,"8,3","1,10","-0,30","-2,60"
04-2014,USERA,"8,2","-0,20","-1,30","-5,10"
03-2014,USERA,"8,2","-1,20","0,00","-5,70"
02-2014,USERA,"8,3","0,10","-0,10","-4,80"
01-2014,USERA,"8,3","1,20","-0,20","-3,80"
12-2013,USERA,"8,2","-1,40","-1,40","-5,00"
11-2013,USERA,"8,3","0,00","1,00","-4,80"
10-2013,USERA,"8,3","0,00","0,00","-4,80"
09-2013,USERA,"8,3","1,00","-1,00","-3,40"
08-2013,USERA,"8,3","-1,00","-3,20","-5,50"
07-2013,USERA,"8,4","-0,90","-3,60","-7,10"
06-2013,USERA,"8,4","-1,30","-3,40","-5,30"
05-2013,USERA,"8,5","-1,40","-2,50","-5,70"
04-2013,USERA,"8,7","-0,80","0,00","-5,70"
03-2013,USERA,"8,7","-0,30","0,80","-2,90"
02-2013,USERA,"8,8","1,10","-0,10","-3,60"
01-2013,USERA,"8,7","0,00","-1,20","-6,70"
12-2012,USERA,"8,7","-1,20","0,20","-6,70"
11-2012,USERA,"8,8","0,00","0,30","-5,00"
10-2012,USERA,"8,8","1,40","-2,50","-5,70"
09-2012,USERA,"8,6","-1,10","-2,80","-9,10"
08-2012,USERA,"8,7","-2,70","-3,40","-9,40"
07-2012,USERA,9,"1,10","-2,10","-7,50"
06-2012,USERA,"8,9","-1,70","-1,10","-10,50"
05-2012,USERA,"9,1","-1,40","-0,30","-12,40"
04-2012,USERA,"9,2","2,10","-1,10","-13,90"
03-2012,USERA,9,"-1,00","-3,10","-20,60"
02-2012,USERA,"9,1","-2,20","-1,60","-22,70"
01-2012,USERA,"9,3","0,00","-0,10","-19,30"
12-2011,USERA,"9,3","0,60","-2,30","-15,30"
11-2011,USERA,"9,2","-0,70","-4,30","-14,50"
10-2011,USERA,"9,3","-2,30","-4,40","-4,90"
09-2011,USERA,"9,5","-1,50","-4,40","-8,40"
08-2011,USERA,"9,6","-0,80","-6,60","-1,30"
07-2011,USERA,"9,7","-2,20","-8,90","0,00"
06-2011,USERA,"9,9","-3,80","-12,30","0,00"
05-2011,USERA,"10,3","-3,10","-12,10","0,00"
04-2011,USERA,"10,7","-5,90","-7,20","0,00"
03-2011,USERA,"11,3","-3,60","3,40","0,00"
02-2011,USERA,"11,8","2,20","8,80","0,00"
01-2011,USERA,"11,5","4,90","17,70","0,00"
12-2010,USERA,11,"1,50","5,60","0,00"
11-2010,USERA,"10,8","10,50","10,50","0,00"
10-2010,USERA,"9,8","-5,80","0,00","0,00"
09-2010,USERA,"10,4","6,20","0,00","0,00"
08-2010,USERA,"9,8","0,00","0,00","0,00"
07-2010,USERA,0,"0,00","0,00","0,00"
06-2010,USERA,0,"0,00","0,00","0,00"
05-2010,USERA,0,"0,00","0,00","0,00"
04-2010,USERA,0,"0,00","0,00","0,00"
03-2010,USERA,0,"0,00","0,00","0,00"
02-2010,USERA,0,"0,00","0,00","0,00"
01-2010,USERA,0,"0,00","0,00","0,00"
04-2024,VICÁLVARO,"13,1","-1,1","2,2","15,1"
03-2024,VICÁLVARO,"13,2","2,8","5,1","17,9"
02-2024,VICÁLVARO,"12,9","0,5","5,3","14,3"
01-2024,VICÁLVARO,"12,8","1,7","6,6","12,7"
12-2023,VICÁLVARO,"12,6","3,1","2,1","12,3"
11-2023,VICÁLVARO,"12,2","1,8","2,3",8
10-2023,VICÁLVARO,12,"-2,7","3,9","6,7"
09-2023,VICÁLVARO,"12,3","3,3",8,"10,8"
08-2023,VICÁLVARO,"11,9","3,4",5,"8,4"
07-2023,VICÁLVARO,"11,5","1,1","1,6","5,1"
06-2023,VICÁLVARO,"11,4","0,4","1,8",4
05-2023,VICÁLVARO,"11,4","0,1","1,1","5,8"
04-2023,VICÁLVARO,"11,4","1,3",0,"6,9"
03-2023,VICÁLVARO,"11,2","-0,3","0,1","6,7"
02-2023,VICÁLVARO,"11,3","-0,9","-0,5","7,9"
01-2023,VICÁLVARO,"11,4","1,3",1,"8,8"
12-2022,VICÁLVARO,"11,2","-0,9","0,7","8,6"
11-2022,VICÁLVARO,"11,3","0,6","2,7","9,4"
10-2022,VICÁLVARO,"11,2","1,1","2,4","8,1"
09-2022,VICÁLVARO,"11,1",1,"1,4",7
08-2022,VICÁLVARO,11,"0,3","2,4","7,1"
07-2022,VICÁLVARO,11,"0,1","3,4","9,9"
06-2022,VICÁLVARO,11,"2,1","4,4","8,3"
05-2022,VICÁLVARO,"10,8","1,2","3,1","4,9"
04-2022,VICÁLVARO,"10,6","1,1","1,8","4,5"
03-2022,VICÁLVARO,"10,5","0,7","1,8","3,6"
02-2022,VICÁLVARO,"10,4",0,"0,9","1,9"
01-2022,VICÁLVARO,"10,4","1,1","0,3","2,2"
12-2021,VICÁLVARO,"10,3","-0,1","-0,7","0,7"
11-2021,VICÁLVARO,"10,3","-0,6","0,5","1,4"
