año,mes,distrito,total,hombres_total,mujeres_total,16_19_total,16_19_hombres,16_19_mujeres,20_24_total,20_24_hombres,20_24_mujeres,25_29_total,25_29_hombres,25_29_mujeres,30_34_total,30_34_hombres,30_34_mujeres,35_39_total,35_39_hombres,35_39_mujeres,40_44_total,40_44_hombres,40_44_mujeres,45_49_total,45_49_hombres,45_49_mujeres,50_54_total,50_54_hombres,50_54_mujeres,55_59_total,55_59_hombres,55_59_mujeres,60_mas_total,60_mas_hombres,60_mas_mujeres
2022,Abril,ARGANZUELA,5836,2548,3288,35,21,14,186,96,90,455,205,250,528,226,302,562,239,323,601,237,364,697,290,407,746,337,409,1036,439,597,990,458,532
2022,Abril,RETIRO,3681,1534,2147,26,13,13,103,57,46,295,138,157,329,144,185,314,121,193,342,143,199,438,167,271,489,198,291,683,272,411,662,281,381
2022,Abril,SALAMANCA,4048,1654,2394,20,15,5,105,45,60,312,132,180,315,127,188,355,134,221,360,144,216,486,205,281,519,218,301,805,332,473,771,302,469
2022,Abril,CHAMARTÍN,4104,1680,2424,24,14,10,92,47,45,263,110,153,304,122,182,373,136,237,391,163,228,426,170,256,622,256,366,828,329,499,781,333,448
2022,Abril,TETUÁN,7363,3152,4211,106,53,53,307,142,165,573,245,328,714,265,449,720,273,447,740,305,435,903,405,498,997,431,566,1199,541,658,1104,492,612
2022,Abril,CHAMBERÍ,4149,1722,2427,33,19,14,125,55,70,345,155,190,372,172,200,402,171,231,409,162,247,435,183,252,572,197,375,716,294,422,740,314,426
2022,Abril,FUENCARRAL - EL PARDO,8233,3356,4877,94,48,46,290,139,151,564,247,317,670,275,395,713,274,439,961,357,604,1092,437,655,1136,484,652,1381,572,809,1332,523,809
2022,Abril,MONCLOA - ARAVACA,3697,1619,2078,31,18,13,128,70,58,271,132,139,289,117,172,306,121,185,359,138,221,438,196,242,498,214,284,735,337,398,642,276,366
2022,Abril,LATINA,12276,5349,6927,194,100,94,621,319,302,929,393,536,1019,430,589,1158,476,682,1370,580,790,1460,617,843,1769,800,969,1993,843,1150,1763,791,972
2022,Abril,CARABANCHEL,14905,6381,8524,269,136,133,816,400,416,1237,536,701,1287,503,784,1435,561,874,1689,683,1006,1930,800,1130,1980,898,1082,2248,989,1259,2014,875,1139
2022,Abril,USERA,8899,3818,5081,219,113,106,655,302,353,704,298,406,868,357,511,837,335,502,939,382,557,1111,485,626,1189,522,667,1251,543,708,1126,481,645
2022,Abril,PUENTE DE VALLECAS,16787,7429,9358,353,198,155,1057,545,512,1461,640,821,1722,725,997,1716,693,1023,1734,702,1032,1873,837,1036,1990,917,1073,2545,1118,1427,2336,1054,1282
2022,Abril,MORATALAZ,4716,1970,2746,73,42,31,252,127,125,405,174,231,378,173,205,416,151,265,434,175,259,516,197,319,641,264,377,857,358,499,744,309,435
2022,Abril,CIUDAD LINEAL,9541,4050,5491,110,65,45,353,165,188,680,303,377,770,324,446,838,329,509,917,387,530,1057,447,610,1358,564,794,1709,731,978,1749,735,1014
2022,Abril,HORTALEZA,7461,3008,4453,98,60,38,284,144,140,480,214,266,579,239,340,623,212,411,764,275,489,977,360,617,1067,441,626,1329,527,802,1260,536,724
2022,Abril,VILLAVERDE,10355,4293,6062,209,125,84,678,324,354,851,339,512,993,371,622,1059,385,674,1197,494,703,1248,505,743,1311,527,784,1446,607,839,1363,616,747
2022,Abril,VILLA DE VALLECAS,6852,2737,4115,158,76,82,419,209,210,581,236,345,678,246,432,758,301,457,859,306,553,915,357,558,801,306,495,876,362,514,807,338,469
2022,Abril,VICÁLVARO,4411,1820,2591,125,58,67,300,139,161,349,154,195,423,169,254,406,163,243,417,169,248,568,210,358,623,243,380,661,287,374,539,228,311
2022,Abril,SAN BLAS-CANILLEJAS,8325,3439,4886,142,76,66,405,211,194,594,254,340,689,274,415,705,283,422,743,285,458,880,325,555,1205,486,719,1496,623,873,1466,622,844
2022,Abril,BARAJAS,1720,686,1034,19,10,9,63,37,26,105,45,60,131,48,83,158,47,111,171,51,120,259,103,156,238,114,124,288,104,184,288,127,161
2022,Mayo,MADRID,147351,62645,84706,2243,1216,1027,6362,3163,3199,11318,4956,6362,12963,5287,7676,13815,5467,8348,15304,6090,9214,17736,7347,10389,19877,8495,11382,24598,10557,14041,23135,10067,13068
2022,Mayo,CENTRO,6545,3317,3228,38,20,18,156,78,78,478,226,252,640,289,351,670,329,341,705,350,355,854,445,409,949,509,440,1041,548,493,1014,523,491
2022,Mayo,ARGANZUELA,5641,2487,3154,32,20,12,145,81,64,437,206,231,504,230,274,552,226,326,585,233,352,649,266,383,714,323,391,1040,443,597,983,459,524
2022,Mayo,RETIRO,3422,1411,2011,20,9,11,77,40,37,254,119,135,288,122,166,282,115,167,318,129,189,398,155,243,470,188,282,672,265,407,643,269,374
2022,Mayo,SALAMANCA,3830,1546,2284,16,12,4,74,32,42,290,128,162,314,129,185,344,122,222,334,137,197,456,190,266,492,199,293,754,299,455,756,298,458
2022,Mayo,CHAMARTÍN,3951,1655,2296,22,11,11,84,44,40,268,119,149,278,114,164,313,115,198,377,147,230,420,186,234,603,253,350,820,340,480,766,326,440
2022,Mayo,TETUÁN,7025,2978,4047,100,50,50,238,108,130,521,210,311,666,240,426,682,259,423,698,281,417,898,394,504,954,423,531,1174,531,643,1094,482,612
2022,Mayo,CHAMBERÍ,3955,1653,2302,25,15,10,88,45,43,337,151,186,349,156,193,369,166,203,399,162,237,412,169,243,528,183,345,703,287,416,745,319,426
2022,Mayo,FUENCARRAL - EL PARDO,7879,3191,4688,91,43,48,237,119,118,531,241,290,634,258,376,661,252,409,917,332,585,1036,421,615,1075,451,624,1391,573,818,1306,501,805
2022,Mayo,MONCLOA - ARAVACA,3490,1499,1991,24,17,7,87,45,42,260,118,142,287,118,169,308,126,182,313,113,200,409,172,237,466,196,270,708,314,394,628,280,348
2022,Mayo,LATINA,11725,5041,6684,187,96,91,520,257,263,863,361,502,951,395,556,1095,450,645,1285,530,755,1392,577,815,1717,772,945,1976,820,1156,1739,783,956
2022,Mayo,CARABANCHEL,14148,6060,8088,259,134,125,715,355,360,1160,500,660,1226,483,743,1377,544,833,1582,636,946,1822,746,1076,1854,833,1021,2179,968,1211,1974,861,1113
2022,Mayo,USERA,8573,3671,4902,217,102,115,596,272,324,672,285,387,817,338,479,810,322,488,910,370,540,1064,460,604,1155,497,658,1221,544,677,1111,481,630
2022,Mayo,PUENTE DE VALLECAS,16103,7067,9036,344,193,151,954,487,467,1374,606,768,1606,663,943,1632,659,973,1642,655,987,1831,810,1021,1911,864,1047,2489,1089,1400,2320,1041,1279
2022,Mayo,MORATALAZ,4579,1915,2664,86,49,37,239,123,116,394,178,216,369,167,202,398,150,248,419,166,253,480,180,300,623,254,369,840,348,492,731,300,431
2022,Mayo,CIUDAD LINEAL,9111,3885,5226,103,63,40,321,158,163,681,308,373,758,320,438,777,294,483,862,357,505,992,419,573,1289,536,753,1636,712,924,1692,718,974
2022,Mayo,HORTALEZA,7077,2822,4255,91,56,35,208,109,99,462,215,247,542,224,318,585,196,389,719,256,463,926,331,595,998,389,609,1307,516,791,1239,530,709
2022,Mayo,VILLAVERDE,9767,4074,5693,194,128,66,562,274,288,779,313,466,935,358,577,1005,384,621,1144,469,675,1172,457,715,1276,515,761,1382,582,800,1318,594,724
2022,Mayo,VILLA DE VALLECAS,6627,2653,3974,135,67,68,407,210,197,547,225,322,644,241,403,720,271,449,838,286,552,886,347,539,795,308,487,849,357,492,806,341,465
2022,Mayo,VICÁLVARO,4243,1752,2491,109,56,53,247,112,135,355,157,198,394,146,248,397,165,232,396,162,234,529,198,331,626,246,380,653,288,365,537,222,315
2022,Mayo,SAN BLAS-CANILLEJAS,7994,3296,4698,136,66,70,351,182,169,556,243,313,641,251,390,699,280,419,694,259,435,851,323,528,1138,447,691,1476,626,850,1452,619,833
2022,Mayo,BARAJAS,1666,672,994,14,9,5,56,32,24,99,47,52,120,45,75,139,42,97,167,60,107,259,101,158,244,109,135,287,107,180,281,120,161
2022,Junio,MADRID,143903,60505,83398,2348,1264,1084,6273,3053,3220,10906,4717,6189,12473,5063,7410,13395,5195,8200,14782,5842,8940,17248,7039,10209,19517,8250,11267,24043,10183,13860,22918,9899,13019
2022,Junio,CENTRO,6270,3125,3145,40,21,19,159,81,78,414,183,231,633,287,346,612,296,316,665,319,346,815,415,400,925,487,438,1010,512,498,997,524,473
2022,Junio,ARGANZUELA,5587,2405,3182,37,24,13,163,87,76,406,183,223,510,244,266,546,212,334,606,235,371,610,241,369,708,307,401,1036,431,605,965,441,524
2022,Junio,RETIRO,3383,1428,1955,17,11,6,87,47,40,266,135,131,277,120,157,271,118,153,317,133,184,393,156,237,461,185,276,656,259,397,638,264,374
2022,Junio,SALAMANCA,3740,1508,2232,21,14,7,95,40,55,263,119,144,282,119,163,341,130,211,319,132,187,422,167,255,487,196,291,755,299,456,755,292,463
2022,Junio,CHAMARTÍN,3847,1577,2270,28,17,11,86,43,43,242,100,142,282,109,173,315,112,203,345,132,213,414,175,239,572,244,328,796,318,478,767,327,440
2022,Junio,TETUÁN,6792,2896,3896,96,48,48,223,116,107,513,226,287,627,222,405,658,252,406,670,270,400,874,375,499,930,402,528,1129,513,616,1072,472,600
2022,Junio,CHAMBERÍ,3988,1639,2349,26,19,7,97,45,52,347,145,202,369,154,215,355,152,203,400,171,229,429,166,263,530,195,335,705,286,419,730,306,424
2022,Junio,FUENCARRAL - EL PARDO,7693,3073,4620,89,42,47,257,120,137,539,245,294,617,245,372,638,225,413,864,320,544,1007,400,607,1034,431,603,1349,560,789,1299,485,814
2022,Junio,MONCLOA - ARAVACA,3430,1473,1957,26,19,7,104,56,48,251,112,139,282,125,157,308,127,181,310,111,199,381,155,226,455,192,263,699,306,393,614,270,344
2022,Junio,LATINA,11489,4877,6612,198,89,109,512,244,268,844,354,490,910,365,545,1061,423,638,1236,505,731,1358,556,802,1714,772,942,1953,809,1144,1703,760,943
2022,Junio,CARABANCHEL,13699,5776,7923,266,130,136,678,331,347,1095,460,635,1161,458,703,1331,520,811,1523,602,921,1771,729,1042,1852,810,1042,2084,899,1185,1938,837,1101
2022,Junio,USERA,8372,3589,4783,215,107,108,561,260,301,671,298,373,759,312,447,806,322,484,868,344,524,1020,431,589,1141,499,642,1199,528,671,1132,488,644
2022,Junio,PUENTE DE VALLECAS,16244,7068,9176,401,216,185,975,482,493,1414,615,799,1590,658,932,1645,662,983,1685,676,1009,1834,815,1019,1905,844,1061,2499,1083,1416,2296,1017,1279
2022,Junio,MORATALAZ,4425,1834,2591,88,48,40,217,111,106,367,169,198,366,155,211,365,141,224,408,157,251,471,178,293,600,240,360,815,336,479,728,299,429
2022,Junio,CIUDAD LINEAL,8971,3809,5162,114,69,45,335,177,158,645,279,366,719,313,406,761,283,478,847,343,504,983,407,576,1261,510,751,1604,692,912,1702,736,966
2022,Junio,HORTALEZA,6893,2693,4200,83,51,32,217,108,109,447,193,254,515,199,316,560,183,377,683,246,437,903,320,583,994,381,613,1251,487,764,1240,525,715
2022,Junio,VILLAVERDE,9559,3876,5683,211,131,80,547,242,305,758,298,460,891,330,561,975,352,623,1090,437,653,1152,440,712,1272,518,754,1357,562,795,1306,566,740
2022,Junio,VILLA DE VALLECAS,6129,2422,3707,124,67,57,371,187,184,484,205,279,580,224,356,652,233,419,763,253,510,821,310,511,757,294,463,797,329,468,780,320,460
2022,Junio,VICÁLVARO,4079,1663,2416,104,57,47,236,103,133,338,138,200,382,146,236,378,151,227,373,156,217,515,195,320,579,211,368,642,285,357,532,221,311
2022,Junio,SAN BLAS-CANILLEJAS,7673,3132,4541,145,71,74,296,143,153,515,224,291,603,239,364,688,261,427,652,253,399,820,308,512,1102,427,675,1427,584,843,1425,622,803
2022,Junio,BARAJAS,1640,642,998,19,13,6,57,30,27,87,36,51,118,39,79,129,40,89,158,47,111,255,100,155,238,105,133,280,105,175,299,127,172
2022,Julio,MADRID,145369,60922,84447,2257,1233,1024,6029,2956,3073,11576,4930,6646,13014,5232,7782,13786,5364,8422,14972,5827,9145,17383,7143,10240,19459,8174,11285,23889,10131,13758,23004,9932,13072
2022,Julio,CENTRO,6563,3297,3266,37,20,17,148,75,73,501,217,284,706,321,385,678,342,336,725,371,354,820,425,395,941,489,452,1028,526,502,979,511,468
2022,Julio,ARGANZUELA,5681,2399,3282,41,25,16,145,71,74,462,195,267,560,250,310,551,207,344,598,233,365,607,237,370,700,299,401,1033,428,605,984,454,530
2022,Julio,RETIRO,3453,1412,2041,15,10,5,76,38,38,283,130,153,290,120,170,297,121,176,318,126,192,400,160,240,471,183,288,658,257,401,645,267,378
2022,Julio,SALAMANCA,3810,1531,2279,15,9,6,75,34,41,277,119,158,315,130,185,330,131,199,319,122,197,451,179,272,501,192,309,764,300,464,763,315,448
2022,Julio,CHAMARTÍN,3890,1596,2294,24,15,9,77,35,42,254,108,146,318,130,188,344,125,219,334,124,210,414,175,239,552,228,324,815,334,481,758,322,436
2022,Julio,TETUÁN,6831,2847,3984,82,38,44,219,112,107,543,224,319,687,248,439,655,246,409,705,267,438,864,359,505,882,381,501,1120,494,626,1074,478,596
2022,Julio,CHAMBERÍ,3923,1589,2334,13,9,4,94,48,46,387,155,232,349,134,215,347,144,203,394,159,235,422,175,247,513,188,325,681,276,405,723,301,422
2022,Julio,FUENCARRAL - EL PARDO,7902,3137,4765,91,45,46,245,121,124,590,243,347,630,239,391,667,233,434,888,335,553,1032,411,621,1083,443,640,1341,565,776,1335,502,833
2022,Julio,MONCLOA - ARAVACA,3591,1523,2068,30,20,10,96,51,45,262,110,152,331,133,198,342,141,201,319,113,206,404,167,237,464,190,274,710,313,397,633,285,348
2022,Julio,LATINA,11563,4947,6616,184,94,90,474,251,223,894,361,533,960,394,566,1126,467,659,1287,532,755,1355,564,791,1686,734,952,1892,791,1101,1705,759,946
2022,Julio,CARABANCHEL,13912,5881,8031,255,133,122,685,325,360,1176,489,687,1209,479,730,1348,535,813,1545,592,953,1770,732,1038,1894,832,1062,2083,923,1160,1947,841,1106
2022,Julio,USERA,8379,3587,4792,214,112,102,545,256,289,695,314,381,769,320,449,828,332,496,897,342,555,1047,445,602,1106,482,624,1158,510,648,1120,474,646
2022,Julio,PUENTE DE VALLECAS,15799,6852,8947,385,216,169,900,444,456,1359,585,774,1557,641,916,1605,651,954,1612,638,974,1757,770,987,1897,847,1050,2420,1043,1377,2307,1017,1290
2022,Julio,MORATALAZ,4476,1848,2628,83,46,37,220,119,101,403,178,225,369,153,216,366,143,223,413,157,256,475,177,298,597,248,349,809,331,478,741,296,445
2022,Julio,CIUDAD LINEAL,8930,3752,5178,108,64,44,287,134,153,644,287,357,737,302,435,755,266,489,865,366,499,987,419,568,1237,499,738,1634,701,933,1676,714,962
2022,Julio,HORTALEZA,6935,2694,4241,91,48,43,208,99,109,461,198,263,523,207,316,614,198,416,692,231,461,919,341,578,955,372,583,1239,485,754,1233,515,718
2022,Julio,VILLAVERDE,9513,3877,5636,203,120,83,525,245,280,798,321,477,900,341,559,970,350,620,1019,406,613,1166,443,723,1246,520,726,1380,562,818,1306,569,737
2022,Julio,VILLA DE VALLECAS,6426,2530,3896,127,69,58,366,184,182,545,237,308,629,247,382,714,250,464,789,263,526,875,340,535,777,284,493,786,316,470,818,340,478
2022,Julio,VICÁLVARO,4272,1738,2534,102,56,46,262,122,140,343,144,199,422,148,274,401,167,234,425,163,262,518,196,322,618,228,390,647,289,358,534,225,309
2022,Julio,SAN BLAS-CANILLEJAS,7874,3231,4643,143,73,70,331,164,167,590,271,319,635,252,383,712,274,438,665,240,425,844,323,521,1102,433,669,1407,577,830,1445,624,821
2022,Julio,BARAJAS,1646,654,992,14,11,3,51,28,23,109,44,65,118,43,75,136,41,95,163,47,116,256,105,151,237,102,135,284,110,174,278,123,155
2022,Agosto,MADRID,146770,61626,85144,2277,1238,1039,6527,3165,3362,11827,5060,6767,13340,5412,7928,13882,5382,8500,15082,5930,9152,17443,7176,10267,19401,8153,11248,23874,10166,13708,23117,9944,13173
2022,Agosto,CENTRO,6716,3403,3313,39,22,17,177,87,90,528,242,286,742,340,402,692,343,349,764,398,366,815,422,393,923,492,431,1022,537,485,1014,520,494
2022,Agosto,ARGANZUELA,5840,2473,3367,51,29,22,172,81,91,494,211,283,588,263,325,563,216,347,622,248,374,612,236,376,718,317,401,1023,421,602,997,451,546
2022,Agosto,RETIRO,3552,1450,2102,15,11,4,96,46,50,303,139,164,320,135,185,308,127,181,324,130,194,403,150,253,479,194,285,675,261,414,629,257,372
2022,Agosto,SALAMANCA,3844,1541,2303,18,12,6,90,39,51,281,121,160,331,137,194,349,142,207,307,122,185,436,172,264,490,189,301,773,294,479,769,313,456
2022,Agosto,CHAMARTÍN,3895,1598,2297,24,11,13,90,37,53,257,112,145,330,144,186,324,115,209,343,121,222,408,174,234,543,228,315,821,339,482,755,317,438
2022,Agosto,TETUÁN,6940,2938,4002,79,38,41,248,124,124,549,229,320,716,264,452,667,250,417,707,286,421,859,366,493,906,395,511,1146,508,638,1063,478,585
2022,Agosto,CHAMBERÍ,3995,1619,2376,21,10,11,103,48,55,393,166,227,357,152,205,359,141,218,390,159,231,438,183,255,521,186,335,684,273,411,729,301,428
2022,Agosto,FUENCARRAL - EL PARDO,8016,3207,4809,86,44,42,265,136,129,611,253,358,682,269,413,674,242,432,892,336,556,1036,410,626,1088,439,649,1346,574,772,1336,504,832
2022,Agosto,MONCLOA - ARAVACA,3584,1504,2080,30,18,12,118,60,58,270,114,156,326,128,198,314,127,187,338,114,224,401,170,231,459,188,271,695,304,391,633,281,352
2022,Agosto,LATINA,11698,4989,6709,185,97,88,512,259,253,902,359,543,991,414,577,1143,477,666,1293,531,762,1356,565,791,1693,732,961,1901,792,1109,1722,763,959
2022,Agosto,CARABANCHEL,14058,5931,8127,279,160,119,724,346,378,1220,514,706,1231,494,737,1385,522,863,1537,601,936,1781,729,1052,1855,808,1047,2089,917,1172,1957,840,1117
2022,Agosto,USERA,8353,3608,4745,220,112,108,562,278,284,678,306,372,755,306,449,837,351,486,900,352,548,1042,439,603,1076,469,607,1165,521,644,1118,474,644
2022,Agosto,PUENTE DE VALLECAS,15793,6861,8932,374,196,178,931,443,488,1336,583,753,1539,651,888,1622,654,968,1631,661,970,1789,793,996,1888,835,1053,2397,1045,1352,2286,1000,1286
2022,Agosto,MORATALAZ,4498,1842,2656,87,46,41,229,119,110,415,181,234,391,154,237,356,139,217,414,160,254,470,169,301,589,240,349,799,332,467,748,302,446
2022,Agosto,CIUDAD LINEAL,9041,3834,5207,93,55,38,315,166,149,685,300,385,751,311,440,753,281,472,849,353,496,1014,438,576,1264,520,744,1634,703,931,1683,707,976
2022,Agosto,HORTALEZA,7093,2776,4317,98,56,42,244,107,137,503,212,291,548,224,324,620,206,414,702,231,471,930,340,590,944,367,577,1233,498,735,1271,535,736
2022,Agosto,VILLAVERDE,9458,3869,5589,185,113,72,531,243,288,796,322,474,893,337,556,948,339,609,1028,409,619,1156,450,706,1265,532,733,1346,559,787,1310,565,745
2022,Agosto,VILLA DE VALLECAS,6479,2541,3938,140,66,74,389,198,191,549,240,309,652,248,404,702,249,453,783,264,519,877,344,533,767,277,490,792,308,484,828,347,481
2022,Agosto,VICÁLVARO,4322,1749,2573,101,56,45,294,143,151,355,148,207,437,148,289,412,164,248,427,163,264,532,202,330,602,214,388,622,275,347,540,236,304
2022,Agosto,SAN BLAS-CANILLEJAS,7942,3245,4697,134,73,61,373,168,205,594,262,332,641,248,393,717,261,456,674,248,426,848,330,518,1095,429,666,1422,595,827,1444,631,813
2022,Agosto,BARAJAS,1653,648,1005,18,13,5,64,37,27,108,46,62,119,45,74,137,36,101,157,43,114,240,94,146,236,102,134,289,110,179,285,122,163
2022,Septiembre,MADRID,146265,61894,84371,2505,1372,1133,6684,3318,3366,11659,5123,6536,12917,5329,7588,13689,5304,8385,14975,5882,9093,17304,7173,10131,19261,8148,11113,23973,10216,13757,23298,10029,13269
2022,Septiembre,CENTRO,6520,3328,3192,38,22,16,189,96,93,497,225,272,650,297,353,652,326,326,706,365,341,813,430,383,936,496,440,1043,552,491,996,519,477
2022,Septiembre,ARGANZUELA,5750,2464,3286,42,25,17,177,91,86,485,219,266,579,255,324,525,209,316,614,248,366,618,242,376,696,304,392,1017,420,597,997,451,546
2022,Septiembre,RETIRO,3493,1429,2064,20,15,5,101,51,50,290,149,141,291,115,176,303,119,184,332,136,196,395,143,252,472,187,285,668,261,407,621,253,368
2022,Septiembre,SALAMANCA,3788,1551,2237,26,15,11,100,54,46,279,125,154,312,147,165,338,134,204,301,118,183,434,171,263,478,184,294,755,285,470,765,318,447
2022,Septiembre,CHAMARTÍN,3790,1585,2205,33,20,13,87,42,45,238,109,129,293,146,147,322,115,207,338,119,219,390,167,223,536,225,311,777,317,460,776,325,451
2022,Septiembre,TETUÁN,6956,2968,3988,83,41,42,269,141,128,554,224,330,680,266,414,667,245,422,713,284,429,861,363,498,906,407,499,1151,508,643,1072,489,583
2022,Septiembre,CHAMBERÍ,3870,1582,2288,24,8,16,102,57,45,383,147,236,320,154,166,357,145,212,363,150,213,426,181,245,513,183,330,662,260,402,720,297,423
2022,Septiembre,FUENCARRAL - EL PARDO,7842,3130,4712,81,41,40,283,132,151,549,240,309,661,249,412,641,230,411,859,316,543,996,388,608,1059,439,620,1366,587,779,1347,508,839
2022,Septiembre,MONCLOA - ARAVACA,3600,1568,2032,40,22,18,108,59,49,289,141,148,307,127,180,300,119,181,343,128,215,401,175,226,464,202,262,711,310,401,637,285,352
2022,Septiembre,LATINA,11779,5068,6711,209,108,101,549,283,266,917,400,517,970,408,562,1142,478,664,1280,519,761,1343,566,777,1653,718,935,1957,829,1128,1759,759,1000
2022,Septiembre,CARABANCHEL,14134,6011,8123,317,190,127,749,361,388,1214,517,697,1226,482,744,1359,528,831,1512,594,918,1788,740,1048,1851,816,1035,2099,913,1186,2019,870,1149
2022,Septiembre,USERA,8446,3645,4801,234,120,114,573,272,301,702,320,382,728,296,432,823,349,474,917,352,565,1054,451,603,1092,483,609,1169,517,652,1154,485,669
2022,Septiembre,PUENTE DE VALLECAS,15885,6938,8947,394,205,189,949,447,502,1329,604,725,1564,676,888,1594,632,962,1626,669,957,1808,790,1018,1893,843,1050,2412,1055,1357,2316,1017,1299
2022,Septiembre,MORATALAZ,4456,1836,2620,91,49,42,230,129,101,407,187,220,377,156,221,338,135,203,421,165,256,469,164,305,587,227,360,797,329,468,739,295,444
2022,Septiembre,CIUDAD LINEAL,9109,3874,5235,122,75,47,337,179,158,658,284,374,753,318,435,772,275,497,867,350,517,995,444,551,1254,521,733,1640,708,932,1711,720,991
2022,Septiembre,HORTALEZA,6878,2744,4134,83,49,34,238,126,112,452,193,259,504,208,296,601,203,398,676,236,440,895,338,557,941,360,581,1209,497,712,1279,534,745
2022,Septiembre,VILLAVERDE,9566,3925,5641,220,122,98,555,255,300,822,331,491,912,350,562,959,351,608,1048,401,647,1152,454,698,1220,516,704,1375,576,799,1303,569,734
2022,Septiembre,VILLA DE VALLECAS,6438,2555,3883,161,79,82,396,194,202,532,231,301,624,243,381,702,241,461,771,273,498,865,353,512,778,287,491,799,306,493,810,348,462
2022,Septiembre,VICÁLVARO,4354,1768,2586,106,57,49,280,142,138,386,166,220,420,148,272,408,158,250,430,164,266,537,200,337,608,218,390,630,279,351,549,236,313
2022,Septiembre,SAN BLAS-CANILLEJAS,7976,3279,4697,154,91,63,355,172,183,566,261,305,641,255,386,740,270,470,700,249,451,825,322,503,1103,437,666,1440,593,847,1452,629,823
2022,Septiembre,BARAJAS,1635,646,989,27,18,9,57,35,22,110,50,60,105,33,72,146,42,104,158,46,112,239,91,148,221,95,126,296,114,182,276,122,154
2022,Octubre,MADRID,146174,61795,84379,2405,1335,1070,6828,3356,3472,11426,5061,6365,12853,5247,7606,13470,5289,8181,14861,5877,8984,17111,7058,10053,19393,8184,11209,24226,10241,13985,23601,10147,13454
2022,Octubre,CENTRO,6484,3316,3168,35,23,12,184,96,88,488,224,264,641,299,342,660,329,331,695,350,345,819,438,381,908,482,426,1046,549,497,1008,526,482
2022,Octubre,ARGANZUELA,5661,2445,3216,45,28,17,194,101,93,474,222,252,566,253,313,507,207,300,598,238,360,591,240,351,690,297,393,993,409,584,1003,450,553
2022,Octubre,RETIRO,3474,1420,2054,27,20,7,95,51,44,268,132,136,307,124,183,300,124,176,321,134,187,386,141,245,469,182,287,660,251,409,641,261,380
2022,Octubre,SALAMANCA,3762,1525,2237,27,17,10,93,48,45,284,124,160,320,137,183,335,138,197,310,120,190,411,169,242,473,177,296,740,282,458,769,313,456
2022,Octubre,CHAMARTÍN,3736,1537,2199,29,15,14,94,49,45,241,115,126,282,122,160,289,102,187,346,120,226,384,163,221,526,216,310,793,321,472,752,314,438
2022,Octubre,TETUÁN,6967,2951,4016,82,40,42,280,144,136,529,224,305,665,257,408,637,222,415,691,278,413,874,363,511,936,413,523,1179,518,661,1094,492,602
2022,Octubre,CHAMBERÍ,3864,1575,2289,23,8,15,102,52,50,373,149,224,321,154,167,353,145,208,365,149,216,412,171,241,507,174,333,663,267,396,745,306,439
2022,Octubre,FUENCARRAL - EL PARDO,7822,3180,4642,87,48,39,276,134,142,538,253,285,651,247,404,633,223,410,847,323,524,960,378,582,1070,457,613,1378,590,788,1382,527,855
2022,Octubre,MONCLOA - ARAVACA,3500,1532,1968,31,15,16,118,65,53,261,123,138,303,129,174,294,113,181,328,127,201,379,159,220,447,201,246,711,316,395,628,284,344
2022,Octubre,LATINA,11787,5048,6739,204,107,97,528,247,281,906,414,492,958,407,551,1091,469,622,1295,508,787,1355,562,793,1680,721,959,1997,845,1152,1773,768,1005
2022,Octubre,CARABANCHEL,14171,6055,8116,304,185,119,770,364,406,1195,506,689,1213,491,722,1339,532,807,1523,615,908,1763,730,1033,1877,828,1049,2143,916,1227,2044,888,1156
2022,Octubre,USERA,8487,3639,4848,207,107,100,583,287,296,735,338,397,752,292,460,831,358,473,884,361,523,1050,430,620,1121,483,638,1166,503,663,1158,480,678
2022,Octubre,PUENTE DE VALLECAS,15989,6977,9012,382,204,178,992,475,517,1318,598,720,1542,650,892,1587,641,946,1632,663,969,1802,793,1009,1902,840,1062,2467,1069,1398,2365,1044,1321
2022,Octubre,MORATALAZ,4441,1843,2598,85,40,45,235,127,108,383,185,198,370,159,211,362,140,222,399,164,235,452,164,288,582,227,355,827,339,488,746,298,448
2022,Octubre,CIUDAD LINEAL,9127,3857,5270,102,68,34,376,191,185,659,294,365,737,298,439,755,260,495,841,341,500,996,434,562,1269,527,742,1641,702,939,1751,742,1009
2022,Octubre,HORTALEZA,6863,2735,4128,81,50,31,238,123,115,437,187,250,512,212,300,592,209,383,669,231,438,866,322,544,960,380,580,1231,497,734,1277,524,753
2022,Octubre,VILLAVERDE,9617,3897,5720,216,120,96,559,247,312,746,287,459,927,341,586,959,348,611,1088,435,653,1142,442,700,1255,520,735,1392,575,817,1333,582,751
2022,Octubre,VILLA DE VALLECAS,6473,2562,3911,162,79,83,401,196,205,527,219,308,624,238,386,711,259,452,785,276,509,855,330,525,760,282,478,829,327,502,819,356,463
2022,Octubre,VICÁLVARO,4351,1760,2591,102,56,46,259,129,130,395,171,224,412,143,269,402,166,236,408,155,253,553,212,341,613,224,389,638,269,369,569,235,334
2022,Octubre,SAN BLAS-CANILLEJAS,8007,3300,4707,153,90,63,395,192,203,560,250,310,650,259,391,695,266,429,677,243,434,829,325,504,1138,458,680,1441,581,860,1469,636,833
2022,Octubre,BARAJAS,1591,641,950,21,15,6,56,38,18,109,46,63,100,35,65,138,38,100,159,46,113,232,92,140,210,95,115,291,115,176,275,121,154
