año,mes,distrito,total,hombres_total,mujeres_total,no_estudios_total,no_estudios_hombres,no_estudios_mujeres,estudios_primarios_incompletos_total,estudios_primarios_incompletos_hombres,estudios_primarios_incompletos_mujeres,estudios_primarios_total,estudios_primarios_hombres,estudios_primarios_mujeres,programa_fp_total,programa_fp_hombres,programa_fp_mujeres,educacion_general_total,educacion_general_hombres,educacion_general_mujeres,estudios_tecnico_profesionales_superiores_total,estudios_tecnico_profesionales_superiores_hombres,estudios_tecnico_profesionales_superiores_mujeres,estudios_universitarios_ciclo1_total,estudios_universitarios_ciclo1_hombres,estudios_universitarios_ciclo1_mujeres,estudios_universitarios_ciclo2y3_total,estudios_universitarios_ciclo2y3_hombres,estudios_universitarios_ciclo2y3_mujeres,otros_total,otros_hombres,otros_mujeres,otro_fp_total,otro_fp_hombres,otro_fp_mujeres,fecha
2017,Agosto,LATINA,14576,6557,8019,192,97,95,1461,693,768,2040,979,1061,1101,452,649,6491,3115,3376,1024,424,600,613,185,428,1635,602,1033,19,10,9,0,0,0,Agosto 2017
2017,Agosto,CARABANCHEL,16933,7439,9494,135,59,76,1259,550,709,5050,2402,2648,1027,390,637,6759,3151,3608,832,327,505,540,143,397,1316,415,901,15,2,13,0,0,0,Agosto 2017
2017,Agosto,USERA,9918,4447,5471,86,38,48,957,445,512,1825,870,955,634,236,398,5260,2427,2833,410,156,254,211,70,141,529,200,329,6,5,1,0,0,0,Agosto 2017
2017,Agosto,PUENTE DE VALLECAS,19447,8864,10583,1535,690,845,2189,1063,1126,3123,1508,1615,1219,497,722,9366,4368,4998,792,333,459,345,105,240,874,299,575,4,1,3,0,0,0,Agosto 2017
2017,Agosto,MORATALAZ,5642,2430,3212,118,61,57,276,126,150,1532,693,839,312,117,195,2217,999,1218,317,126,191,217,63,154,648,243,405,5,2,3,0,0,0,Agosto 2017
2017,Agosto,CIUDAD LINEAL,11535,4940,6595,94,39,55,270,115,155,2879,1311,1568,616,238,378,4664,2115,2549,707,283,424,539,172,367,1747,665,1082,19,2,17,0,0,0,Agosto 2017
2017,Agosto,HORTALEZA,8666,3565,5101,97,35,62,446,211,235,1434,656,778,501,160,341,3359,1512,1847,581,212,369,501,167,334,1731,610,1121,16,2,14,0,0,0,Agosto 2017
2017,Agosto,VILLAVERDE,11379,4940,6439,90,36,54,787,385,402,3165,1501,1664,676,239,437,5363,2362,3001,498,181,317,272,79,193,523,156,367,5,1,4,0,0,0,Agosto 2017
2017,Agosto,VILLA DE VALLECAS,7684,3181,4503,134,60,74,1175,573,602,1487,711,776,447,120,327,3154,1311,1843,437,157,280,268,58,210,574,188,386,8,3,5,0,0,0,Agosto 2017
2017,Agosto,VICÁLVARO,4918,2086,2832,158,72,86,385,197,188,1351,615,736,301,103,198,1892,847,1045,283,103,180,168,37,131,377,111,266,3,1,2,0,0,0,Agosto 2017
2017,Agosto,SAN BLAS-CANILLEJAS,9662,4204,5458,79,33,46,323,133,190,2177,1091,1086,616,204,412,4542,2041,2501,606,236,370,385,126,259,923,337,586,11,3,8,0,0,0,Agosto 2017
2017,Agosto,BARAJAS,2031,872,1159,30,9,21,72,27,45,265,122,143,111,51,60,894,404,490,137,60,77,129,40,89,389,158,231,4,1,3,0,0,0,Agosto 2017
2017,Septiembre,MADRID,181859,80458,101401,3081,1393,1688,12765,6018,6747,38037,18088,19949,10312,3998,6314,74557,34593,39964,9928,4127,5801,7217,2388,4829,25642,9762,15880,320,91,229,0,0,0,Septiembre 2017
2017,Septiembre,CENTRO,8257,4225,4032,112,66,46,471,268,203,1900,1044,856,335,161,174,2812,1588,1224,408,195,213,361,139,222,1830,753,1077,28,11,17,0,0,0,Septiembre 2017
2017,Septiembre,ARGANZUELA,7579,3280,4299,44,24,20,252,124,128,1248,596,652,416,168,248,2802,1318,1484,507,221,286,506,186,320,1777,640,1137,27,3,24,0,0,0,Septiembre 2017
2017,Septiembre,RETIRO,4549,2001,2548,56,31,25,223,95,128,801,370,431,180,81,99,1389,640,749,280,145,135,321,119,202,1286,516,770,13,4,9,0,0,0,Septiembre 2017
2017,Septiembre,SALAMANCA,5422,2281,3141,22,13,9,125,63,62,1595,714,881,178,63,115,1350,605,745,255,110,145,291,107,184,1573,597,976,33,9,24,0,0,0,Septiembre 2017
2017,Septiembre,CHAMARTÍN,5046,2220,2826,22,8,14,133,62,71,982,475,507,161,58,103,1439,647,792,296,130,166,304,110,194,1693,725,968,16,5,11,0,0,0,Septiembre 2017
2017,Septiembre,TETUÁN,8940,4037,4903,43,17,26,1074,492,582,1585,735,850,485,202,283,3630,1725,1905,451,190,261,319,106,213,1338,563,775,15,7,8,0,0,0,Septiembre 2017
2017,Septiembre,CHAMBERÍ,5267,2272,2995,49,21,28,174,86,88,778,369,409,182,67,115,1699,791,908,269,116,153,297,105,192,1790,710,1080,29,7,22,0,0,0,Septiembre 2017
2017,Septiembre,FUENCARRAL - EL PARDO,9774,4119,5655,43,16,27,419,181,238,1742,819,923,535,199,336,3634,1634,2000,595,235,360,574,191,383,2200,832,1368,32,12,20,0,0,0,Septiembre 2017
2017,Septiembre,MONCLOA - ARAVACA,4514,2007,2507,21,9,12,213,124,89,502,250,252,201,90,111,1720,792,928,250,116,134,288,94,194,1299,526,773,20,6,14,0,0,0,Septiembre 2017
2017,Septiembre,LATINA,14459,6509,7950,196,96,100,1493,705,788,2073,983,1090,1114,456,658,6435,3068,3367,1002,428,574,571,192,379,1556,570,986,19,11,8,0,0,0,Septiembre 2017
2017,Septiembre,CARABANCHEL,16944,7530,9414,142,62,80,1244,554,690,5190,2471,2719,1019,404,615,6763,3157,3606,828,339,489,526,148,378,1222,394,828,10,1,9,0,0,0,Septiembre 2017
2017,Septiembre,USERA,10016,4526,5490,81,38,43,951,434,517,1867,898,969,657,251,406,5295,2464,2831,423,170,253,212,70,142,523,197,326,7,4,3,0,0,0,Septiembre 2017
2017,Septiembre,PUENTE DE VALLECAS,19575,9006,10569,1456,655,801,2262,1076,1186,3169,1535,1634,1236,512,724,9506,4475,5031,799,353,446,324,107,217,820,293,527,3,0,3,0,0,0,Septiembre 2017
2017,Septiembre,MORATALAZ,5624,2402,3222,124,65,59,275,119,156,1542,689,853,314,123,191,2194,979,1215,313,125,188,207,55,152,648,245,403,7,2,5,0,0,0,Septiembre 2017
2017,Septiembre,CIUDAD LINEAL,11525,4964,6561,87,32,55,309,135,174,2876,1296,1580,635,250,385,4665,2127,2538,715,292,423,509,170,339,1710,660,1050,19,2,17,0,0,0,Septiembre 2017
2017,Septiembre,HORTALEZA,8541,3567,4974,103,33,70,445,212,233,1411,654,757,492,170,322,3326,1487,1839,587,229,358,468,167,301,1694,613,1081,15,2,13,0,0,0,Septiembre 2017
2017,Septiembre,VILLAVERDE,11578,5062,6516,84,32,52,750,359,391,3414,1614,1800,701,246,455,5357,2387,2970,503,181,322,261,82,179,504,160,344,4,1,3,0,0,0,Septiembre 2017
2017,Septiembre,VILLA DE VALLECAS,7632,3214,4418,130,60,70,1171,568,603,1529,741,788,458,126,332,3142,1336,1806,415,153,262,245,51,194,536,178,358,6,1,5,0,0,0,Septiembre 2017
2017,Septiembre,VICÁLVARO,4888,2099,2789,160,72,88,390,201,189,1357,618,739,292,97,195,1900,876,1024,282,93,189,153,34,119,351,107,244,3,1,2,0,0,0,Septiembre 2017
2017,Septiembre,SAN BLAS-CANILLEJAS,9697,4251,5446,79,34,45,316,129,187,2204,1097,1107,607,219,388,4580,2083,2497,605,240,365,361,118,243,934,330,604,11,1,10,0,0,0,Septiembre 2017
2017,Septiembre,BARAJAS,2032,886,1146,27,9,18,75,31,44,272,120,152,114,55,59,919,414,505,145,66,79,119,37,82,358,153,205,3,1,2,0,0,0,Septiembre 2017
2017,Octubre,MADRID,181715,80900,100815,3076,1390,1686,12916,6102,6814,39018,18563,20455,10695,4117,6578,74275,34710,39565,9792,4070,5722,6878,2297,4581,24754,9560,15194,311,91,220,0,0,0,Octubre 2017
2017,Octubre,CENTRO,8300,4282,4018,118,68,50,462,267,195,1953,1075,878,362,180,182,2827,1615,1212,423,192,231,379,148,231,1753,729,1024,23,8,15,0,0,0,Octubre 2017
2017,Octubre,ARGANZUELA,7508,3310,4198,47,23,24,260,127,133,1278,622,656,412,159,253,2812,1337,1475,503,222,281,487,182,305,1678,631,1047,31,7,24,0,0,0,Octubre 2017
2017,Octubre,RETIRO,4455,1956,2499,54,30,24,227,95,132,811,370,441,178,77,101,1380,643,737,276,137,139,297,108,189,1217,491,726,15,5,10,0,0,0,Octubre 2017
2017,Octubre,SALAMANCA,5371,2232,3139,22,11,11,125,64,61,1593,691,902,198,68,130,1343,613,730,260,105,155,267,89,178,1532,586,946,31,5,26,0,0,0,Octubre 2017
2017,Octubre,CHAMARTÍN,4990,2173,2817,24,9,15,134,66,68,978,465,513,169,55,114,1437,648,789,284,123,161,301,112,189,1650,691,959,13,4,9,0,0,0,Octubre 2017
2017,Octubre,TETUÁN,8874,3986,4888,48,20,28,1079,495,584,1606,738,868,491,193,298,3576,1707,1869,457,195,262,302,95,207,1297,536,761,18,7,11,0,0,0,Octubre 2017
2017,Octubre,CHAMBERÍ,5228,2245,2983,40,17,23,171,75,96,803,373,430,195,71,124,1713,803,910,261,103,158,296,108,188,1722,687,1035,27,8,19,0,0,0,Octubre 2017
2017,Octubre,FUENCARRAL - EL PARDO,9741,4124,5617,43,17,26,424,185,239,1776,828,948,545,205,340,3599,1625,1974,610,244,366,553,191,362,2163,820,1343,28,9,19,0,0,0,Octubre 2017
2017,Octubre,MONCLOA - ARAVACA,4471,1992,2479,20,7,13,215,121,94,501,240,261,204,86,118,1696,787,909,249,116,133,270,91,179,1295,536,759,21,8,13,0,0,0,Octubre 2017
2017,Octubre,LATINA,14471,6673,7798,176,78,98,1490,723,767,2145,1046,1099,1164,484,680,6474,3146,3328,991,433,558,524,173,351,1489,580,909,18,10,8,0,0,0,Octubre 2017
2017,Octubre,CARABANCHEL,16985,7590,9395,145,66,79,1253,564,689,5369,2560,2809,1079,414,665,6678,3123,3555,804,338,466,480,137,343,1167,386,781,10,2,8,0,0,0,Octubre 2017
2017,Octubre,USERA,10064,4574,5490,82,38,44,949,431,518,1954,939,1015,669,262,407,5293,2484,2809,413,163,250,191,57,134,507,198,309,6,2,4,0,0,0,Octubre 2017
2017,Octubre,PUENTE DE VALLECAS,19735,9136,10599,1447,650,797,2336,1120,1216,3273,1611,1662,1294,534,760,9498,4494,5004,782,337,445,305,103,202,793,286,507,7,1,6,0,0,0,Octubre 2017
2017,Octubre,MORATALAZ,5599,2439,3160,120,62,58,268,114,154,1592,730,862,325,126,199,2176,989,1187,310,121,189,197,56,141,604,239,365,7,2,5,0,0,0,Octubre 2017
2017,Octubre,CIUDAD LINEAL,11656,5035,6621,93,38,55,324,141,183,2987,1351,1636,651,246,405,4684,2141,2543,700,291,409,498,166,332,1703,658,1045,16,3,13,0,0,0,Octubre 2017
2017,Octubre,HORTALEZA,8492,3576,4916,108,40,68,445,211,234,1415,654,761,497,173,324,3319,1486,1833,569,226,343,466,167,299,1659,617,1042,14,2,12,0,0,0,Octubre 2017
2017,Octubre,VILLAVERDE,11661,5119,6542,82,33,49,776,364,412,3580,1707,1873,728,254,474,5289,2360,2929,478,177,301,247,70,177,475,152,323,6,2,4,0,0,0,Octubre 2017
2017,Octubre,VILLA DE VALLECAS,7603,3215,4388,134,61,73,1188,569,619,1538,749,789,479,145,334,3129,1325,1804,408,149,259,226,50,176,493,163,330,8,4,4,0,0,0,Octubre 2017
2017,Octubre,VICÁLVARO,4904,2141,2763,157,76,81,386,203,183,1431,650,781,312,108,204,1872,864,1008,285,104,181,134,35,99,326,101,225,1,0,1,0,0,0,Octubre 2017
2017,Octubre,SAN BLAS-CANILLEJAS,9613,4227,5386,86,36,50,332,138,194,2154,1041,1113,630,221,409,4573,2113,2460,591,232,359,347,120,227,892,325,567,8,1,7,0,0,0,Octubre 2017
2017,Octubre,BARAJAS,1994,875,1119,30,10,20,72,29,43,281,123,158,113,56,57,907,407,500,138,62,76,111,39,72,339,148,191,3,1,2,0,0,0,Octubre 2017
2017,Noviembre,MADRID,178399,79515,98884,3014,1366,1648,12767,6006,6761,39110,18578,20532,10340,4003,6337,72715,33967,38748,9456,3915,5541,6650,2255,4395,24043,9340,14703,304,85,219,0,0,0,Noviembre 2017
2017,Noviembre,CENTRO,8095,4156,3939,119,65,54,458,254,204,1894,1042,852,344,175,169,2792,1592,1200,400,182,218,367,143,224,1693,693,1000,28,10,18,0,0,0,Noviembre 2017
2017,Noviembre,ARGANZUELA,7380,3276,4104,49,26,23,244,123,121,1247,618,629,417,167,250,2777,1318,1459,498,218,280,464,171,293,1659,630,1029,25,5,20,0,0,0,Noviembre 2017
2017,Noviembre,RETIRO,4406,1950,2456,53,30,23,217,89,128,803,366,437,173,71,102,1362,652,710,280,138,142,289,115,174,1213,483,730,16,6,10,0,0,0,Noviembre 2017
2017,Noviembre,SALAMANCA,5312,2233,3079,19,11,8,126,59,67,1604,710,894,191,65,126,1334,602,732,255,107,148,268,90,178,1493,584,909,22,5,17,0,0,0,Noviembre 2017
2017,Noviembre,CHAMARTÍN,4948,2139,2809,31,12,19,136,68,68,990,448,542,178,63,115,1410,633,777,273,119,154,295,109,186,1621,682,939,14,5,9,0,0,0,Noviembre 2017
2017,Noviembre,TETUÁN,8828,3978,4850,45,20,25,1074,501,573,1649,762,887,478,198,280,3533,1684,1849,443,187,256,299,97,202,1289,523,766,18,6,12,0,0,0,Noviembre 2017
2017,Noviembre,CHAMBERÍ,5167,2228,2939,35,16,19,168,74,94,825,393,432,189,66,123,1734,798,936,239,95,144,295,115,180,1661,666,995,21,5,16,0,0,0,Noviembre 2017
2017,Noviembre,FUENCARRAL - EL PARDO,9549,4055,5494,33,12,21,413,180,233,1752,809,943,542,214,328,3546,1591,1955,574,232,342,546,186,360,2114,824,1290,29,7,22,0,0,0,Noviembre 2017
2017,Noviembre,MONCLOA - ARAVACA,4371,1966,2405,18,7,11,212,116,96,494,240,254,192,78,114,1688,787,901,252,116,136,249,96,153,1245,520,725,21,6,15,0,0,0,Noviembre 2017
2017,Noviembre,LATINA,14217,6571,7646,180,75,105,1457,701,756,2168,1056,1112,1116,473,643,6415,3128,3287,963,406,557,492,164,328,1412,559,853,14,9,5,0,0,0,Noviembre 2017
2017,Noviembre,CARABANCHEL,16817,7513,9304,142,70,72,1226,545,681,5494,2608,2886,1032,400,632,6518,3026,3492,794,336,458,461,144,317,1139,383,756,11,1,10,0,0,0,Noviembre 2017
2017,Noviembre,USERA,9920,4499,5421,72,32,40,946,427,519,1986,945,1041,667,261,406,5178,2428,2750,397,155,242,190,59,131,475,188,287,9,4,5,0,0,0,Noviembre 2017
2017,Noviembre,PUENTE DE VALLECAS,19380,8978,10402,1411,635,776,2328,1115,1213,3297,1602,1695,1227,502,725,9307,4425,4882,749,312,437,283,98,185,769,287,482,9,2,7,0,0,0,Noviembre 2017
2017,Noviembre,MORATALAZ,5500,2386,3114,124,64,60,270,119,151,1594,708,886,320,133,187,2091,963,1128,302,108,194,192,53,139,603,237,366,4,1,3,0,0,0,Noviembre 2017
2017,Noviembre,CIUDAD LINEAL,11376,4922,6454,90,38,52,318,142,176,2966,1342,1624,634,247,387,4534,2075,2459,684,283,401,484,155,329,1650,637,1013,16,3,13,0,0,0,Noviembre 2017
2017,Noviembre,HORTALEZA,8288,3498,4790,110,40,70,453,221,232,1371,627,744,496,165,331,3253,1470,1783,553,228,325,448,165,283,1587,579,1008,17,3,14,0,0,0,Noviembre 2017
2017,Noviembre,VILLAVERDE,11340,4965,6375,81,33,48,757,347,410,3569,1690,1879,693,239,454,5103,2265,2838,458,172,286,232,69,163,440,148,292,7,2,5,0,0,0,Noviembre 2017
2017,Noviembre,VILLA DE VALLECAS,7396,3120,4276,131,59,72,1184,565,619,1540,765,775,446,127,319,3011,1262,1749,381,140,241,219,42,177,476,157,319,8,3,5,0,0,0,Noviembre 2017
2017,Noviembre,VICÁLVARO,4727,2054,2673,157,77,80,379,192,187,1406,653,753,290,96,194,1794,827,967,258,83,175,128,33,95,313,93,220,2,0,2,0,0,0,Noviembre 2017
2017,Noviembre,SAN BLAS-CANILLEJAS,9445,4188,5257,84,32,52,327,139,188,2183,1071,1112,612,215,397,4458,2054,2404,569,236,333,339,117,222,864,323,541,9,1,8,0,0,0,Noviembre 2017
2017,Noviembre,BARAJAS,1937,840,1097,30,12,18,74,29,45,278,123,155,103,48,55,877,387,490,134,62,72,110,34,76,327,144,183,4,1,3,0,0,0,Noviembre 2017
2017,Diciembre,MADRID,174212,78544,95668,2920,1362,1558,12390,5904,6486,38267,18517,19750,9955,3903,6052,70585,33247,37338,9228,3866,5362,6573,2277,4296,24000,9388,14612,294,80,214,0,0,0,Diciembre 2017
2017,Diciembre,CENTRO,7989,4121,3868,118,66,52,445,253,192,1872,1025,847,322,160,162,2739,1566,1173,393,180,213,358,141,217,1718,721,997,24,9,15,0,0,0,Diciembre 2017
2017,Diciembre,ARGANZUELA,7227,3208,4019,46,27,19,237,116,121,1209,602,607,408,164,244,2700,1290,1410,471,209,262,456,164,292,1676,629,1047,24,7,17,0,0,0,Diciembre 2017
2017,Diciembre,RETIRO,4275,1904,2371,46,24,22,211,89,122,773,357,416,169,70,99,1315,616,699,257,131,126,290,120,170,1195,492,703,19,5,14,0,0,0,Diciembre 2017
2017,Diciembre,SALAMANCA,5137,2195,2942,21,11,10,124,59,65,1527,703,824,184,66,118,1286,581,705,251,110,141,270,96,174,1447,563,884,27,6,21,0,0,0,Diciembre 2017
2017,Diciembre,CHAMARTÍN,4874,2122,2752,34,13,21,138,69,69,949,435,514,159,54,105,1370,618,752,278,125,153,298,111,187,1631,692,939,17,5,12,0,0,0,Diciembre 2017
2017,Diciembre,TETUÁN,8571,3906,4665,44,21,23,1000,468,532,1639,765,874,458,183,275,3427,1648,1779,442,195,247,279,94,185,1268,528,740,14,4,10,0,0,0,Diciembre 2017
2017,Diciembre,CHAMBERÍ,5098,2196,2902,32,12,20,153,65,88,811,392,419,182,68,114,1685,774,911,252,112,140,299,117,182,1663,651,1012,21,5,16,0,0,0,Diciembre 2017
2017,Diciembre,FUENCARRAL - EL PARDO,9386,4021,5365,41,17,24,417,185,232,1687,807,880,528,206,322,3489,1562,1927,567,234,333,543,200,343,2084,801,1283,30,9,21,0,0,0,Diciembre 2017
2017,Diciembre,MONCLOA - ARAVACA,4287,1929,2358,13,4,9,205,110,95,478,233,245,194,82,112,1637,773,864,244,112,132,244,89,155,1251,520,731,21,6,15,0,0,0,Diciembre 2017
2017,Diciembre,LATINA,13895,6482,7413,172,77,95,1400,681,719,2124,1034,1090,1041,442,599,6266,3089,3177,972,411,561,483,162,321,1421,576,845,16,10,6,0,0,0,Diciembre 2017
2017,Diciembre,CARABANCHEL,16506,7509,8997,140,63,77,1200,557,643,5491,2676,2815,1017,405,612,6268,2948,3320,788,332,456,469,146,323,1122,381,741,11,1,10,0,0,0,Diciembre 2017
2017,Diciembre,USERA,9624,4430,5194,70,33,37,923,415,508,1970,964,1006,647,259,388,4978,2365,2613,367,137,230,174,57,117,491,198,293,4,2,2,0,0,0,Diciembre 2017
2017,Diciembre,PUENTE DE VALLECAS,18699,8784,9915,1360,639,721,2259,1089,1170,3203,1577,1626,1142,483,659,9008,4323,4685,708,302,406,275,100,175,734,271,463,10,0,10,0,0,0,Diciembre 2017
2017,Diciembre,MORATALAZ,5343,2346,2997,121,58,63,259,116,143,1513,680,833,328,139,189,2036,937,1099,294,116,178,182,56,126,606,242,364,4,2,2,0,0,0,Diciembre 2017
2017,Diciembre,CIUDAD LINEAL,11154,4874,6280,83,38,45,287,129,158,2951,1348,1603,610,239,371,4414,2039,2375,654,273,381,489,164,325,1652,641,1011,14,3,11,0,0,0,Diciembre 2017
2017,Diciembre,HORTALEZA,8241,3543,4698,100,41,59,458,226,232,1364,638,726,496,177,319,3204,1475,1729,545,222,323,458,165,293,1604,597,1007,12,2,10,0,0,0,Diciembre 2017
2017,Diciembre,VILLAVERDE,10989,4870,6119,80,31,49,744,352,392,3435,1654,1781,669,236,433,4935,2213,2722,450,171,279,227,62,165,442,150,292,7,1,6,0,0,0,Diciembre 2017
2017,Diciembre,VILLA DE VALLECAS,7246,3139,4107,139,65,74,1162,563,599,1514,781,733,411,122,289,2950,1257,1693,370,137,233,211,46,165,484,167,317,5,1,4,0,0,0,Diciembre 2017
2017,Diciembre,VICÁLVARO,4573,1995,2578,151,74,77,371,189,182,1366,644,722,283,93,190,1714,793,921,245,75,170,126,35,91,315,92,223,2,0,2,0,0,0,Diciembre 2017
2017,Diciembre,SAN BLAS-CANILLEJAS,9169,4109,5060,80,35,45,332,148,184,2115,1067,1048,605,208,397,4282,1983,2299,548,221,327,331,118,213,867,328,539,9,1,8,0,0,0,Diciembre 2017
2017,Diciembre,BARAJAS,1929,861,1068,29,13,16,65,25,40,276,135,141,102,47,55,882,397,485,132,61,71,111,34,77,329,148,181,3,1,2,0,0,0,Diciembre 2017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Servicio Público de Empleo Estatal Elaboración: Subdirección General de Estadística Ayuntamiento de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Enero,MADRID,179757,81320,98437,2962,1378,1584,12692,6059,6633,39759,19245,20514,10438,4123,6315,72625,34420,38205,9696,4115,5581,6737,2337,4400,24546,9562,14984,302,81,221,0,0,0,Enero 2018
2018,Enero,CENTRO,8210,4255,3955,121,73,48,461,259,202,1944,1078,866,348,184,164,2788,1593,1195,403,186,217,372,145,227,1750,728,1022,23,9,14,0,0,0,Enero 2018
2018,Enero,ARGANZUELA,7446,3318,4128,44,24,20,251,132,119,1268,632,636,415,167,248,2773,1324,1449,495,223,272,462,170,292,1710,638,1072,28,8,20,0,0,0,Enero 2018
2018,Enero,RETIRO,4452,1982,2470,43,22,21,218,92,126,822,384,438,187,80,107,1344,634,710,278,141,137,308,124,184,1232,499,733,20,6,14,0,0,0,Enero 2018
2018,Enero,SALAMANCA,5260,2238,3022,21,13,8,123,59,64,1537,700,837,180,56,124,1342,606,736,271,127,144,275,96,179,1482,574,908,29,7,22,0,0,0,Enero 2018
2018,Enero,CHAMARTÍN,4934,2162,2772,29,12,17,149,75,74,997,451,546,157,56,101,1374,637,737,272,126,146,304,109,195,1632,689,943,20,7,13,0,0,0,Enero 2018
2018,Enero,TETUÁN,8834,4020,4814,39,17,22,990,459,531,1786,832,954,502,203,299,3448,1658,1790,448,198,250,298,102,196,1308,545,763,15,6,9,0,0,0,Enero 2018
2018,Enero,CHAMBERÍ,5251,2304,2947,32,14,18,163,73,90,825,411,414,193,72,121,1718,806,912,274,127,147,312,121,191,1713,675,1038,21,5,16,0,0,0,Enero 2018
2018,Enero,FUENCARRAL - EL PARDO,9644,4140,5504,40,15,25,429,185,244,1736,825,911,546,208,338,3597,1617,1980,591,242,349,540,196,344,2135,844,1291,30,8,22,0,0,0,Enero 2018
2018,Enero,MONCLOA - ARAVACA,4351,1948,2403,11,5,6,206,105,101,492,231,261,190,81,109,1650,777,873,239,106,133,246,96,150,1299,543,756,18,4,14,0,0,0,Enero 2018
2018,Enero,LATINA,14307,6600,7707,177,77,100,1472,712,760,2185,1067,1118,1095,466,629,6379,3096,3283,1007,432,575,511,177,334,1468,567,901,13,6,7,0,0,0,Enero 2018
2018,Enero,CARABANCHEL,17177,7808,9369,140,65,75,1225,566,659,5727,2774,2953,1063,417,646,6542,3085,3457,832,356,476,466,144,322,1169,400,769,13,1,12,0,0,0,Enero 2018
2018,Enero,USERA,9886,4578,5308,74,36,38,937,429,508,1972,966,1006,663,264,399,5150,2465,2685,407,159,248,184,61,123,492,195,297,7,3,4,0,0,0,Enero 2018
2018,Enero,PUENTE DE VALLECAS,19398,9164,10234,1372,654,718,2320,1107,1213,3314,1653,1661,1233,522,711,9343,4525,4818,742,320,422,285,98,187,780,284,496,9,1,8,0,0,0,Enero 2018
2018,Enero,MORATALAZ,5436,2424,3012,113,57,56,263,117,146,1565,711,854,328,137,191,2087,989,1098,310,124,186,190,62,128,576,225,351,4,2,2,0,0,0,Enero 2018
2018,Enero,CIUDAD LINEAL,11557,5116,6441,104,42,62,283,140,143,3071,1418,1653,650,260,390,4593,2135,2458,684,297,387,503,167,336,1655,654,1001,14,3,11,0,0,0,Enero 2018
2018,Enero,HORTALEZA,8379,3630,4749,117,43,74,483,243,240,1361,629,732,496,180,316,3240,1522,1718,587,246,341,470,170,300,1611,595,1016,14,2,12,0,0,0,Enero 2018
2018,Enero,VILLAVERDE,11450,5129,6321,91,31,60,767,365,402,3652,1769,1883,702,249,453,5073,2317,2756,474,179,295,222,63,159,462,155,307,7,1,6,0,0,0,Enero 2018
2018,Enero,VILLA DE VALLECAS,7493,3232,4261,130,56,74,1186,579,607,1588,801,787,443,141,302,3065,1301,1764,378,134,244,206,48,158,491,171,320,6,1,5,0,0,0,Enero 2018
2018,Enero,VICÁLVARO,4775,2113,2662,156,78,78,374,193,181,1418,680,738,309,106,203,1779,842,937,264,85,179,135,36,99,338,93,245,2,0,2,0,0,0,Enero 2018
2018,Enero,SAN BLAS-CANILLEJAS,9543,4256,5287,82,34,48,327,143,184,2214,1096,1118,626,226,400,4442,2075,2367,600,242,358,339,116,223,906,323,583,7,1,6,0,0,0,Enero 2018
2018,Enero,BARAJAS,1974,903,1071,26,10,16,65,26,39,285,137,148,112,48,64,898,416,482,140,65,75,109,36,73,337,165,172,2,0,2,0,0,0,Enero 2018
2018,Febrero,MADRID,181056,81837,99219,3003,1368,1635,12855,6139,6716,40474,19542,20932,10650,4212,6438,73093,34599,38494,9691,4111,5580,6638,2303,4335,24385,9483,14902,267,80,187,0,0,0,Febrero 2018
2018,Febrero,CENTRO,8241,4277,3964,114,67,47,441,248,193,2028,1140,888,347,174,173,2779,1582,1197,401,192,209,361,140,221,1752,728,1024,18,6,12,0,0,0,Febrero 2018
2018,Febrero,ARGANZUELA,7416,3304,4112,36,21,15,246,122,124,1287,628,659,421,172,249,2747,1310,1437,493,227,266,456,172,284,1710,646,1064,20,6,14,0,0,0,Febrero 2018
2018,Febrero,RETIRO,4487,1992,2495,40,19,21,212,91,121,840,389,451,185,84,101,1401,660,741,270,129,141,300,127,173,1218,489,729,21,4,17,0,0,0,Febrero 2018
2018,Febrero,SALAMANCA,5310,2273,3037,21,10,11,125,56,69,1570,722,848,177,58,119,1351,624,727,273,122,151,271,91,180,1496,582,914,26,8,18,0,0,0,Febrero 2018
2018,Febrero,CHAMARTÍN,4964,2198,2766,45,19,26,151,82,69,1011,467,544,162,61,101,1376,624,752,282,124,158,315,122,193,1608,692,916,14,7,7,0,0,0,Febrero 2018
2018,Febrero,TETUÁN,8827,4017,4810,37,15,22,987,457,530,1778,834,944,514,211,303,3446,1671,1775,448,196,252,288,94,194,1317,534,783,12,5,7,0,0,0,Febrero 2018
2018,Febrero,CHAMBERÍ,5241,2314,2927,36,16,20,167,73,94,818,413,405,200,76,124,1728,817,911,279,128,151,312,121,191,1684,664,1020,17,6,11,0,0,0,Febrero 2018
2018,Febrero,FUENCARRAL - EL PARDO,9803,4224,5579,52,22,30,429,186,243,1772,859,913,571,223,348,3646,1636,2010,610,244,366,549,204,345,2150,842,1308,24,8,16,0,0,0,Febrero 2018
2018,Febrero,MONCLOA - ARAVACA,4408,1955,2453,9,3,6,207,112,95,523,244,279,206,87,119,1643,763,880,252,110,142,250,98,152,1301,533,768,17,5,12,0,0,0,Febrero 2018
