"fecha","distrito","poblacion"
"08-2021","CENTRO",141615
"08-2021","VICÁLVARO",78134
"08-2021","VILLA DE VALLECAS",115087
"08-2021","TETUÁN",158622
"08-2021","CHAMBERÍ",137891
"08-2021","PUENTE DE VALLECAS",237444
"08-2021","LATINA",238857
"08-2021","VILLAVERDE",154554
"08-2021","BARAJAS",50260
"08-2021","CARABANCHEL",257369
"08-2021","USERA",141661
"08-2021","HORTALEZA",193909
"08-2021","RETIRO",118317
"08-2021","CHAMARTÍN",145013
"08-2021","MADRID",3305439
"09-2021","ARGANZUELA",153692
"09-2021","MORATALAZ",92905
"09-2021","MONCLOA - ARAVACA",121073
"09-2021","FUENCARRAL - EL PARDO",247243
"09-2021","SALAMANCA",146375
"09-2021","SAN BLAS-CANILLEJAS",159577
"09-2021","CIUDAD LINEAL",215284
"09-2021","CENTRO",141512
"09-2021","VICÁLVARO",78409
"09-2021","VILLA DE VALLECAS",115175
"09-2021","TETUÁN",158505
"09-2021","CHAMBERÍ",138086
"09-2021","PUENTE DE VALLECAS",237160
"09-2021","LATINA",238646
"09-2021","VILLAVERDE",154660
"09-2021","BARAJAS",50275
"09-2021","CARABANCHEL",257006
"09-2021","USERA",141622
"09-2021","HORTALEZA",194117
"09-2021","RETIRO",118301
"09-2021","CHAMARTÍN",145078
"09-2021","MADRID",3304701
"10-2021","ARGANZUELA",153725
"10-2021","MORATALAZ",92822
"10-2021","MONCLOA - ARAVACA",121078
"10-2021","FUENCARRAL - EL PARDO",247306
"10-2021","SALAMANCA",146792
"10-2021","SAN BLAS-CANILLEJAS",159653
"10-2021","CIUDAD LINEAL",215115
"10-2021","CENTRO",141959
"10-2021","VICÁLVARO",78818
"10-2021","VILLA DE VALLECAS",115221
"10-2021","TETUÁN",158610
"10-2021","CHAMBERÍ",138356
"10-2021","PUENTE DE VALLECAS",236794
"10-2021","LATINA",238564
"10-2021","VILLAVERDE",154557
"10-2021","BARAJAS",50243
"10-2021","CARABANCHEL",256881
"10-2021","USERA",141463
"10-2021","HORTALEZA",194163
"10-2021","RETIRO",118386
"10-2021","CHAMARTÍN",145275
"10-2021","MADRID",3305781
"11-2021","ARGANZUELA",153982
"11-2021","MORATALAZ",92966
"11-2021","MONCLOA - ARAVACA",121312
"11-2021","FUENCARRAL - EL PARDO",247801
"11-2021","SALAMANCA",147206
"11-2021","SAN BLAS-CANILLEJAS",159985
"11-2021","CIUDAD LINEAL",215541
"11-2021","CENTRO",142436
"11-2021","VICÁLVARO",79435
"11-2021","VILLA DE VALLECAS",115473
"11-2021","TETUÁN",159053
"11-2021","CHAMBERÍ",138783
"11-2021","PUENTE DE VALLECAS",237512
"11-2021","LATINA",238985
"11-2021","VILLAVERDE",155047
"11-2021","BARAJAS",50359
"11-2021","CARABANCHEL",257632
"11-2021","USERA",142037
"11-2021","HORTALEZA",194568
"11-2021","RETIRO",118546
"11-2021","CHAMARTÍN",145477
"11-2021","MADRID",3314136
"12-2021","ARGANZUELA",153027
"12-2021","MORATALAZ",92659
"12-2021","MONCLOA - ARAVACA",120746
"12-2021","FUENCARRAL - EL PARDO",246859
"12-2021","SALAMANCA",145941
"12-2021","SAN BLAS-CANILLEJAS",159291
"12-2021","CIUDAD LINEAL",214613
"12-2021","CENTRO",140183
"12-2021","VICÁLVARO",79442
"12-2021","VILLA DE VALLECAS",115108
"12-2021","TETUÁN",157856
"12-2021","CHAMBERÍ",137729
"12-2021","PUENTE DE VALLECAS",236336
"12-2021","LATINA",237780
"12-2021","VILLAVERDE",154305
"12-2021","BARAJAS",50216
"12-2021","CARABANCHEL",256283
"12-2021","USERA",141220
"12-2021","HORTALEZA",193797
"12-2021","RETIRO",117972
"12-2021","CHAMARTÍN",144670
"12-2021","MADRID",3296033
"01-2022","ARGANZUELA",153433
"01-2022","MORATALAZ",92766
"01-2022","MONCLOA - ARAVACA",120777
"01-2022","FUENCARRAL - EL PARDO",247277
"01-2022","SALAMANCA",146173
"01-2022","SAN BLAS-CANILLEJAS",159693
"01-2022","CIUDAD LINEAL",215152
"01-2022","CENTRO",140534
"01-2022","VICÁLVARO",79821
"01-2022","VILLA DE VALLECAS",115479
"01-2022","TETUÁN",158339
"01-2022","CHAMBERÍ",137929
"01-2022","PUENTE DE VALLECAS",237062
"01-2022","LATINA",238317
"01-2022","VILLAVERDE",154800
"01-2022","BARAJAS",50252
"01-2022","CARABANCHEL",257214
"01-2022","USERA",141610
"01-2022","HORTALEZA",194208
"01-2022","RETIRO",118138
"01-2022","CHAMARTÍN",144940
"01-2022","MADRID",3303914
"02-2022","ARGANZUELA",153389
"02-2022","MORATALAZ",92725
"02-2022","MONCLOA - ARAVACA",120713
"02-2022","FUENCARRAL - EL PARDO",247308
"02-2022","SALAMANCA",146024
"02-2022","SAN BLAS-CANILLEJAS",160015
"02-2022","CIUDAD LINEAL",215314
"02-2022","CENTRO",140359
"02-2022","VICÁLVARO",80358
"02-2022","VILLA DE VALLECAS",115660
"02-2022","TETUÁN",158455
"02-2022","CHAMBERÍ",137914
"02-2022","PUENTE DE VALLECAS",237460
"02-2022","LATINA",238531
"02-2022","VILLAVERDE",155235
"02-2022","BARAJAS",48623
"02-2022","CARABANCHEL",257353
"02-2022","USERA",141655
"02-2022","HORTALEZA",195994
"02-2022","RETIRO",118110
"02-2022","CHAMARTÍN",144977
"02-2022","MADRID",3306172
"03-2022","ARGANZUELA",153518
"03-2022","MORATALAZ",92917
"03-2022","MONCLOA - ARAVACA",120992
"03-2022","FUENCARRAL - EL PARDO",247973
"03-2022","SALAMANCA",146015
"03-2022","SAN BLAS-CANILLEJAS",160588
"03-2022","CIUDAD LINEAL",216073
"03-2022","CENTRO",140495
"03-2022","VICÁLVARO",81058
"03-2022","VILLA DE VALLECAS",116199
"03-2022","TETUÁN",158983
"03-2022","CHAMBERÍ",138234
"03-2022","PUENTE DE VALLECAS",238738
"03-2022","LATINA",239611
"03-2022","VILLAVERDE",156219
"03-2022","BARAJAS",48702
"03-2022","CARABANCHEL",258858
"03-2022","USERA",142331
"03-2022","HORTALEZA",196851
"03-2022","RETIRO",118306
"03-2022","CHAMARTÍN",145028
"03-2022","MADRID",3317689
"04-2022","ARGANZUELA",153739
"04-2022","MORATALAZ",93123
"04-2022","MONCLOA - ARAVACA",121218
"04-2022","FUENCARRAL - EL PARDO",248604
"04-2022","SALAMANCA",146212
"04-2022","SAN BLAS-CANILLEJAS",160987
"04-2022","CIUDAD LINEAL",216808
"04-2022","CENTRO",140678
"04-2022","VICÁLVARO",81588
"04-2022","VILLA DE VALLECAS",116476
"04-2022","TETUÁN",159505
"04-2022","CHAMBERÍ",138377
"04-2022","PUENTE DE VALLECAS",239595
"04-2022","LATINA",240483
"04-2022","VILLAVERDE",156979
"04-2022","BARAJAS",48850
"04-2022","CARABANCHEL",260017
"04-2022","USERA",142878
"04-2022","HORTALEZA",197262
"04-2022","RETIRO",118416
"04-2022","CHAMARTÍN",145210
"04-2022","MADRID",3327005
"05-2022","ARGANZUELA",153937
"05-2022","MORATALAZ",93326
"05-2022","MONCLOA - ARAVACA",121422
"05-2022","FUENCARRAL - EL PARDO",248772
"05-2022","SALAMANCA",146268
"05-2022","SAN BLAS-CANILLEJAS",161563
"05-2022","CIUDAD LINEAL",217295
"05-2022","CENTRO",141001
"05-2022","VICÁLVARO",82027
"05-2022","VILLA DE VALLECAS",116707
"05-2022","TETUÁN",159877
"05-2022","CHAMBERÍ",138514
"05-2022","PUENTE DE VALLECAS",240343
"05-2022","LATINA",241229
"05-2022","VILLAVERDE",157619
"05-2022","BARAJAS",48839
"05-2022","CARABANCHEL",261317
"05-2022","USERA",143338
"05-2022","HORTALEZA",197793
"05-2022","RETIRO",118519
"05-2022","CHAMARTÍN",145185
"05-2022","MADRID",3334891
"06-2022","ARGANZUELA",154071
"06-2022","MORATALAZ",93362
"06-2022","MONCLOA - ARAVACA",121647
"06-2022","FUENCARRAL - EL PARDO",249081
"06-2022","SALAMANCA",146246
"06-2022","SAN BLAS-CANILLEJAS",161763
"06-2022","CIUDAD LINEAL",218074
"06-2022","CENTRO",141072
"06-2022","VICÁLVARO",82303
"06-2022","VILLA DE VALLECAS",116924
"06-2022","TETUÁN",160164
"06-2022","CHAMBERÍ",138638
"06-2022","PUENTE DE VALLECAS",240828
"06-2022","LATINA",241551
"06-2022","VILLAVERDE",157990
"06-2022","BARAJAS",48844
"06-2022","CARABANCHEL",261908
"06-2022","USERA",143517
"06-2022","HORTALEZA",198180
"06-2022","RETIRO",118533
"06-2022","CHAMARTÍN",145285
"06-2022","MADRID",3339981
"07-2022","ARGANZUELA",154200
"07-2022","MORATALAZ",93394
"07-2022","MONCLOA - ARAVACA",121869
"07-2022","FUENCARRAL - EL PARDO",249387
"07-2022","SALAMANCA",146224
"07-2022","SAN BLAS-CANILLEJAS",161957
"07-2022","CIUDAD LINEAL",218848
"07-2022","CENTRO",141143
"07-2022","VICÁLVARO",82577
"07-2022","VILLA DE VALLECAS",117140
"07-2022","TETUÁN",160449
"07-2022","CHAMBERÍ",138758
"07-2022","PUENTE DE VALLECAS",241308
"07-2022","LATINA",241869
"07-2022","VILLAVERDE",158358
"07-2022","BARAJAS",48846
"07-2022","CARABANCHEL",262496
"07-2022","USERA",143695
"07-2022","HORTALEZA",198565
"07-2022","RETIRO",118545
"07-2022","CHAMARTÍN",145383
"07-2022","MADRID",3345011
"08-2022","ARGANZUELA",153725
"08-2022","MORATALAZ",93294
"08-2022","MONCLOA - ARAVACA",121626
"08-2022","FUENCARRAL - EL PARDO",248875
"08-2022","SALAMANCA",145498
"08-2022","SAN BLAS-CANILLEJAS",161713
"08-2022","CIUDAD LINEAL",218566
"08-2022","CENTRO",140024
"08-2022","VICÁLVARO",82670
"08-2022","VILLA DE VALLECAS",117029
"08-2022","TETUÁN",159930
"08-2022","CHAMBERÍ",138195
"08-2022","PUENTE DE VALLECAS",241102
"08-2022","LATINA",241467
"08-2022","VILLAVERDE",158253
"08-2022","BARAJAS",48734
"08-2022","CARABANCHEL",262037
"08-2022","USERA",143414
"08-2022","HORTALEZA",198350
"08-2022","RETIRO",118263
"08-2022","CHAMARTÍN",144802
"08-2022","MADRID",3337567
"09-2022","ARGANZUELA",154118
"09-2022","MORATALAZ",93399
"09-2022","MONCLOA - ARAVACA",122097
"09-2022","FUENCARRAL - EL PARDO",249290
"09-2022","SALAMANCA",146447
"09-2022","SAN BLAS-CANILLEJAS",162002
"09-2022","CIUDAD LINEAL",219384
"09-2022","CENTRO",140723
"09-2022","VICÁLVARO",83029
"09-2022","VILLA DE VALLECAS",117415
"09-2022","TETUÁN",160729
"09-2022","CHAMBERÍ",138881
"09-2022","PUENTE DE VALLECAS",241863
"09-2022","LATINA",241978
"09-2022","VILLAVERDE",158870
"09-2022","BARAJAS",48808
"09-2022","CARABANCHEL",262970
"09-2022","USERA",143635
"09-2022","HORTALEZA",198926
"09-2022","RETIRO",118444
"09-2022","CHAMARTÍN",145368
"09-2022","MADRID",3348376
"10-2022","ARGANZUELA",154371
"10-2022","MORATALAZ",93446
"10-2022","MONCLOA - ARAVACA",122360
"10-2022","FUENCARRAL - EL PARDO",249603
"10-2022","SALAMANCA",147055
"10-2022","SAN BLAS-CANILLEJAS",162141
"10-2022","CIUDAD LINEAL",219846
"10-2022","CENTRO",141405
"10-2022","VICÁLVARO",83391
"10-2022","VILLA DE VALLECAS",117674
"10-2022","TETUÁN",161166
"10-2022","CHAMBERÍ",139374
"10-2022","PUENTE DE VALLECAS",242531
"10-2022","LATINA",242282
"10-2022","VILLAVERDE",159298
"10-2022","BARAJAS",48880
"10-2022","CARABANCHEL",263539
"10-2022","USERA",143803
"10-2022","HORTALEZA",199141
"10-2022","RETIRO",118639
"10-2022","CHAMARTÍN",145630
"10-2022","MADRID",3355575
"11-2022","ARGANZUELA",153732
"11-2022","MORATALAZ",93069
"11-2022","MONCLOA - ARAVACA",122024
"11-2022","FUENCARRAL - EL PARDO",248755
"11-2022","SALAMANCA",146033
"11-2022","SAN BLAS-CANILLEJAS",161363
"11-2022","CIUDAD LINEAL",219963
"11-2022","CENTRO",139924
"11-2022","VICÁLVARO",83498
"11-2022","VILLA DE VALLECAS",117392
"11-2022","TETUÁN",160169
"11-2022","CHAMBERÍ",138658
"11-2022","PUENTE DE VALLECAS",241236
"11-2022","LATINA",241738
"11-2022","VILLAVERDE",158913
"11-2022","BARAJAS",48728
"11-2022","CARABANCHEL",262348
"11-2022","USERA",142799
"11-2022","HORTALEZA",198477
"11-2022","RETIRO",118186
"11-2022","CHAMARTÍN",145030
"11-2022","MADRID",3342035
"12-2022","ARGANZUELA",153923
"12-2022","MORATALAZ",93124
"12-2022","MONCLOA - ARAVACA",122089
"12-2022","FUENCARRAL - EL PARDO",248991
"12-2022","SALAMANCA",146139
"12-2022","SAN BLAS-CANILLEJAS",161508
"12-2022","CIUDAD LINEAL",220477
"12-2022","CENTRO",140071
"12-2022","VICÁLVARO",83802
"12-2022","VILLA DE VALLECAS",117598
"12-2022","TETUÁN",160554
"12-2022","CHAMBERÍ",138716
"12-2022","PUENTE DE VALLECAS",241922
"12-2022","LATINA",242057
"12-2022","VILLAVERDE",159301
"12-2022","BARAJAS",48681
"12-2022","CARABANCHEL",262955
"12-2022","USERA",143102
"12-2022","HORTALEZA",198663
"12-2022","RETIRO",118247
"12-2022","CHAMARTÍN",145198
"12-2022","MADRID",3347118
"01-2023","ARGANZUELA",153916
"01-2023","MORATALAZ",93044
"01-2023","MONCLOA - ARAVACA",122147
"01-2023","FUENCARRAL - EL PARDO",248978
"01-2023","SALAMANCA",146130
"01-2023","SAN BLAS-CANILLEJAS",161469
"01-2023","CIUDAD LINEAL",220865
"01-2023","CENTRO",139988
"01-2023","VICÁLVARO",84099
"01-2023","VILLA DE VALLECAS",117695
"01-2023","TETUÁN",160639
"01-2023","CHAMBERÍ",138719
"01-2023","PUENTE DE VALLECAS",242006
"01-2023","LATINA",242193
"01-2023","VILLAVERDE",159547
"01-2023","BARAJAS",48624
"01-2023","CARABANCHEL",263147
"01-2023","USERA",143078
"01-2023","HORTALEZA",198837
"01-2023","RETIRO",118211
"01-2023","CHAMARTÍN",145190
"01-2023","MADRID",3348522
"02-2023","ARGANZUELA",153909
"02-2023","MORATALAZ",92965
"02-2023","MONCLOA - ARAVACA",122204
"02-2023","FUENCARRAL - EL PARDO",248964
"02-2023","SALAMANCA",146120
"02-2023","SAN BLAS-CANILLEJAS",161429
"02-2023","CIUDAD LINEAL",221253
"02-2023","CENTRO",139905
"02-2023","VICÁLVARO",84396
"02-2023","VILLA DE VALLECAS",117791
"02-2023","TETUÁN",160724
"02-2023","CHAMBERÍ",138722
"02-2023","PUENTE DE VALLECAS",242091
"02-2023","LATINA",242330
"02-2023","VILLAVERDE",159793
"02-2023","BARAJAS",48567
"02-2023","CARABANCHEL",263339
"02-2023","USERA",143055
"02-2023","HORTALEZA",199012
"02-2023","RETIRO",118175
"02-2023","CHAMARTÍN",145183
"02-2023","MADRID",3349927
"03-2023","ARGANZUELA",153903
"03-2023","MORATALAZ",92885
"03-2023","MONCLOA - ARAVACA",122262
"03-2023","FUENCARRAL - EL PARDO",248951
"03-2023","SALAMANCA",146111
"03-2023","SAN BLAS-CANILLEJAS",161390
"03-2023","CIUDAD LINEAL",221641
"03-2023","CENTRO",139822
"03-2023","VICÁLVARO",84693
"03-2023","VILLA DE VALLECAS",117888
"03-2023","TETUÁN",160808
"03-2023","CHAMBERÍ",138724
"03-2023","PUENTE DE VALLECAS",242175
"03-2023","LATINA",242466
"03-2023","VILLAVERDE",160039
"03-2023","BARAJAS",48511
"03-2023","CARABANCHEL",263531
"03-2023","USERA",143031
"03-2023","HORTALEZA",199187
"03-2023","RETIRO",118138
"03-2023","CHAMARTÍN",145175
"03-2023","MADRID",3351331
"04-2023","ARGANZUELA",153896
"04-2023","MORATALAZ",92806
"04-2023","MONCLOA - ARAVACA",122319
"04-2023","FUENCARRAL - EL PARDO",248938
"04-2023","SALAMANCA",146102
"04-2023","SAN BLAS-CANILLEJAS",161350
"04-2023","CIUDAD LINEAL",222030
"04-2023","CENTRO",139739
"04-2023","VICÁLVARO",84991
"04-2023","VILLA DE VALLECAS",117985
"04-2023","TETUÁN",160893
"04-2023","CHAMBERÍ",138727
"04-2023","PUENTE DE VALLECAS",242259
"04-2023","LATINA",242603
"04-2023","VILLAVERDE",160285
"04-2023","BARAJAS",48454
"04-2023","CARABANCHEL",263723
"04-2023","USERA",143007
"04-2023","HORTALEZA",199361
"04-2023","RETIRO",118102
"04-2023","CHAMARTÍN",145167
"04-2023","MADRID",3352737
"05-2023","ARGANZUELA",153889
"05-2023","MORATALAZ",92726
"05-2023","MONCLOA - ARAVACA",122376
"05-2023","FUENCARRAL - EL PARDO",248925
"05-2023","SALAMANCA",146093
"05-2023","SAN BLAS-CANILLEJAS",161310
"05-2023","CIUDAD LINEAL",222418
"05-2023","CENTRO",139657
"05-2023","VICÁLVARO",85288
"05-2023","VILLA DE VALLECAS",118082
"05-2023","TETUÁN",160977
"05-2023","CHAMBERÍ",138730
"05-2023","PUENTE DE VALLECAS",242344
"05-2023","LATINA",242739
"05-2023","VILLAVERDE",160531
"05-2023","BARAJAS",48397
"05-2023","CARABANCHEL",263915
"05-2023","USERA",142983
"05-2023","HORTALEZA",199536
"05-2023","RETIRO",118066
"05-2023","CHAMARTÍN",145159
"05-2023","MADRID",3354141
"06-2023","ARGANZUELA",153882
"06-2023","MORATALAZ",92647
"06-2023","MONCLOA - ARAVACA",122434
"06-2023","FUENCARRAL - EL PARDO",248912
"06-2023","SALAMANCA",146083
"06-2023","SAN BLAS-CANILLEJAS",161271
"06-2023","CIUDAD LINEAL",222806
"06-2023","CENTRO",139574
"06-2023","VICÁLVARO",85585
"06-2023","VILLA DE VALLECAS",118178
"06-2023","TETUÁN",161062
"06-2023","CHAMBERÍ",138733
"06-2023","PUENTE DE VALLECAS",242428
"06-2023","LATINA",242876
"06-2023","VILLAVERDE",160777
"06-2023","BARAJAS",48340
"06-2023","CARABANCHEL",264107
"06-2023","USERA",142959
"06-2023","HORTALEZA",199711
"06-2023","RETIRO",118029
"06-2023","CHAMARTÍN",145151
"06-2023","MADRID",3355545
"07-2023","ARGANZUELA",153876
"07-2023","MORATALAZ",92567
"07-2023","MONCLOA - ARAVACA",122491
"07-2023","FUENCARRAL - EL PARDO",248899
"07-2023","SALAMANCA",146074
"07-2023","SAN BLAS-CANILLEJAS",161231
"07-2023","CIUDAD LINEAL",223194
"07-2023","CENTRO",139491
"07-2023","VICÁLVARO",85882
"07-2023","VILLA DE VALLECAS",118275
"07-2023","TETUÁN",161147
"07-2023","CHAMBERÍ",138736
"07-2023","PUENTE DE VALLECAS",242512
"07-2023","LATINA",243012
"07-2023","VILLAVERDE",161023
"07-2023","BARAJAS",48284
"07-2023","CARABANCHEL",264299
"07-2023","USERA",142935
"07-2023","HORTALEZA",199885
"07-2023","RETIRO",117993
"07-2023","CHAMARTÍN",145143
"07-2023","MADRID",3356949
"08-2023","ARGANZUELA",153869
"08-2023","MORATALAZ",92488
"08-2023","MONCLOA - ARAVACA",122548
"08-2023","FUENCARRAL - EL PARDO",248885
"08-2023","SALAMANCA",146065
"08-2023","SAN BLAS-CANILLEJAS",161192
"08-2023","CIUDAD LINEAL",223582
"08-2023","CENTRO",139408
"08-2023","VICÁLVARO",86179
"08-2023","VILLA DE VALLECAS",118372
"08-2023","TETUÁN",161231
"08-2023","CHAMBERÍ",138738
"08-2023","PUENTE DE VALLECAS",242597
"08-2023","LATINA",243149
"08-2023","VILLAVERDE",161269
"08-2023","BARAJAS",48227
"08-2023","CARABANCHEL",264491
"08-2023","USERA",142911
"08-2023","HORTALEZA",200060
"08-2023","RETIRO",117957
"08-2023","CHAMARTÍN",145135
"08-2023","MADRID",3358353
"09-2023","ARGANZUELA",153862
"09-2023","MORATALAZ",92409
"09-2023","MONCLOA - ARAVACA",122606
"09-2023","FUENCARRAL - EL PARDO",248872
"09-2023","SALAMANCA",146055
"09-2023","SAN BLAS-CANILLEJAS",161152
"09-2023","CIUDAD LINEAL",223970
"09-2023","CENTRO",139325
"09-2023","VICÁLVARO",86476
"09-2023","VILLA DE VALLECAS",118469
"09-2023","TETUÁN",161316
"09-2023","CHAMBERÍ",138741
"09-2023","PUENTE DE VALLECAS",242681
"09-2023","LATINA",243285
"09-2023","VILLAVERDE",161515
"09-2023","BARAJAS",48170
"09-2023","CARABANCHEL",264683
"09-2023","USERA",142888
"09-2023","HORTALEZA",200235
"09-2023","RETIRO",117921
"09-2023","CHAMARTÍN",145127
"09-2023","MADRID",3359758
"10-2023","ARGANZUELA",153856
"10-2023","MORATALAZ",92329
"10-2023","MONCLOA - ARAVACA",122663
"10-2023","FUENCARRAL - EL PARDO",248859
"10-2023","SALAMANCA",146046
"10-2023","SAN BLAS-CANILLEJAS",161113
"10-2023","CIUDAD LINEAL",224358
"10-2023","CENTRO",139242
"10-2023","VICÁLVARO",86773
"10-2023","VILLA DE VALLECAS",118566
"10-2023","TETUÁN",161401
"10-2023","CHAMBERÍ",138744
"10-2023","PUENTE DE VALLECAS",242765
"10-2023","LATINA",243422
"10-2023","VILLAVERDE",161760
"10-2023","BARAJAS",48113
"10-2023","CARABANCHEL",264875
"10-2023","USERA",142864
"10-2023","HORTALEZA",200410
"10-2023","RETIRO",117884
"10-2023","CHAMARTÍN",145119
"10-2023","MADRID",3361162
"11-2023","ARGANZUELA",153849
"11-2023","MORATALAZ",92250
"11-2023","MONCLOA - ARAVACA",122720
"11-2023","FUENCARRAL - EL PARDO",248846
"11-2023","SALAMANCA",146037
"11-2023","SAN BLAS-CANILLEJAS",161073
"11-2023","CIUDAD LINEAL",224746
"11-2023","CENTRO",139159
"11-2023","VICÁLVARO",87071
"11-2023","VILLA DE VALLECAS",118662
"11-2023","TETUÁN",161485
"11-2023","CHAMBERÍ",138747
"11-2023","PUENTE DE VALLECAS",242850
"11-2023","LATINA",243558
"11-2023","VILLAVERDE",162006
"11-2023","BARAJAS",48057
"11-2023","CARABANCHEL",265067
"11-2023","USERA",142840
"11-2023","HORTALEZA",200584
"11-2023","RETIRO",117848
"11-2023","CHAMARTÍN",145111
"11-2023","MADRID",3362566
"12-2023","ARGANZUELA",153842
"12-2023","MORATALAZ",92170
"12-2023","MONCLOA - ARAVACA",122778
"12-2023","FUENCARRAL - EL PARDO",248833
"12-2023","SALAMANCA",146027
"12-2023","SAN BLAS-CANILLEJAS",161033
"12-2023","CIUDAD LINEAL",225134
"12-2023","CENTRO",139076
"12-2023","VICÁLVARO",87368
"12-2023","VILLA DE VALLECAS",118759
"12-2023","TETUÁN",161570
"12-2023","CHAMBERÍ",138749
"12-2023","PUENTE DE VALLECAS",242934
"12-2023","LATINA",243695
"12-2023","VILLAVERDE",162252
"12-2023","BARAJAS",48000
"12-2023","CARABANCHEL",265259
"12-2023","USERA",142816
"12-2023","HORTALEZA",200759
"12-2023","RETIRO",117812
"12-2023","CHAMARTÍN",145104
"12-2023","MADRID",3363970
"01-2024","ARGANZUELA",153836
"01-2024","MORATALAZ",92091
"01-2024","MONCLOA - ARAVACA",122835
"01-2024","FUENCARRAL - EL PARDO",248819
"01-2024","SALAMANCA",146018
"01-2024","SAN BLAS-CANILLEJAS",160994
"01-2024","CIUDAD LINEAL",225522
"01-2024","CENTRO",138993
"01-2024","VICÁLVARO",87665
"01-2024","VILLA DE VALLECAS",118856
"01-2024","TETUÁN",161655
"01-2024","CHAMBERÍ",138752
"01-2024","PUENTE DE VALLECAS",243018
"01-2024","LATINA",243831
"01-2024","VILLAVERDE",162498
"01-2024","BARAJAS",47943
"01-2024","CARABANCHEL",265451
"01-2024","USERA",142792
"01-2024","HORTALEZA",200934
"01-2024","RETIRO",117776
"01-2024","CHAMARTÍN",145096
"01-2024","MADRID",3365375
"02-2024","ARGANZUELA",153829
"02-2024","MORATALAZ",92011
"02-2024","MONCLOA - ARAVACA",122893
"02-2024","FUENCARRAL - EL PARDO",248806
"02-2024","SALAMANCA",146009
"02-2024","SAN BLAS-CANILLEJAS",160954
"02-2024","CIUDAD LINEAL",225910
"02-2024","CENTRO",138910
"02-2024","VICÁLVARO",87962
"02-2024","VILLA DE VALLECAS",118953
"02-2024","TETUÁN",161739
"02-2024","CHAMBERÍ",138755
"02-2024","PUENTE DE VALLECAS",243103
"02-2024","LATINA",243968
"02-2024","VILLAVERDE",162744
"02-2024","BARAJAS",47886
"02-2024","CARABANCHEL",265643
"02-2024","USERA",142768
"02-2024","HORTALEZA",201108
"02-2024","RETIRO",117739
"02-2024","CHAMARTÍN",145088
"02-2024","MADRID",3366778
"03-2024","ARGANZUELA",153822
"03-2024","MORATALAZ",91932
"03-2024","MONCLOA - ARAVACA",122950
"03-2024","FUENCARRAL - EL PARDO",248793
"03-2024","SALAMANCA",145999
"03-2024","SAN BLAS-CANILLEJAS",160915
"03-2024","CIUDAD LINEAL",226298
"03-2024","CENTRO",138827
"03-2024","VICÁLVARO",88259
"03-2024","VILLA DE VALLECAS",119050
"03-2024","TETUÁN",161824
"03-2024","CHAMBERÍ",138758
"03-2024","PUENTE DE VALLECAS",243187
"03-2024","LATINA",244104
"03-2024","VILLAVERDE",162990
"03-2024","BARAJAS",47830
"03-2024","CARABANCHEL",265835
"03-2024","USERA",142744
"03-2024","HORTALEZA",201283
"03-2024","RETIRO",117703
"03-2024","CHAMARTÍN",145080
"03-2024","MADRID",3368183
